Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,south part of town mein cheap restaurant dekh raha hoon,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"nandos ek acha restaurant hai town ka south mein aur cheap price range mein
",inform,area,south
HUMAN,aur kuch,repeat,,
BOT,"aap restaurant dhund rahe hai na ?
",confirm-domain,,
HUMAN,yes,request,slot,addr
BOT,"nandos ek acha restaurant hai town ka south mein aur cheap price range mein
",inform,area,south
HUMAN,aur kuch,repeat,,
BOT,"the_lucky_star ek acha restaurant hai town ka south mein aur cheap price range mein
",inform,area,south
HUMAN,kya mujhe address mil sakata hai,request,slot,addr
BOT,"Bilkul , the_lucky_star the_lucky_star_address par hai
",inform,phone,01223 244277
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,spanish food ke liye,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"la_tasca spanish khana serve karte hain .
",inform,food,spanish
HUMAN,aur kuch,repeat,,
BOT,"aap restaurant dhund rahe hai na ?
",confirm-domain,,
HUMAN,woh nahi chahiye,hello,,
BOT,"la_tasca spanish khana serve karte hain .
",inform,food,spanish
HUMAN,aur kuch,repeat,,
BOT,"la_raza spanish khana serve karte hain .
",inform,food,spanish
HUMAN,okay achha address aur phone number kya hai,request,slot,addr
BOT,"Bilkul , la_raza la_raza_address par hai
",inform,addr,4 - 6 rose crescent
HUMAN,phone number,ack,,
BOT,"la_raza ka phone number hai la_raza_phone
",inform,phone,01223 464550
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,african food dhoond raha hoon shehar ke center mein,inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , town ke centre mein koi bhi basque restaurant nahin hai .
",canthelp,"area, food","centre, basque"
HUMAN,Main african food dhoondh raha hoon .,inform,food,african
BOT,"bedouin ek achha restaurant hai nagar ke centre bhaag mein jo african khana serve karta hai
",inform,area,centre
HUMAN,oh achha address kya hai,request,slot,addr
BOT,"Bilkul , bedouin bedouin_address par hai
",inform,addr,100 mill road city centre
HUMAN,post code kya hai,request,slot,postcode
BOT,"bedouin ka post code bedouin_post_code hain
",inform,postcode,c.b 1
HUMAN,kaisa rahega phone number ke baare main,reqalts,,
BOT,"bedouin ka phone number hai bedouin_phone
",inform,phone,01223 367660
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,north side of town meh hungarian food doond rahe hai,inform,area,north
BOT,"Sorry , aapke request se match karnewala koi hungarian restaurant nahi hain .
",canthelp,food,hungarian
HUMAN,asian_oriental kaisa rahega,inform,food,asian oriental
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,mujhe parvah nahi hain,inform,this,dontcare
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,north,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"saigon_city ek achha restaurant hai nagar ke north bhaag mein jo asian_oriental khana serve karta hai
",inform,area,north
HUMAN,cool address kya hai,request,slot,addr
BOT,"Bilkul , saigon_city saigon_city_address par hai
",inform,phone,01223 356555
HUMAN,phone number milega,reqalts,,
BOT,"saigon_city ka phone number hai saigon_city_phone
",inform,phone,01223 356555
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mein cheap japanese food ko doond raha hoon,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"sorry but yahan koi bhi japanese restaurant cheap range me nahin hai
",canthelp,"pricerange, food","cheap, japanese"
HUMAN,uh italian food kaisa hai,confirm,food,italian
HUMAN,<SILENCE>,silence,,
BOT,"the_lucky_star badiya restaurant hai serving chinese food aur woh cheap price range me hai
",inform,pricerange,cheap
HUMAN,italian food ke baare mein kya khayaal hai,confirm,food,italian
BOT,"da_vinci_pizzeria badiya restaurant hai serving italian food aur woh cheap price range me hai
",inform,pricerange,cheap
HUMAN,okay phone number kya hai,request,slot,phone
BOT,"da_vinci_pizzeria ka phone number hai da_vinci_pizzeria_phone
",inform,phone,01223 351707
HUMAN,kaisa rahega address ke baare main,request,slot,addr
BOT,"Bilkul , da_vinci_pizzeria da_vinci_pizzeria_address par hai
",inform,phone,01223 351707
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,"uh , north side of town mein german khana",inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"Sorry shehar k north me koi bhi german restaurant nahi hai
",canthelp,"area, food","north, german"
HUMAN,french food,inform,food,french
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_two_two ek achha restaurant hai nagar ke north bhaag mein jo french khana serve karta hai
",inform,area,north
HUMAN,okay phone number kya hai,request,slot,phone
BOT,"restaurant_two_two ka phone number hai restaurant_two_two_phone
",inform,phone,01223 351880
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,west part of town mein cheap restaurant dekh raha hoon,inform,area,west
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,north,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"da_vinci_pizzeria ek acha restaurant hai town ka north mein aur cheap price range mein
",inform,area,north
HUMAN,aur phone number kya hai,inform,name,venue
BOT,"da_vinci_pizzeria ka phone number hai da_vinci_pizzeria_phone
",inform,phone,01223 351707
HUMAN,thank you goodbye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,town ke south mein kuch moderately priced dekh raha hoon,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum ek acha restaurant hai town ka south mein aur moderate price range mein
",inform,area,south
HUMAN,aur kuch,repeat,,
BOT,"pizza_hut_cherry_hinton ek acha restaurant hai town ka south mein aur moderate price range mein
",inform,area,south
HUMAN,uska post code kya hain,request,slot,postcode
BOT,"pizza_hut_cherry_hinton ka post code hai pizza_hut_cherry_hinton_post_code
",inform,phone,01223 323737
HUMAN,okay address ke baare mein,request,slot,addr
BOT,"Bilkul , pizza_hut_cherry_hinton pizza_hut_cherry_hinton_address par hai
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,north side of town mein kuch cheap dekh raha hoon,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"royal_spice ek acha restaurant hai town ka north mein aur cheap price range mein
",inform,area,north
HUMAN,unka address kya hai,request,slot,addr
BOT,"Bilkul , royal_spice royal_spice_address par hai
",inform,phone,01733 553355
HUMAN,okay unka phone number ke baare mein,ack,,
BOT,"royal_spice ka phone number hai royal_spice_phone
",inform,phone,01733 553355
HUMAN,thank you goodbye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,town ke east part mein moderately priced restaurant dhund raha hu,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"curry_prince ek acha restaurant hai town ka east mein aur moderate price range mein
",inform,area,east
HUMAN,kya east part of town mein koi aur moderately priced range mein restaurant hai,confirm,area,east
BOT,"curry_prince moderate range mein hai
",inform,pricerange,moderate
HUMAN,kya wahan koi,inform,area,dontcare
BOT,"curry_prince ek acha restaurant hai town ka east mein aur moderate price range mein
",inform,area,east
HUMAN,"Thank you , good .",negate,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,south part of town meh ek expensive restaurant ko doondna chahta hoon,inform,area,south
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,koi bhi,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"frankie_and_bennys ek achha restaurant hai nagar ke south bhaag mein jo italian khana serve karta hai
",inform,area,south
HUMAN,phone number,ack,,
BOT,"frankie_and_bennys ka phone number hai frankie_and_bennys_phone
",inform,phone,01223 412430
HUMAN,post code,affirm,,
BOT,"frankie_and_bennys ka post code hain frankie_and_bennys_post_code
",inform,phone,01223 412430
HUMAN,alvida,repeat,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,Greek,inform,food,greek
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,Greek,inform,food,greek
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , town ki east mein koye Greek Restaurant nahi hai .
",canthelp,"area, food","east, greek"
HUMAN,indian,inform,food,indian
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal ek achha restaurant hai nagar ke east bhaag mein jo indian khana serve karta hai
",inform,area,east
HUMAN,address kya hain iska,request,slot,addr
BOT,"Bilkul , rajmahal rajmahal_address par hai
",inform,addr,7 barnwell road fen ditton
HUMAN,phone number,ack,,
BOT,"rajmahal ka phone number hai rajmahal_phone
",inform,phone,01223 244955
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,moderately priced restaurant dekh raha hoon,inform,pricerange,moderate
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,koi bhi,inform,food,dontcare
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,east,affirm,,
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal ek achha restaurant hai nagar ke east bhaag mein jo indian khana serve karta hai
",inform,area,east
HUMAN,"Uh , Phone number kya hain ?",request,slot,area
BOT,"rajmahal ka phone number hai rajmahal_phone
",inform,phone,01223 244955
HUMAN,uska post code kya hai,request,slot,postcode
BOT,"rajmahal ka post code hai rajmahal_post_code
",inform,phone,01223 244955
HUMAN,price range,repeat,,
BOT,"rajmahal moderate range mein hai
",inform,pricerange,moderate
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mein cheap restaurant dekh raha hoon,inform,area,east
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,west,inform,area,west
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh ek acha restaurant hai town ka west mein aur cheap price range mein
",inform,area,west
HUMAN,aur kuch,repeat,,
BOT,"aap restaurant dhund rahe hai na ?
",confirm-domain,,
HUMAN,aur kuchh,affirm,,
BOT,"thanh_binh ek acha restaurant hai town ka west mein aur cheap price range mein
",inform,area,west
HUMAN,uska phone number kya hain,request,slot,area
BOT,"thanh_binh ka phone number hai thanh_binh_phone
",inform,phone,01223 362456
HUMAN,kya koi aur restaurant hain,inform,this,dontcare
BOT,"la_margherita ek acha restaurant hai town ka west mein aur cheap price range mein
",inform,area,west
HUMAN,unka phone number kya hai,request,slot,phone
BOT,"la_margherita ka phone number hai la_margherita_phone
",inform,phone,01223 315232
HUMAN,unka address kya hai,request,slot,addr
HUMAN,"Bilkul , la_margherita la_margherita_address par hai
",inform,name,la margherita
HUMAN,cute shukriya good bye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mujhe swedish food chahiye,inform,food,swedish
BOT,"sorry but yahan koi bhi swedish restaurant nahi hai jo aapki request ko match kare
",canthelp,food,swedish
HUMAN,asian_oriental kaisa rahega,inform,food,asian oriental
HUMAN,<SILENCE>,silence,,
BOT,"saigon_city asian_oriental khana serve karte hain .
",inform,food,asian oriental
HUMAN,address kya hai,request,slot,addr
BOT,"Bilkul , saigon_city saigon_city_address par hai
",inform,phone,01223 356555
HUMAN,aur post code,request,slot,postcode
BOT,"saigon_city ka post code hai saigon_city_post_code
",inform,phone,01223 356555
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,mujhe ek restaurant chaiye joh serve karta ho,inform,area,dontcare
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,eartree mediterranean food,inform,food,mediterranean
HUMAN,<SILENCE>,silence,,
BOT,"shiraz_restaurant mediterranean khana serve karte hain .
",inform,food,mediterranean
HUMAN,earatree food kaisa rahega,request,slot,food
BOT,"la_mimosa mediterranean khana serve karte hain .
",inform,food,mediterranean
HUMAN,kya mujhe unka address mil skta hai,request,slot,addr
BOT,"Bilkul , la_mimosa la_mimosa_address par hai
",inform,addr,thompsons lane fen ditton
HUMAN,aur yeh phone number,inform,food,spanish
BOT,"la_mimosa ka phone number hai la_mimosa_phone
",inform,phone,01223 362525
HUMAN,aur postal code kya hai,request,slot,postcode
BOT,"la_mimosa ka post code hai la_mimosa_post_code
",inform,phone,01223 362525
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,mujhe chahiye,inform,area,west
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock ek badiya restaurant hai
",offer,name,the missing sock
HUMAN,Kya yah christmas food serve karata hai,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock international khana serve karte hain
",inform,food,international
HUMAN,Mujhe korean food chahiye,inform,food,korean
HUMAN,<SILENCE>,silence,,
BOT,"little_seoul korean khana serve karte hain .
",inform,food,korean
HUMAN,kya mujhe address mil sakta hai,request,slot,addr
BOT,"Bilkul , little_seoul little_seoul_address par hai
",inform,phone,01223 308681
HUMAN,price range kya hai,request,slot,postcode
BOT,"little_seoul expensive range mein hai
",inform,pricerange,expensive
HUMAN,thank you goodbye,bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,"hi , mujhe ek restaurant chahiye",inform,area,dontcare
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,woh swiss food serve karte hain,inform,food,swiss
BOT,"Sorry , but aapki request se match karta koi bhi swiss restaurant nahi hai
",canthelp,food,swiss
HUMAN,spanish ka kya hai,inform,food,spanish
HUMAN,<SILENCE>,silence,,
BOT,"la_raza spanish khana serve karte hain .
",inform,food,spanish
HUMAN,aur kya hai unka,request,slot,addr
BOT,"la_tasca spanish khana serve karte hain .
",inform,food,spanish
HUMAN,unka address kya hai,request,slot,addr
HUMAN,"Bilkul , la_tasca la_tasca_address par hai
",ack,,
HUMAN,aur wo kaun sa area hai,request,slot,area
BOT,"centre nagar me is la_tasca acha jagah tha
",inform,area,centre
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"da_vinci_pizzeria ek badiya restaurant hai
",offer,name,da vinci pizzeria
HUMAN,mujhe moderatley price wala restaurant chaiye joh,inform,area,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_one_seven ki price range moderate hai
",inform,pricerange,moderate
HUMAN,kya ye gastropub serve karta hai,hello,,
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_one_seven british khana serve karte hain
",inform,food,british
HUMAN,kya wahan gastropub HAI,inform,area,east
BOT,"cow pizza kitchen aur bar ek achha restaurant hai jo gastropub food serve karta hai aur woh moderate price range mein hai
",inform,pricerange,moderate
HUMAN,unka address kya hai,request,slot,addr
BOT,"Sure , Cow pizza kitchen and bar the_cow_pizza_kitchen_and_bar_address pe hain .
",inform,phone,01223 308871
HUMAN,aur unka phone number,inform,food,spanish
BOT,"cow pizza kitchen and bar ka phone number the_cow_pizza_kitchen_and_bar_phone hai .
",inform,phone,01223 308871
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,main australian asian food chaahoonga,hello,,
HUMAN,<SILENCE>,silence,,
BOT,"the_golden_curry indian khana serve karte hain .
",inform,food,indian
HUMAN,Australian asian ke baare mein kya hai ?,inform,food,australian
BOT,"Mujhe khed hai lekin aapke request ko match karnewala koi bhi restaurant nahin hai .
",canthelp,food,australian
HUMAN,indian kaisa rahega,inform,food,indian
BOT,"cocum indian khana serve karte hain .
",inform,food,indian
HUMAN,kya yeh east part of town mein hai,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal ek achha restaurant hai nagar ke east bhaag mein jo indian khana serve karta hai
",inform,area,east
HUMAN,unka address kya hai,request,slot,addr
BOT,"Bilkul , rajmahal rajmahal_address par hai
",inform,addr,7 barnwell road fen ditton
HUMAN,aur yeh phone number,inform,food,spanish
BOT,"rajmahal ka phone number hai rajmahal_phone
",inform,phone,01223 244955
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,kuch cheap doond raha hoon,inform,pricerange,cheap
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,mediterranean,inform,food,mediterranean
HUMAN,<SILENCE>,silence,,
BOT,"the_gardenia badiya restaurant hai serving mediterranean food aur woh cheap price range me hai
",inform,pricerange,cheap
HUMAN,good mere paas uska address hai,inform,name,venue
BOT,"Bilkul , the_gardenia the_gardenia_address par hai
",inform,addr,2 rose crescent city centre
HUMAN,kya tum mujhe phone number dila sakte ho,request,slot,phone
BOT,"the_gardenia ka phone number hai the_gardenia_phone
",inform,phone,01223 356354
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,kya koi cantonese restaurants hai,inform,area,dontcare
BOT,"Sorry , but aapke request ke barabar koi cantonese restaurant nahi hai .
",canthelp,food,cantonese
HUMAN,british restaurants ke baare me kya khayal hai ?,confirm,food,british
HUMAN,<SILENCE>,silence,,
BOT,"saint_johns_chop_house british khana serve karte hain .
",inform,food,british
HUMAN,kya woh town ke center mein hai,inform,area,centre
BOT,"west nagar me is saint_johns_chop_house acha jagah tha
",inform,area,west
HUMAN,kya koi british rest british food hai,inform,food,british
HUMAN,<SILENCE>,silence,,
BOT,"saint_johns_chop_house british khana serve karte hain .
",inform,food,british
HUMAN,kya woh town ke center mein hai,inform,area,centre
BOT,"west nagar me is saint_johns_chop_house acha jagah tha
",inform,area,west
HUMAN,kya center of town me koi restaurant hai,inform,area,centre
BOT,"midsummer_house_restaurant ek achha restaurant hai nagar ke centre bhaag mein jo british khana serve karta hai
",inform,area,centre
HUMAN,kya mujhe uska address milega,request,slot,addr
BOT,"Bilkul , midsummer_house_restaurant midsummer_house_restaurant_address par hai
",inform,phone,01223 369299
HUMAN,kya mujhe iska phone number milega,request,slot,phone
BOT,"midsummer_house_restaurant ka phone number hai midsummer_house_restaurant_phone
",inform,phone,01223 369299
HUMAN,kis type ka food yeh serve karte hai,request,slot,food
BOT,"midsummer_house_restaurant british khana serve karte hain
",inform,food,british
HUMAN,vah kahan hai,inform,area,east
BOT,"Bilkul , midsummer_house_restaurant midsummer_house_restaurant_address par hai
",inform,phone,01223 369299
HUMAN,town ke kiss jagah mein,hello,,
BOT,"centre nagar me is midsummer_house_restaurant acha jagah tha
",inform,area,centre
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,restaurant dekh raha hoon jo portuguese food serve karta hai,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"nandos portuguese khana serve karte hain .
",inform,food,portuguese
HUMAN,price range kya hai,ack,,
BOT,"nandos cheap range mein hai
",inform,pricerange,cheap
HUMAN,kya mujhe address milega,request,slot,addr
HUMAN,"Bilkul , nandos nandos_address par hai
",request,slot,phone
HUMAN,ok thanks goodbye,repeat,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,main kuch cheap doond raha hoon,inform,pricerange,cheap
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,west side mein,inform,area,west
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh ek acha restaurant hai town ka west mein aur cheap price range mein
",inform,area,west
HUMAN,wo kaunsa prakar ka food hain,request,slot,area
BOT,"thanh_binh vietnamese khana serve karte hain
",inform,food,vietnamese
HUMAN,kya mujhe uska number mil sakta hai,hello,,
BOT,"thanh_binh ek acha restaurant hai town ka west mein aur cheap price range mein
",inform,area,west
HUMAN,kya meh uska phone number jaan sakta hoon,request,slot,phone
BOT,"thanh_binh ka phone number hai thanh_binh_phone
",inform,phone,01223 362456
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,cheap restaurant,inform,pricerange,cheap
BOT,"Aap kaunse type ka food lene chahege ?
",request,slot,food
HUMAN,north,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"royal_spice ek acha restaurant hai town ka north mein aur cheap price range mein
",inform,area,north
HUMAN,phone number,ack,,
BOT,"royal_spice ka phone number hai royal_spice_phone
",inform,phone,01733 553355
HUMAN,pata,ack,,
BOT,"Bilkul , royal_spice royal_spice_address par hai
",inform,phone,01733 553355
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,cheap restaurant,inform,pricerange,cheap
BOT,"aapke mind me town ka kaun sa part hai ?
",request,slot,area
HUMAN,koi bhi,inform,food,dontcare
BOT,"aap restaurant dhund rahe hai na ?
",confirm-domain,,
HUMAN,italian food,inform,food,italian
HUMAN,<SILENCE>,silence,,
BOT,"mahal_of_cambridge ki price range cheap hai
",inform,pricerange,cheap
HUMAN,italian,inform,food,italian
BOT,"la_margherita badiya restaurant hai serving italian food aur woh cheap price range me hai
",inform,pricerange,cheap
HUMAN,aur kuchh,affirm,,
BOT,"da_vinci_pizzeria badiya restaurant hai serving italian food aur woh cheap price range me hai
",inform,pricerange,cheap
HUMAN,pata,ack,,
BOT,"Bilkul , da_vinci_pizzeria da_vinci_pizzeria_address par hai
",inform,phone,01223 351707
HUMAN,Kaha,inform,area,east
BOT,"da_vinci_pizzeria badiya restaurant hai serving italian food aur woh cheap price range me hai
",inform,pricerange,cheap
HUMAN,area,thankyou,,
BOT,"north nagar me is da_vinci_pizzeria acha jagah tha
",inform,area,north
HUMAN,"Thank you , good bye .",bye,,
BOT,"Welcome , alvida
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system mein aapka swagat hai . Aap pa sakte hai restaurant by area , price range ya food type . Aap ko kaise help kar sakta hu main ?
",welcomemsg,,
HUMAN,expensive restaurant,inform,area,south
BOT,"Kya aap cheap , moderate , ya expensive price range mein kuchh pasand karenge ?
",request,slot,pricerange
HUMAN,expensive,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"zizzi_cambridge ek badiya restaurant hai
",offer,name,zizzi cambridge
HUMAN,irish,inform,food,irish
BOT,"sorry , but aisa koi irish restaurant nahi hai jo aapki request se match karta ho
",canthelp,food,irish
HUMAN,italian,inform,food,italian
HUMAN,<SILENCE>,silence,,
