,0,1,2,3,4
7759,BOT,"yippee_noodle_bar serves asian_oriental food in the moderate price range
",inform,pricerange,moderate
7760,HUMAN,whats the address,request,slot,addr
7761,BOT,"yippee_noodle_bar is a great restaurant
",offer,name,yippee noodle bar
7762,HUMAN,and the address,inform,area,east
7763,BOT,"Sure , yippee_noodle_bar is on yippee_noodle_bar_address
",inform,phone,01223 518111
7764,HUMAN,and phone number,hello,,
7765,BOT,"The phone number of yippee_noodle_bar is yippee_noodle_bar_phone
",inform,phone,01223 518111
7766,HUMAN,<SILENCE>,silence,,
7767,BOT,"I am sorry but there is no other asian_oriental restaurant in the moderate price range
",canthelp.exception,name,yippee noodle bar
7768,HUMAN,<SILENCE>,silence,,
7769,BOT,"yippee_noodle_bar is a great restaurant
",offer,name,yippee noodle bar
7770,HUMAN,inaudible,thankyou,,
7771,BOT,"saigon_city serves asian_oriental food
",inform,food,asian oriental
7772,HUMAN,thank you goodbye,bye,,
7773,BOT," you are welcome
",bye,,
7774,HUMAN,<SILENCE>,silence,,
7775,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7776,HUMAN,im looking for greek food,inform,food,greek
7777,BOT,"You are looking for a greek restaurant right ?
",expl-conf,food,greek
7778,HUMAN,what about european food,confirm,food,european
7779,BOT,"I'm sorry but there is no restaurant serving greek food
",canthelp,food,greek
7780,HUMAN,noice how about european,inform,food,european
7781,BOT,"What part of town do you have in mind ?
",request,slot,area
7782,HUMAN,<SILENCE>,silence,,
7783,BOT,"Sorry would you like something in the south or in the east
",select,area,east
7784,HUMAN,nosie,thankyou,,
7785,HUMAN,<SILENCE>,silence,,
7786,BOT,"hotel_du_vin_and_bistro serves european food
",inform,food,european
7787,HUMAN,whats the address,request,slot,addr
7788,BOT,"Sure , hotel_du_vin_and_bistro is on hotel_du_vin_and_bistro_address
",inform,phone,01223 227330
7789,HUMAN,and the phone number,inform,food,spanish
7790,BOT,"The phone number of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
7791,HUMAN,thank you goodbye,bye,,
7792,BOT," you are welcome
",bye,,
7793,HUMAN,<SILENCE>,silence,,
7794,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7795,HUMAN,i want to find a moderately priced restaurant and it should serve asian food,inform,food,greek
7796,BOT,"I'm sorry but there is no restaurant serving greek food
",canthelp,food,greek
7797,HUMAN,italian food,inform,food,italian
7798,HUMAN,<SILENCE>,silence,,
7799,BOT,"rajmahal is in the moderate price range
",inform,pricerange,moderate
7800,HUMAN,<SILENCE>,silence,,
7801,BOT,"rajmahal is a great restaurant
",offer,name,rajmahal
7802,HUMAN,what type of food,request,slot,food
7803,HUMAN,<SILENCE>,silence,,
7804,BOT,"anatolia is in the moderate price range
",inform,pricerange,moderate
7805,HUMAN,how about british type food,inform,food,british
7806,BOT,"I'm sorry but there is no restaurant serving greek food
",canthelp,food,greek
7807,HUMAN,how about british food,inform,food,british
7808,BOT,"You are looking for a british restaurant right ?
",expl-conf,food,british
7809,HUMAN,british food,inform,food,british
7810,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
7811,HUMAN,yes,request,slot,addr
7812,HUMAN,<SILENCE>,silence,,
7813,BOT,"cotto serves british food in the moderate price range
",inform,pricerange,moderate
7814,HUMAN,whats the phone number,request,slot,phone
7815,BOT,"The phone number of cotto is cotto_phone
",inform,phone,01223 302010
7816,HUMAN,thank you good bye,bye,,
7817,BOT," you are welcome
",bye,,
7818,HUMAN,<SILENCE>,silence,,
7819,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7820,HUMAN,im looking for an expensive restaurant and it should be in the south part of town,inform,area,south
7821,BOT,"What part of town do you have in mind ?
",request,slot,area
7822,HUMAN,south part of town,inform,area,south
7823,BOT,"What kind of food would you like ?
",request,slot,food
7824,HUMAN,any,inform,food,dontcare
7825,BOT,"the good luck chinese food takeaway is a nice place in the south of town and the prices are expensive
",inform,area,south
7826,HUMAN,is there anything else,repeat,,
7827,HUMAN,<SILENCE>,silence,,
7828,BOT,"chiquito_restaurant_bar is a nice place in the south of town and the prices are expensive
",inform,area,south
7829,HUMAN,whats the address,request,slot,addr
7830,BOT,"Sure , chiquito_restaurant_bar is on chiquito_restaurant_bar_address
",inform,phone,01223 400170
7831,HUMAN,and the phone number,inform,food,spanish
7832,BOT,"The phone number of chiquito_restaurant_bar is chiquito_restaurant_bar_phone
",inform,phone,01223 400170
7833,HUMAN,thank you good bye,bye,,
7834,BOT," you are welcome
",bye,,
7835,HUMAN,<SILENCE>,silence,,
7836,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7837,HUMAN,<SILENCE>,silence,,
7838,BOT,"What part of town do you have in mind ?
",request,slot,area
7839,HUMAN,im looking for a moderately priced restaurant and it should serve polynesian food,inform,area,west
7840,BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
7841,HUMAN,<SILENCE>,silence,,
7842,BOT,"Sorry would you like something in the moderate price range or in the cheap price range
",select,pricerange,cheap
7843,HUMAN,in the moderately price,confirm,pricerange,moderate
7844,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
7845,HUMAN,what about indian,inform,food,indian
7846,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
7847,HUMAN,how about indian type of food,inform,food,indian
7848,BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
7849,HUMAN,no indian food,inform,area,north
7850,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
7851,HUMAN,laugh,inform,area,north
7852,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
7853,HUMAN,indian,inform,food,indian
7854,BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
7855,HUMAN,indian,inform,food,indian
7856,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
7857,HUMAN,indian,inform,food,indian
7858,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
7859,HUMAN,thank you good bye,bye,,
7860,BOT," you are welcome
",bye,,
7861,HUMAN,<SILENCE>,silence,,
7862,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7863,HUMAN,can you find a moderately priced restaurant,inform,pricerange,moderate
7864,BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
7865,HUMAN,north part of town,inform,this,dontcare
7866,BOT,"You are looking for a the_americas restaurant right ?
",expl-conf,food,the americas
7867,HUMAN,moderately,inform,this,dontcare
7868,BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
7869,HUMAN,id like a moderately price,repeat,,
7870,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
7871,HUMAN,yes,request,slot,addr
7872,BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
7873,HUMAN,<SILENCE>,silence,,
7874,HUMAN,<SILENCE>,silence,,
7875,BOT,"restaurant_one_seven is in the moderate price range
",inform,pricerange,moderate
7876,HUMAN,<SILENCE>,silence,,
7877,BOT,"restaurant_one_seven is a great restaurant
",offer,name,restaurant one seven
7878,HUMAN,what part of town,inform,area,west
7879,BOT,"restaurant_one_seven is a nice place in the centre of town
",inform,area,centre
7880,HUMAN,how about the north part,inform,area,north
7881,BOT,"You are looking for a the_americas restaurant right ?
",expl-conf,food,the americas
7882,HUMAN,restaurant,affirm,,
7883,BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
7884,HUMAN,oh jesus christ start over,negate,,
7885,BOT,"restaurant_one_seven is in the moderate price range
",inform,pricerange,moderate
7886,HUMAN,laughing,request,slot,addr
7887,BOT,"restaurant_one_seven is a great restaurant
",offer,name,restaurant one seven
7888,HUMAN,is there anything else,repeat,,
7889,BOT,"la_tasca is in the moderate price range
",inform,pricerange,moderate
7890,HUMAN,and where is that located,hello,,
7891,BOT,"la_tasca is a great restaurant
",offer,name,la tasca
7892,HUMAN,what part of town,inform,area,west
7893,BOT,"la_tasca is in the centre , at C.B 2 , 1 U.F
",inform,area,centre
7894,HUMAN,find something in the north part,confirm,area,south
7895,BOT,"You are looking for a the_americas restaurant right ?
",expl-conf,food,the americas
7896,HUMAN,laughing,request,slot,addr
7897,BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
7898,HUMAN,thank you goodbye,bye,,
7899,BOT," you are welcome
",bye,,
7900,HUMAN,<SILENCE>,silence,,
7901,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7902,HUMAN,in the east part,inform,area,east
7903,BOT,"What part of town do you have in mind ?
",request,slot,area
7904,HUMAN,east part,inform,area,east
7905,BOT,"What kind of food would you like ?
",request,slot,food
7906,HUMAN,any type,inform,food,dontcare
7907,HUMAN,<SILENCE>,silence,,
7908,BOT,"grafton_hotel_restaurant is a nice place in the east of town and the prices are expensive
",inform,area,east
7909,HUMAN,i need an address,request,slot,addr
7910,BOT,"Sure , grafton_hotel_restaurant is on grafton_hotel_restaurant_address
",inform,addr,grafton hotel 619 newmarket road fen ditton
7911,HUMAN,and the phone number,inform,food,spanish
7912,BOT,"The phone number of grafton_hotel_restaurant is grafton_hotel_restaurant_phone
",inform,phone,01223 241387
7913,HUMAN,thank you good bye,bye,,
7914,BOT," you are welcome
",bye,,
7915,HUMAN,<SILENCE>,silence,,
7916,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7917,HUMAN,north,inform,area,north
7918,BOT,"What kind of food would you like ?
",request,slot,food
7919,HUMAN,corsica,inform,food,corsica
7920,BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
7921,HUMAN,<SILENCE>,silence,,
7922,BOT,"Sorry would you like something in the north or in the south
",select,area,south
7923,HUMAN,<SILENCE>,silence,,
7924,BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
7925,HUMAN,uh indian,inform,food,indian
7926,BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
7927,HUMAN,yes,request,slot,addr
7928,HUMAN,<SILENCE>,silence,,
7929,BOT,"da_vinci_pizzeria is a nice place in the north of town serving tasty italian food
",inform,area,north
7930,HUMAN,uh indian,inform,food,indian
7931,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
7932,HUMAN,any,inform,food,dontcare
7933,HUMAN,<SILENCE>,silence,,
7934,BOT,"tandoori_palace is a nice place in the north of town serving tasty indian food
",inform,area,north
7935,HUMAN,address,ack,,
7936,BOT,"tandoori_palace is a great restaurant
",offer,name,tandoori palace
7937,HUMAN,price range,repeat,,
7938,BOT,"tandoori_palace is in the expensive price range
",inform,pricerange,expensive
7939,HUMAN,phone number,ack,,
7940,BOT,"The phone number of tandoori_palace is tandoori_palace_phone
",inform,phone,01223 506055
7941,HUMAN,address,ack,,
7942,BOT,"Sure , tandoori_palace is on tandoori_palace_address
",inform,phone,01223 506055
7943,HUMAN,thank you good bye,bye,,
7944,BOT," you are welcome
",bye,,
7945,HUMAN,<SILENCE>,silence,,
7946,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7947,HUMAN,moderately priced restaurant,inform,pricerange,moderate
7948,BOT,"What part of town do you have in mind ?
",request,slot,area
7949,HUMAN,the east part,inform,area,east
7950,BOT,"What kind of food would you like ?
",request,slot,food
7951,HUMAN,any type,inform,food,dontcare
7952,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
7953,HUMAN,yes,request,slot,addr
7954,HUMAN,<SILENCE>,silence,,
7955,BOT,"rajmahal is a nice place in the east of town and the prices are moderate
",inform,area,east
7956,HUMAN,phone number,ack,,
7957,BOT,"rajmahal is a great restaurant
",offer,name,rajmahal
7958,HUMAN,can i have the phone number,request,slot,phone
7959,BOT,"The phone number of rajmahal is rajmahal_phone
",inform,phone,01223 244955
7960,HUMAN,and the address,inform,area,east
7961,BOT,"Sure , rajmahal is on rajmahal_address
",inform,addr,7 barnwell road fen ditton
7962,HUMAN,thank you good bye,bye,,
7963,BOT," you are welcome
",bye,,
7964,HUMAN,<SILENCE>,silence,,
7965,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7966,HUMAN,i need a cheap restaurant in the west part of town,inform,area,west
7967,BOT,"What kind of food would you like ?
",request,slot,food
7968,HUMAN,okay,affirm,,
7969,BOT,"I'm sorry but there is no restaurant serving english food
",canthelp,food,english
7970,HUMAN,back,hello,,
7971,BOT,"Did you say you are looking for a restaurant in the west of town ?
",expl-conf,area,west
7972,HUMAN,yes,request,slot,addr
7973,BOT,"You are looking for a english restaurant right ?
",expl-conf,food,english
7974,HUMAN,no,affirm,,
7975,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
7976,HUMAN,back,hello,,
7977,BOT,"I'm sorry but there is no restaurant serving english food
",canthelp,food,english
7978,HUMAN,thank you good bye,bye,,
7979,BOT," you are welcome
",bye,,
7980,HUMAN,<SILENCE>,silence,,
7981,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7982,HUMAN,korean food,inform,food,korean
7983,BOT,"What part of town do you have in mind ?
",request,slot,area
7984,HUMAN,i dont care,inform,this,dontcare
7985,BOT,"What kind of food would you like ?
",request,slot,food
7986,HUMAN,korean,inform,food,korean
7987,HUMAN,<SILENCE>,silence,,
7988,BOT,"little_seoul serves korean food
",inform,food,korean
7989,HUMAN,address,ack,,
7990,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
7991,HUMAN,phone number,ack,,
7992,BOT,"The phone number of little_seoul is little_seoul_phone
",inform,phone,01223 308681
7993,HUMAN,thank you goodbye,bye,,
7994,BOT," you are welcome
",bye,,
7995,HUMAN,<SILENCE>,silence,,
7996,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
7997,HUMAN,i need a restaurant serving corsica food,inform,area,east
7998,BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
7999,HUMAN,i need indian food,inform,area,east
8000,BOT,"What part of town do you have in mind ?
",request,slot,area
8001,HUMAN,south,inform,area,south
8002,HUMAN,<SILENCE>,silence,,
8003,BOT,"taj_tandoori is a nice place in the south of town serving tasty indian food
",inform,area,south
8004,HUMAN,phone number,ack,,
8005,BOT,"taj_tandoori is a great restaurant
",offer,name,taj tandoori
8006,HUMAN,phone number,ack,,
8007,BOT,"The phone number of taj_tandoori is taj_tandoori_phone
",inform,phone,01223 412299
8008,HUMAN,thank you good bye,bye,,
8009,BOT," you are welcome
",bye,,
8010,HUMAN,<SILENCE>,silence,,
8011,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8012,HUMAN,i need a moderate priced restaurant in the north part of town,inform,area,north
8013,BOT,"What kind of food would you like ?
",request,slot,food
8014,HUMAN,any,inform,food,dontcare
8015,HUMAN,<SILENCE>,silence,,
8016,BOT,"meghna is a nice place in the north of town and the prices are moderate
",inform,area,north
8017,HUMAN,address,ack,,
8018,HUMAN,"Sure , meghna is on meghna_address
",request,slot,addr
8019,HUMAN,phone number,ack,,
8020,BOT,"The phone number of meghna is meghna_phone
",inform,phone,01223 727410
8021,HUMAN,thank you good bye,bye,,
8022,BOT," you are welcome
",bye,,
8023,HUMAN,<SILENCE>,silence,,
8024,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8025,HUMAN,lets see im looking for a restaurant in the north part of town that serves vietnamese food,inform,area,south
8026,BOT,"What kind of food would you like ?
",request,slot,food
8027,HUMAN,vietnamese,inform,food,vietnamese
8028,BOT,"I'm sorry but there is no vietnamese restaurant in the north of town
",canthelp,"food, area","vietnamese, north"
8029,HUMAN,breath how bout north part of town,inform,area,north
8030,HUMAN,<SILENCE>,silence,,
8031,BOT,"thanh_binh is a nice place in the west of town serving tasty vietnamese food
",inform,area,west
8032,HUMAN,breath whats the phone number of the venue,inform,name,venue
8033,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
8034,HUMAN,k you goodbye,repeat,,
8035,BOT,"I am sorry but there is no other vietnamese restaurant in the west of town
",canthelp.exception,name,thanh binh
8036,HUMAN,thank you,repeat,,
8037,BOT,"thanh_binh is a nice place in the west of town serving tasty vietnamese food
",inform,area,west
8038,HUMAN,bye,thankyou,,
8039,BOT,"You are looking for a vietnamese restaurant right ?
",expl-conf,food,vietnamese
8040,HUMAN,thank you goodbye,bye,,
8041,BOT," you are welcome
",bye,,
8042,HUMAN,<SILENCE>,silence,,
8043,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8044,HUMAN,im looking for a cheap restaurant,inform,area,east
8045,BOT,"What part of town do you have in mind ?
",request,slot,area
8046,HUMAN,any part of town,inform,area,dontcare
8047,BOT,"What kind of food would you like ?
",request,slot,food
8048,HUMAN,italian food,inform,food,italian
8049,HUMAN,<SILENCE>,silence,,
8050,BOT,"da_vinci_pizzeria serves italian food in the cheap price range
",inform,pricerange,cheap
8051,HUMAN,whats the address,request,slot,addr
8052,BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
8053,HUMAN,whats the phone number,request,slot,phone
8054,BOT,"The phone number of da_vinci_pizzeria is da_vinci_pizzeria_phone
",inform,phone,01223 351707
8055,HUMAN,thank you good bye,bye,,
8056,BOT," you are welcome
",bye,,
8057,HUMAN,<SILENCE>,silence,,
8058,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8059,HUMAN,im looking for an expensive restaurant in the east part of town,inform,area,east
8060,BOT,"What kind of food would you like ?
",request,slot,food
8061,HUMAN,any kind of food,inform,food,dontcare
8062,HUMAN,<SILENCE>,silence,,
8063,BOT,"yu_garden is a nice place in the east of town and the prices are expensive
",inform,area,east
8064,HUMAN,anything else,affirm,,
8065,BOT,"pipasha_restaurant is a nice place in the east of town and the prices are expensive
",inform,area,east
8066,HUMAN,whats the phone number,request,slot,phone
8067,BOT,"The phone number of pipasha_restaurant is pipasha_restaurant_phone
",inform,phone,01223 577786
8068,HUMAN,whats the post code,request,slot,postcode
8069,BOT,"The post code of pipasha_restaurant is pipasha_restaurant_post_code
",inform,phone,01223 577786
8070,HUMAN,thank you good bye,bye,,
8071,BOT," you are welcome
",bye,,
8072,HUMAN,<SILENCE>,silence,,
8073,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8074,HUMAN,moderately priced restaurant,inform,pricerange,moderate
8075,BOT,"Sorry would you like something in the moderate price range or in the cheap price range
",select,pricerange,cheap
8076,HUMAN,moderate,reqalts,,
8077,BOT,"What part of town do you have in mind ?
",request,slot,area
8078,HUMAN,any,inform,food,dontcare
8079,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
8080,HUMAN,serves british food,inform,food,british
8081,HUMAN,<SILENCE>,silence,,
8082,BOT,"the_oak_bistro serves british food in the moderate price range
",inform,pricerange,moderate
8083,HUMAN,address,ack,,
8084,BOT,"the_oak_bistro is a great restaurant
",offer,name,the oak bistro
8085,HUMAN,whats the address,request,slot,addr
8086,BOT,"Sure , the_oak_bistro is on the_oak_bistro_address
",inform,addr,6 lensfield road
8087,HUMAN,phone number,ack,,
8088,BOT,"The phone number of the_oak_bistro is the_oak_bistro_phone
",inform,phone,01223 323361
8089,HUMAN,good bye,ack,,
8090,BOT," you are welcome
",bye,,
8091,HUMAN,<SILENCE>,silence,,
8092,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8093,HUMAN,west,inform,area,west
8094,BOT,"What part of town do you have in mind ?
",request,slot,area
8095,HUMAN,west,inform,area,west
8096,BOT,"What kind of food would you like ?
",request,slot,food
8097,HUMAN,doesnt matter,inform,this,dontcare
8098,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
8099,HUMAN,yes,request,slot,addr
8100,HUMAN,<SILENCE>,silence,,
8101,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
8102,HUMAN,what else,repeat,,
8103,BOT,"saint_johns_chop_house is a great restaurant
",offer,name,saint johns chop house
8104,HUMAN,is there anything else,repeat,,
8105,BOT,"prezzo is a nice place in the west of town and the prices are moderate
",inform,area,west
8106,HUMAN,what is the address and postcode,request,slot,addr
8107,HUMAN,"prezzo is on prezzo_address
",ack,,
8108,HUMAN,<SILENCE>,silence,,
8109,BOT,"Sorry but there is no other restaurant in the moderate price range and the west of town
",canthelp.exception,name,saint johns chop house
8110,HUMAN,what is the address of prezzo,inform,name,prezzo
8111,BOT,"Sure , prezzo is on prezzo_address
",inform,addr,21 - 24 northampton road
8112,HUMAN,the postcode,request,slot,postcode
8113,BOT,"The post code of prezzo is prezzo_post_code
",inform,postcode,c.b 3
8114,HUMAN,the phone number,request,slot,phone
8115,BOT,"The phone number of prezzo is prezzo_phone
",inform,phone,01799 521260
8116,HUMAN,thank you goodbye,bye,,
8117,BOT," you are welcome
",bye,,
8118,HUMAN,<SILENCE>,silence,,
8119,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8120,HUMAN,find a cheap restaurant,inform,area,east
8121,BOT,"What part of town do you have in mind ?
",request,slot,area
8122,HUMAN,doesnt matter,inform,this,dontcare
8123,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
8124,HUMAN,unusual food,inform,food,unusual
8125,BOT,"What kind of food would you like ?
",request,slot,food
8126,HUMAN,unusual food,inform,food,unusual
8127,BOT,"I'm sorry but there is no restaurant serving unusual food
",canthelp,food,unusual
8128,HUMAN,european food,inform,food,european
8129,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
8130,HUMAN,cheap,inform,pricerange,cheap
8131,BOT,"I'm sorry but there is no restaurant serving cheap european food
",canthelp,"food, pricerange","european, cheap"
8132,HUMAN,thank you good bye,bye,,
8133,BOT," you are welcome
",bye,,
8134,HUMAN,<SILENCE>,silence,,
8135,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8136,HUMAN,polynesia food,inform,food,polynesian
8137,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
8138,HUMAN,thai,repeat,,
8139,BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
8140,HUMAN,thai food,inform,food,thai
8141,BOT,"Sorry would you like chinese or polynesian food ?
",select,food,polynesian
8142,HUMAN,thai food,inform,food,thai
8143,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
8144,HUMAN,more,hello,,
8145,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
8146,HUMAN,no,affirm,,
8147,BOT,"Sorry would you like polynesian or chinese food ?
",select,food,chinese
8148,HUMAN,thank you good bye,bye,,
8149,BOT," you are welcome
",bye,,
8150,HUMAN,<SILENCE>,silence,,
8151,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8152,HUMAN,expensive restaurant scottish food,inform,food,welsh
8153,BOT,"I'm sorry but there is no restaurant serving scottish food
",canthelp,food,scottish
8154,HUMAN,british expensive,inform,pricerange,expensive
8155,BOT,"You are looking for a british restaurant right ?
",expl-conf,food,british
8156,HUMAN,yeah,ack,,
8157,BOT,"What part of town do you have in mind ?
",request,slot,area
8158,HUMAN,doesnt matter,inform,this,dontcare
8159,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
8160,HUMAN,<SILENCE>,silence,,
8161,BOT,"Let me confirm , You are looking for a restaurant in the expensive price range right ?
",expl-conf,pricerange,expensive
8162,HUMAN,expensive,inform,area,south
8163,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
8164,HUMAN,<SILENCE>,silence,,
8165,HUMAN,<SILENCE>,silence,,
8166,BOT,"grafton_hotel_restaurant serves british food in the expensive price range
",inform,pricerange,expensive
8167,HUMAN,<SILENCE>,silence,,
8168,BOT,"travellers_rest serves british food in the expensive price range
",inform,pricerange,expensive
8169,HUMAN,<SILENCE>,silence,,
8170,BOT,"the_cambridge_chop_house serves british food in the expensive price range
",inform,pricerange,expensive
8171,HUMAN,phone number,ack,,
8172,BOT,"the_cambridge_chop_house is a great restaurant
",offer,name,the cambridge chop house
8173,HUMAN,phone number,ack,,
8174,BOT,"The phone number of the_cambridge_chop_house is the_cambridge_chop_house_phone
",inform,phone,01223 359506
8175,HUMAN,price range,repeat,,
8176,BOT,"the_cambridge_chop_house is in the expensive price range
",inform,pricerange,expensive
8177,HUMAN,thank you goodbye,bye,,
8178,BOT," you are welcome
",bye,,
8179,HUMAN,<SILENCE>,silence,,
8180,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8181,HUMAN,moderate restaurant south part of town,inform,area,south
8182,BOT,"What kind of food would you like ?
",request,slot,food
8183,HUMAN,doesnt matter,inform,this,dontcare
8184,HUMAN,<SILENCE>,silence,,
8185,BOT,"pizza_hut_cherry_hinton is a nice place in the south of town and the prices are moderate
",inform,area,south
8186,HUMAN,phone number,ack,,
8187,BOT,"pizza_hut_cherry_hinton is a great restaurant
",offer,name,pizza hut cherry hinton
8188,HUMAN,address phone number,ack,,
8189,BOT,"The phone number of pizza_hut_cherry_hinton is pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
8190,HUMAN,thank you good bye,bye,,
8191,BOT," you are welcome
",bye,,
8192,HUMAN,<SILENCE>,silence,,
8193,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
8194,HUMAN,moderate price west part of town,inform,pricerange,moderate
8195,BOT,"Did you say you are looking for a restaurant in the west of town ?
",expl-conf,area,west
8196,HUMAN,yes,request,slot,addr
8197,BOT,"What kind of food would you like ?
",request,slot,food
8198,HUMAN,it doesnt matter,inform,this,dontcare
8199,HUMAN,<SILENCE>,silence,,
8200,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
8201,HUMAN,address,ack,,
8202,BOT,"Sure , saint_johns_chop_house is on saint_johns_chop_house_address
",inform,phone,01223 353110
8203,HUMAN,what type of food is served,inform,name,venue
8204,BOT,"saint_johns_chop_house serves british food
",inform,food,british
8205,HUMAN,thank you good bye,bye,,
8206,BOT," you are welcome
",bye,,
8207,HUMAN,<SILENCE>,silence,,
8208,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
