,0,1,2,3,4
5170,BOT,"You are looking for a polish restaurant right ?
",expl-conf,food,polish
5171,HUMAN,no,affirm,,
5172,BOT,"I'm sorry but there is no restaurant serving polish food
",canthelp,food,polish
5173,HUMAN,thank you good bye,bye,,
5174,BOT,"Could you please repeat that ?
",repeat,,
5175,HUMAN,thank you good bye,bye,,
5176,BOT," you are welcome
",bye,,
5177,HUMAN,<SILENCE>,silence,,
5178,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5179,HUMAN,i want to find a moderately priced restaurant in the west part town,inform,area,east
5180,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
5181,HUMAN,moderately priced,inform,pricerange,moderate
5182,BOT,"There are restaurants in the west of town serving any kind of food . What price range would you like ?
",impl-conf,area,west
5183,HUMAN,moderate,reqalts,,
5184,BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
5185,HUMAN,moderate,reqalts,,
5186,HUMAN,<SILENCE>,silence,,
5187,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
5188,HUMAN,what is the phone number,request,slot,phone
5189,BOT,"The phone number of saint_johns_chop_house is saint_johns_chop_house_phone
",inform,phone,01223 353110
5190,HUMAN,what type of food does it have,request,slot,area
5191,BOT,"saint_johns_chop_house is a great restaurant
",offer,name,saint johns chop house
5192,HUMAN,type of food,request,slot,area
5193,BOT,"saint_johns_chop_house serves british food
",inform,food,british
5194,HUMAN,thank you,repeat,,
5195,BOT,"saint_johns_chop_house is a great restaurant
",offer,name,saint johns chop house
5196,HUMAN,good bye,ack,,
5197,BOT,"prezzo is a nice place in the west of town and the prices are moderate
",inform,area,west
5198,HUMAN,thank you,repeat,,
5199,BOT,"prezzo is a great restaurant
",offer,name,prezzo
5200,HUMAN,good bye,ack,,
5201,BOT,"Sorry but there is no other restaurant in the moderate price range and the west of town
",canthelp.exception,name,saint johns chop house
5202,HUMAN,thank you good bye,bye,,
5203,BOT," you are welcome
",bye,,
5204,HUMAN,<SILENCE>,silence,,
5205,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5206,HUMAN,no in the south,inform,area,south
5207,BOT,"Did you say you are looking for a restaurant in the centre of town ?
",expl-conf,area,centre
5208,HUMAN,how about portuguese food,inform,food,portuguese
5209,BOT,"I'm sorry but there is no international restaurant in the south of town
",canthelp,"area, food","south, international"
5210,HUMAN,how about portuguese food,inform,food,portuguese
5211,BOT,"Could you please repeat that ?
",repeat,,
5212,HUMAN,portuguese type of food,confirm,food,portuguese
5213,BOT,"You are looking for a portuguese restaurant right ?
",expl-conf,food,portuguese
5214,HUMAN,yes,request,slot,addr
5215,HUMAN,<SILENCE>,silence,,
5216,BOT,"nandos is a nice place in the south of town serving tasty portuguese food
",inform,area,south
5217,HUMAN,what is the phone number and address,request,slot,phone
5218,BOT,"Can I help you with anything else ?
",reqmore,,
5219,HUMAN,i want to know the phone number,request,slot,phone
5220,BOT,"The phone number of nandos is nandos_phone
",inform,phone,01223 327908
5221,HUMAN,what is the address,request,slot,addr
5222,HUMAN,"Sure , nandos is on nandos_address
",request,slot,phone
5223,HUMAN,thank you good bye,bye,,
5224,BOT,"Can I help you with anything else ?
",reqmore,,
5225,HUMAN,thank you good bye,bye,,
5226,BOT," you are welcome
",bye,,
5227,HUMAN,<SILENCE>,silence,,
5228,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5229,HUMAN,i am looking for a restaurant in the east part of town,inform,area,east
5230,BOT,"There are restaurants in the east of town . What type of food do you want ?
",impl-conf,area,east
5231,HUMAN,how about chinese food,inform,food,chinese
5232,BOT,"I'm sorry but there is no restaurant serving eritrean food
",canthelp,food,eritrean
5233,HUMAN,what about a restaurant serving chinese food,inform,food,chinese
5234,BOT,"Could you please repeat that ?
",repeat,,
5235,HUMAN,what about a restaurant serving chinese food,inform,food,chinese
5236,BOT,"Did you say you are looking for a restaurant in the east of town ?
",expl-conf,area,east
5237,HUMAN,yes,request,slot,addr
5238,HUMAN,<SILENCE>,silence,,
5239,BOT,"yu_garden is a nice place in the east of town serving tasty chinese food
",inform,area,east
5240,HUMAN,whats the address,request,slot,addr
5241,BOT,"The address of yu_garden is 529 Newmarket Road Fen Ditton .
",inform,addr,529 newmarket road fen ditton
5242,HUMAN,can i get the post code,request,slot,addr
5243,BOT,"The post code of yu_garden is yu_garden_post_code
",inform,phone,01223 248882
5244,HUMAN,and would you be able to tell me the phone number,inform,name,venue
5245,BOT,"The phone number of yu_garden is yu_garden_phone
",inform,phone,01223 248882
5246,HUMAN,thank you goodbye,bye,,
5247,BOT," you are welcome
",bye,,
5248,HUMAN,<SILENCE>,silence,,
5249,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5250,HUMAN,yes can i get an expensive restaurant in the south part of town,inform,area,south
5251,BOT,"There are restaurants in the expensive price range and the south of town . What type of food would you like ?
",impl-conf,area,south
5252,HUMAN,doesnt matter,inform,this,dontcare
5253,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
5254,HUMAN,yes,request,slot,addr
5255,HUMAN,<SILENCE>,silence,,
5256,BOT,"frankie_and_bennys is a nice place in the south of town and the prices are expensive
",inform,area,south
5257,HUMAN,anything else,affirm,,
5258,BOT,"taj_tandoori is a nice place in the south of town and the prices are expensive
",inform,area,south
5259,HUMAN,can i have the address,request,slot,addr
5260,BOT,"Sure , taj_tandoori is on taj_tandoori_address
",inform,phone,01223 412299
5261,HUMAN,the food,impl-conf,area,centre
5262,BOT,"the good luck chinese food takeaway is a nice place in the south of town and the prices are expensive
",inform,area,south
5263,HUMAN,thank you good bye,bye,,
5264,BOT," you are welcome
",bye,,
5265,HUMAN,<SILENCE>,silence,,
5266,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5267,HUMAN,yes can i have malaysian food,request,slot,addr
5268,BOT,"I'm sorry but there is no restaurant serving malaysian food
",canthelp,food,malaysian
5269,HUMAN,malaysian restaurant,inform,food,malaysian
5270,BOT,"Could you please repeat that ?
",repeat,,
5271,HUMAN,malaysian food,inform,food,malaysian
5272,BOT,"I'm sorry but there is no restaurant serving malaysian food
",canthelp,food,malaysian
5273,HUMAN,french food,inform,food,french
5274,BOT,"There are restaurants serving french food . What area do you want ?
",impl-conf,food,french
5275,HUMAN,dont care,inform,this,dontcare
5276,BOT,"There are restaurants serving french food in any part of town . What price range would you like ?
",impl-conf,area,dontcare
5277,HUMAN,dont care,inform,this,dontcare
5278,HUMAN,<SILENCE>,silence,,
5279,BOT,"cote serves french food
",inform,food,french
5280,HUMAN,address,ack,,
5281,BOT,"cote is a great restaurant
",offer,name,cote
5282,HUMAN,address,ack,,
5283,HUMAN,"Sure , cote is on cote_address
",inform,area,south
5284,HUMAN,phone,negate,,
5285,BOT,"restaurant_two_two serves french food
",inform,food,french
5286,HUMAN,thank you good bye,bye,,
5287,BOT," you are welcome
",bye,,
5288,HUMAN,<SILENCE>,silence,,
5289,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5290,HUMAN,yes can i have a vegetarian restaurant in the east part of town,inform,area,east
5291,BOT,"I'm sorry but there is no restaurant serving vegetarian food
",canthelp,food,vegetarian
5292,HUMAN,indian indian food in the east part of town,inform,food,indian
5293,BOT,"Could you please repeat that ?
",repeat,,
5294,HUMAN,indian indian food in the east part of town,inform,food,indian
5295,BOT,"There are restaurants serving indian in the east of town . What price range would you like ?
",impl-conf,area,east
5296,HUMAN,dont care,inform,this,dontcare
5297,HUMAN,<SILENCE>,silence,,
5298,BOT,"curry_prince is a nice place in the east of town serving tasty indian food
",inform,area,east
5299,HUMAN,the address,inform,area,east
5300,BOT,"Sure , curry_prince is on curry_prince_address
",inform,phone,01223 566388
5301,HUMAN,the phone number,request,slot,phone
5302,BOT,"The phone number of curry_prince is curry_prince_phone
",inform,phone,01223 566388
5303,HUMAN,thank you good bye,bye,,
5304,BOT," you are welcome
",bye,,
5305,HUMAN,<SILENCE>,silence,,
5306,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5307,HUMAN,indian food in the west part of town,inform,food,italian
5308,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
5309,HUMAN,indian,inform,food,indian
5310,BOT,"There are restaurants serving indian in the west of town . What price range would you like ?
",impl-conf,area,west
5311,HUMAN,i dont care,inform,this,dontcare
5312,HUMAN,<SILENCE>,silence,,
5313,BOT,"cocum is a nice place in the west of town serving tasty indian food
",inform,area,west
5314,HUMAN,phone number,ack,,
5315,BOT,"cocum is a great restaurant
",offer,name,cocum
5316,HUMAN,anything else,affirm,,
5317,BOT,"maharajah_tandoori_restaurant is a nice place in the west of town serving tasty indian food
",inform,area,west
5318,HUMAN,phone number,ack,,
5319,BOT,"maharajah_tandoori_restaurant is a great restaurant
",offer,name,maharajah tandoori restaurant
5320,HUMAN,phone number,ack,,
5321,BOT,"The phone number of maharajah_tandoori_restaurant is maharajah_tandoori_restaurant_phone
",inform,phone,01223 358399
5322,HUMAN,the address,inform,area,east
5323,BOT,"Sure , maharajah_tandoori_restaurant is on maharajah_tandoori_restaurant_address
",inform,phone,01223 358399
5324,HUMAN,thank you goodbye,bye,,
5325,BOT," you are welcome
",bye,,
5326,HUMAN,<SILENCE>,silence,,
5327,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5328,HUMAN,yes korean food,inform,food,korean
5329,HUMAN,<SILENCE>,silence,,
5330,BOT,"little_seoul serves korean food
",inform,food,korean
5331,HUMAN,the address,inform,area,east
5332,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
5333,HUMAN,the phone number,request,slot,phone
5334,BOT,"The phone number of little_seoul is little_seoul_phone
",inform,phone,01223 308681
5335,HUMAN,and the area,inform,area,east
5336,BOT,"little_seoul is a nice place in the centre of town
",inform,area,centre
5337,HUMAN,thank you good bye,bye,,
5338,BOT," you are welcome
",bye,,
5339,HUMAN,<SILENCE>,silence,,
5340,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5341,HUMAN,yeah im looking for a restaurant in the south part of town that serves international food,inform,area,south
5342,BOT,"I'm sorry but there is no international restaurant in the south of town
",canthelp,"area, food","south, international"
5343,HUMAN,how about the center of town,inform,area,centre
5344,BOT,"Could you please repeat that ?
",repeat,,
5345,HUMAN,what about the center of town,inform,area,centre
5346,HUMAN,<SILENCE>,silence,,
5347,BOT,"the_varsity_restaurant is a nice place in the centre of town serving tasty international food
",inform,area,centre
5348,HUMAN,tasty then whats the phone number,request,slot,phone
5349,BOT,"The phone number of the_varsity_restaurant is the_varsity_restaurant_phone
",inform,phone,01223 356060
5350,HUMAN,and whats the price range,request,slot,addr
5351,BOT,"the_varsity_restaurant is in the moderate price range
",inform,pricerange,moderate
5352,HUMAN,thank you good bye,bye,,
5353,BOT," you are welcome
",bye,,
5354,HUMAN,<SILENCE>,silence,,
5355,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5356,HUMAN,cough,negate,,
5357,BOT,"What kind of food would you like ?
",request,slot,food
5358,HUMAN,<SILENCE>,silence,,
5359,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
5360,HUMAN,spanish food,inform,food,spanish
5361,BOT,"I'm sorry but there is no restaurant serving danish food
",canthelp,food,danish
5362,HUMAN,spanish food,inform,food,spanish
5363,BOT,"You are looking for a spanish restaurant right ?
",expl-conf,food,spanish
5364,HUMAN,yes,request,slot,addr
5365,BOT,"What part of town do you have in mind ?
",request,slot,area
5366,HUMAN,i dont care,inform,this,dontcare
5367,BOT,"There are restaurants serving spanish food in any part of town . What price range would you like ?
",impl-conf,area,dontcare
5368,HUMAN,i dont care,inform,this,dontcare
5369,HUMAN,<SILENCE>,silence,,
5370,BOT,"la_tasca serves spanish food
",inform,food,spanish
5371,HUMAN,is there anything else,repeat,,
5372,BOT,"la_raza serves spanish food
",inform,food,spanish
5373,HUMAN,what is the phone number,request,slot,phone
5374,BOT,"The phone number of la_raza is la_raza_phone
",inform,phone,01223 464550
5375,HUMAN,thank you good bye,bye,,
5376,BOT," you are welcome
",bye,,
5377,HUMAN,<SILENCE>,silence,,
5378,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5379,HUMAN,im looking for cheap polynesian food,inform,pricerange,cheap
5380,BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
5381,HUMAN,how about mediterranean food,confirm,food,mediterranean
5382,BOT,"Could you please repeat that ?
",repeat,,
5383,HUMAN,mediterranean food,inform,food,mediterranean
5384,HUMAN,<SILENCE>,silence,,
5385,BOT,"the_gardenia serves mediterranean food in the cheap price range
",inform,pricerange,cheap
5386,HUMAN,phone number and post code,request,slot,postcode
5387,BOT,"The phone number of the_gardenia is the_gardenia_phone
",inform,phone,01223 356354
5388,HUMAN,thank you good bye,bye,,
5389,BOT," you are welcome
",bye,,
5390,HUMAN,<SILENCE>,silence,,
5391,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5392,HUMAN,looking in the west of town moderately priced,inform,area,west
5393,BOT,"There are restaurants in the south of town . What type of food do you want ?
",impl-conf,area,south
5394,HUMAN,in the west part of town,inform,area,west
5395,BOT,"What part of town do you have in mind ?
",request,slot,area
5396,HUMAN,west,inform,area,west
5397,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
5398,HUMAN,moderately priced,inform,pricerange,moderate
5399,BOT,"There are restaurants in the moderate price range and the west of town . What type of food would you like ?
",impl-conf,area,west
5400,HUMAN,i dont care,inform,this,dontcare
5401,BOT,"There are restaurants if you don't care about the food . What area do you want ?
",impl-conf,food,dontcare
5402,HUMAN,west part of town moderately priced,inform,area,west
5403,HUMAN,<SILENCE>,silence,,
5404,BOT,"prezzo is a nice place in the west of town and the prices are moderate
",inform,area,west
5405,HUMAN,address and phone number,request,slot,phone
5406,BOT,"The phone number of prezzo is prezzo_phone
",inform,phone,01799 521260
5407,HUMAN,thank you good bye,bye,,
5408,BOT," you are welcome
",bye,,
5409,HUMAN,<SILENCE>,silence,,
5410,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5411,HUMAN,korean food,inform,food,korean
5412,BOT,"What kind of food would you like ?
",request,slot,food
5413,HUMAN,korean,inform,food,korean
5414,HUMAN,<SILENCE>,silence,,
5415,BOT,"little_seoul serves korean food
",inform,food,korean
5416,HUMAN,the address,inform,area,east
5417,BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
5418,HUMAN,thank you good bye,bye,,
5419,BOT," you are welcome
",bye,,
5420,HUMAN,<SILENCE>,silence,,
5421,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5422,HUMAN,whats a cheap restaurant in the west,inform,area,east
5423,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
5424,HUMAN,cheap,inform,pricerange,cheap
5425,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
5426,HUMAN,yes,request,slot,addr
5427,HUMAN,<SILENCE>,silence,,
5428,BOT,"la_margherita is a nice place in the west of town and the prices are cheap
",inform,area,west
5429,HUMAN,whats the address phone number and post code,request,slot,postcode
5430,BOT,"The phone number of la_margherita is la_margherita_phone
",inform,phone,01223 315232
5431,HUMAN,post code,affirm,,
5432,BOT,"The post code of la_margherita is la_margherita_post_code
",inform,phone,01223 315232
5433,HUMAN,thank you good bye,bye,,
5434,BOT," you are welcome
",bye,,
5435,HUMAN,<SILENCE>,silence,,
5436,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5437,HUMAN,id like a moderately priced restaurant in the west part of town,inform,area,west
5438,BOT,"There are restaurants in the west of town . What type of food do you want ?
",impl-conf,area,west
5439,HUMAN,i dont care,inform,this,dontcare
5440,BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
5441,HUMAN,yes,request,slot,addr
5442,HUMAN,<SILENCE>,silence,,
5443,BOT,"saint_johns_chop_house is a nice place in the west of town and the prices are moderate
",inform,area,west
5444,HUMAN,what is the address,request,slot,addr
5445,BOT,"Sure , saint_johns_chop_house is on saint_johns_chop_house_address
",inform,phone,01223 353110
5446,HUMAN,thank you good bye,bye,,
5447,BOT," you are welcome
",bye,,
5448,HUMAN,<SILENCE>,silence,,
5449,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5450,HUMAN,<SILENCE>,silence,,
5451,BOT,"What kind of food would you like ?
",request,slot,food
5452,HUMAN,expensive,inform,area,south
5453,BOT,"There are restaurants in the expensive price range . What type of food do you want ?
",impl-conf,pricerange,expensive
5454,HUMAN,i dont care,inform,this,dontcare
5455,BOT,"There are restaurants serving any kind of food in the expensive price range . What area would you like ?
",impl-conf,pricerange,expensive
5456,HUMAN,south,inform,area,south
5457,HUMAN,<SILENCE>,silence,,
5458,BOT,"taj_tandoori is a nice place in the south of town and the prices are expensive
",inform,area,south
5459,HUMAN,what is the phone number,request,slot,phone
5460,BOT,"The phone number of taj_tandoori is taj_tandoori_phone
",inform,phone,01223 412299
5461,HUMAN,the post code,request,slot,postcode
5462,BOT,"The post code of taj_tandoori is taj_tandoori_post_code
",inform,phone,01223 412299
5463,HUMAN,thank you good bye,bye,,
5464,BOT," you are welcome
",bye,,
5465,HUMAN,<SILENCE>,silence,,
5466,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5467,HUMAN,i need a restaurant in any area with swedish food,inform,food,swedish
5468,BOT,"I'm sorry but there is no restaurant serving swedish food
",canthelp,food,swedish
5469,HUMAN,how about vietnamese,inform,food,vietnamese
5470,BOT,"Could you please repeat that ?
",repeat,,
5471,HUMAN,how about vietnamese food,inform,food,vietnamese
5472,HUMAN,<SILENCE>,silence,,
5473,BOT,"thanh_binh serves vietnamese food
",inform,food,vietnamese
5474,HUMAN,can i have the address and phone number,request,slot,addr
5475,BOT,"Sure , thanh_binh is on thanh_binh_address
",inform,phone,01223 362456
5476,HUMAN,and the phone number,inform,food,spanish
5477,BOT,"The phone number of thanh_binh is thanh_binh_phone
",inform,phone,01223 362456
5478,HUMAN,thank you good bye,bye,,
5479,BOT," you are welcome
",bye,,
5480,HUMAN,<SILENCE>,silence,,
5481,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5482,HUMAN,id like a cheap restaurant in the south part of town,inform,area,south
5483,BOT,"There are restaurants in the cheap price range and the south of town . What type of food would you like ?
",impl-conf,area,south
5484,HUMAN,i dont care,inform,this,dontcare
5485,HUMAN,<SILENCE>,silence,,
5486,BOT,"the_lucky_star is a nice place in the south of town and the prices are cheap
",inform,area,south
5487,HUMAN,can i have the address please,request,slot,addr
5488,BOT,"Sure , the_lucky_star is on the_lucky_star_address
",inform,phone,01223 244277
5489,HUMAN,thank you good bye,bye,,
5490,BOT," you are welcome
",bye,,
5491,HUMAN,<SILENCE>,silence,,
5492,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5493,HUMAN,no,affirm,,
5494,BOT,"You are looking for a chinese restaurant right ?
",expl-conf,food,chinese
5495,HUMAN,no,affirm,,
5496,BOT,"There are restaurants serving chinese in the moderate price range . What area would you like ?
",impl-conf,pricerange,moderate
5497,HUMAN,i dont care,inform,this,dontcare
5498,HUMAN,<SILENCE>,silence,,
5499,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5500,HUMAN,id like thai food please,hello,,
5501,BOT,"shanghai_family_restaurant is a great restaurant
",offer,name,shanghai family restaurant
5502,HUMAN,breath i dont care,inform,this,dontcare
5503,BOT,"Can I help you with anything else ?
",reqmore,,
5504,HUMAN,breath id like a moderately priced restaurant that serves thai food,inform,pricerange,moderate
5505,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5506,HUMAN,i dont care,inform,this,dontcare
5507,BOT,"Can I help you with anything else ?
",reqmore,,
5508,HUMAN,breath yes id like a moderately priced restaurant that serves thai food,inform,pricerange,moderate
5509,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5510,HUMAN,i dont care,inform,this,dontcare
5511,BOT,"Can I help you with anything else ?
",reqmore,,
5512,HUMAN,breath id like a moderately priced restaurant that serves thai food,inform,pricerange,moderate
5513,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5514,HUMAN,uh i dont care,inform,this,dontcare
5515,BOT,"Can I help you with anything else ?
",reqmore,,
5516,HUMAN,breath yes id like a moderately priced restaurant that serves thai food,inform,pricerange,moderate
5517,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5518,HUMAN,thai food,inform,food,thai
5519,BOT,"shanghai_family_restaurant is a great restaurant
",offer,name,shanghai family restaurant
5520,HUMAN,breath i dont care,inform,this,dontcare
5521,BOT,"Can I help you with anything else ?
",reqmore,,
5522,HUMAN,id like thai food,inform,food,italian
5523,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5524,HUMAN,i dont care,inform,this,dontcare
5525,BOT,"Can I help you with anything else ?
",reqmore,,
5526,HUMAN,id like a moderately priced restaurant that serves thai food,inform,pricerange,moderate
5527,BOT,"shanghai_family_restaurant serves chinese food in the moderate price range
",inform,pricerange,moderate
5528,HUMAN,thank you goodbye,bye,,
5529,BOT," you are welcome
",bye,,
5530,HUMAN,<SILENCE>,silence,,
5531,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5532,HUMAN,id like an expensive restaurant that serves fusion food,inform,food,fusion
5533,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
5534,HUMAN,could i have a restaurant that serves asian_oriental food,inform,this,dontcare
5535,BOT,"Could you please repeat that ?
",repeat,,
5536,HUMAN,food,thankyou,,
5537,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
5538,HUMAN,i need a restaurant that serves asian_oriental food,inform,this,dontcare
5539,BOT,"Could you please repeat that ?
",repeat,,
5540,HUMAN,<SILENCE>,silence,,
5541,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
5542,HUMAN,i need a restaurant that serves,inform,area,dontcare
5543,BOT,"Could you please repeat that ?
",repeat,,
5544,HUMAN,oriental food,reqalts,,
5545,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
5546,HUMAN,i need asian food,inform,area,east
5547,BOT,"Could you please repeat that ?
",repeat,,
5548,HUMAN,asian food,affirm,,
5549,BOT,"You are looking for a fusion restaurant right ?
",expl-conf,food,fusion
5550,HUMAN,no,affirm,,
5551,BOT,"I'm sorry but there is no restaurant serving fusion food
",canthelp,food,fusion
5552,HUMAN,asian_oriental food,inform,food,asian oriental
5553,BOT,"Could you please repeat that ?
",repeat,,
5554,HUMAN,<SILENCE>,silence,,
5555,HUMAN,<SILENCE>,silence,,
5556,BOT,"j_restaurant serves asian_oriental food
",inform,food,asian oriental
5557,HUMAN,thank you good bye,bye,,
5558,BOT," you are welcome
",bye,,
5559,HUMAN,<SILENCE>,silence,,
5560,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5561,HUMAN,how about a restaurant that serves international food,affirm,,
5562,BOT,"I'm sorry but there is no restaurant serving vegetarian food
",canthelp,food,vegetarian
5563,HUMAN,international food,inform,food,international
5564,BOT,"Could you please repeat that ?
",repeat,,
5565,HUMAN,international food,inform,food,international
5566,BOT,"Ok , a restaurant in any part of town is that right ?
",expl-conf,area,dontcare
5567,HUMAN,right,reqalts,,
5568,BOT,"There are restaurants serving international food in any part of town . What price range would you like ?
",impl-conf,area,dontcare
5569,HUMAN,i dont care,inform,this,dontcare
5570,HUMAN,<SILENCE>,silence,,
5571,BOT,"bloomsbury_restaurant serves international food
",inform,food,international
5572,HUMAN,could i have the phone number and post code please,inform,area,south
5573,BOT,"The phone number of bloomsbury_restaurant is bloomsbury_restaurant_phone
",inform,phone,0871 942 9180
5574,HUMAN,thank you good bye,bye,,
5575,BOT," you are welcome
",bye,,
5576,HUMAN,<SILENCE>,silence,,
5577,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5578,HUMAN,i need to find an expensive restaurant in the south park of town,inform,area,south
5579,BOT,"There are restaurants in the expensive price range and the south of town . What type of food would you like ?
",impl-conf,area,south
5580,HUMAN,any kind,inform,area,dontcare
5581,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
5582,HUMAN,um chinese food,inform,food,chinese
5583,BOT,"You are looking for a chinese restaurant right ?
",expl-conf,food,chinese
5584,HUMAN,yea,ack,,
5585,BOT,"the good luck chinese food takeaway is a great restaurant serving expensive chinese food in the south of town .
",inform,area,south
5586,HUMAN,anything else,affirm,,
5587,HUMAN,<SILENCE>,silence,,
5588,BOT,"peking_restaurant is a great restaurant serving expensive chinese food in the south of town .
",inform,area,south
5589,HUMAN,what is the address and phone number,request,slot,phone
5590,BOT,"The phone number of peking_restaurant is peking_restaurant_phone
",inform,phone,01223 354755
5591,HUMAN,and what is the address,request,slot,addr
5592,BOT,"Sure , peking_restaurant is on peking_restaurant_address
",inform,phone,01223 354755
5593,HUMAN,okay thank you good bye,bye,,
5594,BOT," you are welcome
",bye,,
5595,HUMAN,<SILENCE>,silence,,
5596,BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
5597,HUMAN,cheap restaurant,inform,pricerange,cheap
5598,BOT,"What kind of food would you like ?
",request,slot,food
5599,HUMAN,south part of town,inform,area,south
5600,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
5601,HUMAN,yes,request,slot,addr
5602,BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
5603,HUMAN,yes,request,slot,addr
5604,BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
5605,HUMAN,yeah,ack,,
5606,BOT,"What part of town do you have in mind ?
",request,slot,area
5607,HUMAN,south,inform,area,south
5608,HUMAN,<SILENCE>,silence,,
5609,BOT,"the_lucky_star is a nice place in the south of town and the prices are cheap
",inform,area,south
5610,HUMAN,address,ack,,
5611,BOT,"Sure , the_lucky_star is on the_lucky_star_address
",inform,phone,01223 244277
5612,HUMAN,phone number,ack,,
5613,BOT,"The phone number of the_lucky_star is the_lucky_star_phone
",inform,phone,01223 244277
5614,HUMAN,type of food,request,slot,area
5615,BOT,"the_lucky_star is a great restaurant
",offer,name,the lucky star
