Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,gastropub food,thankyou,,
HUMAN,<SILENCE>,silence,,
BOT,"pizza_express pramadhamana restaurant
",offer,name,pizza express
HUMAN,expensive restaurant,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"cote oda price range expensive
",inform,pricerange,expensive
HUMAN,gastropub food,thankyou,,
BOT,"royal_standard gastropub food serve panra pramadhamana restaurant. Adhu expensive price range la irukku.
",inform,pricerange,expensive
HUMAN,address enna,request,slot,addr
BOT,"Sure. royal_standard royal_standard_address la irukku.
",inform,phone,01223 247877
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,mexican food,inform,food,mexican
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,any,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"sitar_tandoori east part of town la irukku
",inform,area,east
HUMAN,address,ack,,
BOT,"Sure. sitar_tandoori sitar_tandoori_address la irukku.
",inform,phone,01223 249955
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,south part of town la moderate price la oru restaurant,inform,pricerange,moderate
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,south,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton south of town la moderate price range la irukkura nalla restaurant
",inform,area,south
HUMAN,address,ack,,
BOT,"Sure. pizza_hut_cherry_hinton pizza_hut_cherry_hinton_address la irukku.
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,type of food,request,slot,area
BOT,"pizza_hut_cherry_hinton serves italian food
",inform,food,italian
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,moderate price restaurant,inform,area,west
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,any,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"fitzbillies_restaurant serves british food .
",inform,food,british
HUMAN,east part of town,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal east of town la irukkura indian food serve panra nalla restaurant
",inform,area,east
HUMAN,vera ethavthu ?,affirm,,
BOT,"grafton_hotel_restaurant east of town la irukkura british food serve panra nalla restaurant
",inform,area,east
HUMAN,address um post code um,request,slot,addr
BOT,"grafton_hotel_restaurant grafton_hotel_restaurant_address la irukku
",offer,name,grafton hotel restaurant
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,<SILENCE>,silence,,
BOT,"Sorry. Ungal request ku etha maathiri entha polish restaurant um illai
",canthelp,food,polish
HUMAN,european food,inform,food,european
HUMAN,<SILENCE>,silence,,
BOT,"cambridge_lodge_restaurant serves european food .
",inform,food,european
HUMAN,address,ack,,
BOT,"Sure. cambridge_lodge_restaurant cambridge_lodge_restaurant_address la irukku.
",inform,phone,01223 355166
HUMAN,phone number,ack,,
BOT,"cambridge_lodge_restaurant oda phone number cambridge_lodge_restaurant_phone
",inform,phone,01223 355166
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"bloomsbury_restaurant pramadhamana restaurant
",offer,name,bloomsbury restaurant
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,expensive restaurants,inform,area,south
BOT,"Restaurants irukku. Entha area la venum ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_one_seven pramadhamana restaurant
",offer,name,restaurant one seven
HUMAN,Endha part,inform,area,dontcare
BOT,"gourmet_burger_kitchen pramadhamana restaurant
",offer,name,gourmet burger kitchen
HUMAN,address,ack,,
BOT,"Sure. gourmet_burger_kitchen gourmet_burger_kitchen_address la irukku.
",inform,phone,01223 312598
HUMAN,edam,thankyou,,
BOT,"gourmet_burger_kitchen pramadhamana restaurant
",offer,name,gourmet burger kitchen
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan serve panra oru restaurant theditiruken,inform,this,dontcare
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,spanish food,inform,food,spanish
BOT,"Sorry. Ungal request ku etha maathiri entha danish restaurant um illai
",canthelp,food,danish
HUMAN,ennaku spanish saapadu venum,ack,,
HUMAN,<SILENCE>,silence,,
BOT,"la_tasca serves spanish food .
",inform,food,spanish
HUMAN,Address appuram phone number enna,request,slot,phone
BOT,"la_tasca oda phone number la_tasca_phone
",inform,phone,01223 464630
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Ennaku kavalai illai,inform,this,dontcare
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
BOT,"chinese food kooduvaga nalla restaurant edha south nalla serve chinese food
",inform,area,south
HUMAN,expensive ithu thaana,inform,area,east
BOT,"expensive price range la south of town la good luck chinese food takeaway tha nice restaurant
",inform,area,south
HUMAN,address phone number and post code ena,request,slot,addr
BOT,"good luck chinese food takeaway oda phone number the_good_luck_chinese_food_takeaway_phone
",inform,phone,01223 244149
HUMAN,address enna,request,slot,addr
BOT,"expensive price range la south of town la good luck chinese food takeaway tha nice restaurant
",inform,area,south
HUMAN,post code enna,request,slot,postcode
BOT,"good luck chinese food takeaway oda post code the_good_luck_chinese_food_takeaway_post_code
",inform,phone,01223 244149
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,west part of town il halo food serve pannum restaurant ondru parkkiren.,inform,area,west
BOT,"Sorry. Ungal request ku etha maathiri entha world restaurant um illai
",canthelp,food,world
HUMAN,thai saapadu epdi,confirm,food,thai
HUMAN,<SILENCE>,silence,,
BOT,"gourmet_burger_kitchen serves north_american food .
",inform,food,north american
HUMAN,illa thai food ennachi,confirm,food,thai
BOT,"cheap illa moderate illa expensive price range la venuma ?
",request,slot,pricerange
HUMAN,Ennaku kavalai illai,inform,this,dontcare
BOT,"gourmet_burger_kitchen pramadhamana restaurant
",offer,name,gourmet burger kitchen
HUMAN,west part of town il irukka.,reqalts,,
BOT,"cambridge_lodge_restaurant west of town la irukkura european food serve panra nalla restaurant
",inform,area,west
HUMAN,ennkau west  part of town la oru thai saapadu serve pannura restaurant venum,deny,area,west
BOT,"cambridge_lodge_restaurant west part of town la irukku
",inform,area,west
HUMAN,adhu thai sapadu serve pannuma,ack,,
BOT,"sala_thong west of town la irukkura thai food serve panra nalla restaurant
",inform,area,west
HUMAN,address phone number ena and price range ena,request,slot,pricerange
BOT,"Sure. sala_thong sala_thong_address la irukku.
",inform,addr,35 newnham road newnham
HUMAN,phone number ena,request,slot,phone
BOT,"sala_thong oda phone number sala_thong_phone
",inform,phone,01223 323178
HUMAN,and price range ennathu ?,request,slot,pricerange
BOT,"sala_thong expensive price range la irukku
",inform,pricerange,expensive
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan intha east part of town la oru expensive restaurant kandupidikanum,inform,area,east
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,ea la,inform,area,east
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"grafton_hotel_restaurant east of town la irukkura british food serve panra nalla restaurant
",inform,area,east
HUMAN,expensive ithu thaana,inform,area,east
BOT,"grafton_hotel_restaurant expensive price range la irukku
",inform,pricerange,expensive
HUMAN,vere edhaachu iruka,repeat,,
BOT,"grafton_hotel_restaurant east of town la expensive price range la irukkura nalla restaurant
",inform,area,east
HUMAN,un kita vera edavadhu iruka,negate,,
BOT,"sitar_tandoori east of town la irukkura indian food serve panra nalla restaurant
",inform,area,east
HUMAN,phone number ena,request,slot,phone
BOT,"sitar_tandoori oda phone number sitar_tandoori_phone
",inform,phone,01223 249955
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan intha south part of town la oru moderately priced restaurant theditiruken,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton south of town la moderate price range la irukkura nalla restaurant
",inform,area,south
HUMAN,vera ethavthu ?,affirm,,
BOT,"restaurant_alimentum south of town la moderate price range la irukkura nalla restaurant
",inform,area,south
HUMAN,address and the type of food Enna.,inform,name,venue
BOT,"Sure. restaurant_alimentum restaurant_alimentum_address la irukku.
",inform,phone,01223 413000
HUMAN,enna type food serve pannuvanga,request,slot,food
BOT,"restaurant_alimentum serves modern_european food
",inform,food,modern european
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,ye,request,slot,addr
BOT,"cheap illa moderate illa expensive price range la venuma ?
",request,slot,pricerange
HUMAN,Ennaku north la cheap restaurant venum,inform,area,north
BOT,"Ungaluku restaurant thaane venum ?
",confirm-domain,,
HUMAN,amam,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"royal_spice oda price range cheap
",inform,pricerange,cheap
HUMAN,Enakku north part of town la  restaurant venum,inform,area,north
BOT,"royal_spice cheap price range la irukku
",inform,pricerange,cheap
HUMAN,vera ethavthu ?,affirm,,
BOT,"royal_spice north of town la cheap price range la irukkura nalla restaurant
",inform,area,north
HUMAN,address enna,request,slot,addr
BOT,"da_vinci_pizzeria north of town la cheap price range la irukkura nalla restaurant
",inform,area,north
HUMAN,address enna,request,slot,addr
BOT,"Sure. da_vinci_pizzeria da_vinci_pizzeria_address la irukku.
",inform,phone,01223 351707
HUMAN,phone number ena,request,slot,phone
BOT,"da_vinci_pizzeria north of town la cheap price range la irukkura nalla restaurant
",inform,area,north
HUMAN,phone number ena,request,slot,phone
BOT,"da_vinci_pizzeria oda phone number da_vinci_pizzeria_phone
",inform,phone,01223 351707
HUMAN,ena type of food serve pananga,request,slot,food
BOT,"da_vinci_pizzeria serves italian food
",inform,food,italian
HUMAN,"Thank you , goodbye.",bye,,
BOT,"da_vinci_pizzeria north of town la cheap price range la irukkura nalla restaurant
",inform,area,north
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,Ennaku east part of town la moderately priced restaurant venum.,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal east of town la moderate price range la irukkura nalla restaurant
",inform,area,east
HUMAN,phone number,ack,,
BOT,"Ungaluku restaurant thaane venum ?
",confirm-domain,,
HUMAN,amam,request,slot,addr
BOT,"rajmahal east of town la moderate price range la irukkura nalla restaurant
",inform,area,east
HUMAN,phone number enna,request,slot,phone
BOT,"rajmahal oda phone number rajmahal_phone
",inform,phone,01223 244955
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,oru restaurant kadaikuma ?,inform,area,west
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"sala_thong pramadhamana restaurant
",offer,name,sala thong
HUMAN,number en kita solla mudiyuma ?,request,slot,addr
BOT,"Sure. sala_thong sala_thong_address la irukku.
",inform,addr,35 newnham road newnham
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,thai food,inform,food,thai
HUMAN,<SILENCE>,silence,,
BOT,"sala_thong serves thai food .
",inform,food,thai
HUMAN, enaku address kuduka mudiyuma ?,request,slot,addr
BOT,"Sure. sala_thong sala_thong_address la irukku.
",inform,addr,35 newnham road newnham
HUMAN,phone number enna,request,slot,phone
BOT,"sala_thong oda phone number sala_thong_phone
",inform,phone,01223 323178
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,moderate price la restaurant,inform,pricerange,moderate
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,kavalai illai,inform,this,dontcare
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,east,affirm,,
HUMAN,<SILENCE>,silence,,
BOT,"curry_prince east of town la irukkura indian food serve panra nalla restaurant
",inform,area,east
HUMAN,vera ethavthu ?,affirm,,
BOT,"curry_prince east of town la moderate price range la irukkura nalla restaurant
",inform,area,east
HUMAN,vera ethavthu ?,affirm,,
BOT,"rajmahal east of town la irukkura indian food serve panra nalla restaurant
",inform,area,east
HUMAN,the address,inform,area,east
BOT,"Sure. rajmahal rajmahal_address la irukku.
",inform,addr,7 barnwell road fen ditton
HUMAN,the phone number,request,slot,phone
BOT,"rajmahal oda phone number rajmahal_phone
",inform,phone,01223 244955
HUMAN,post code,affirm,,
BOT,"rajmahal oda post code rajmahal_post_code
",inform,phone,01223 244955
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,amam sumarana priced restaurant,inform,pricerange,moderate
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,kavalai illa,inform,this,dontcare
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,south,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum south of town la irukkura modern_european food serve panra nalla restaurant
",inform,area,south
HUMAN,vera ethavthu ?,affirm,,
BOT,"pizza_hut_cherry_hinton south of town la irukkura italian food serve panra nalla restaurant
",inform,area,south
HUMAN,phone number,ack,,
BOT,"pizza_hut_cherry_hinton oda phone number pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
HUMAN,the address,inform,area,east
BOT,"Sure. pizza_hut_cherry_hinton pizza_hut_cherry_hinton_address la irukku.
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,tuscan kadaikuma,inform,area,west
BOT,"Restaurants irukku. Entha area la venum ?
",request,slot,area
HUMAN,kavalai illa,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"mahal_of_cambridge centre part of town la irukku
",inform,area,centre
HUMAN,can i ,affirm,,
BOT,"mahal_of_cambridge pramadhamana restaurant
",offer,name,mahal of cambridge
HUMAN,address,ack,,
BOT,"Sure. mahal_of_cambridge mahal_of_cambridge_address la irukku.
",inform,addr,3 - 5 millers yard mill lane
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,cheap,inform,pricerange,cheap
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,european,inform,food,european
HUMAN,<SILENCE>,silence,,
BOT,"Sorry. cheap price range la entha restaurant um illai
",canthelp,"pricerange, food","cheap, european"
HUMAN,price range change panna mudiyuma ?,request,slot,addr
BOT,"cheap price range la european food serve panra restaurants irukku. Entha area la venum ?
",impl-conf,pricerange,cheap
HUMAN,ethavthu price range,inform,area,dontcare
BOT,"Sorry. cheap price range la entha restaurant um illai
",canthelp,"pricerange, food","cheap, european"
HUMAN,ethavthu price range,inform,area,dontcare
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,spanish food enaku kadaikuma,inform,food,spanish
HUMAN,<SILENCE>,silence,,
BOT,"la_raza serves spanish food .
",inform,food,spanish
HUMAN,phone number,ack,,
BOT,"la_raza oda phone number la_raza_phone
",inform,phone,01223 464550
HUMAN,the address,inform,area,east
BOT,"Sure. la_raza la_raza_address la irukku.
",inform,addr,4 - 6 rose crescent
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,ama enakku um um m,repeat,,
BOT,"cheap illa moderate illa expensive price range la venuma ?
",request,slot,pricerange
HUMAN,Ennaku kavalai illai,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"meghna oda price range moderate
",inform,pricerange,moderate
HUMAN,ithu mexican food thanae ?,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"chiquito_restaurant_bar mexican food serve panra pramadhamana restaurant. Adhu expensive price range la irukku.
",inform,pricerange,expensive
HUMAN,Adu centre of town le irukka ?,inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"chiquito_restaurant_bar south of town la irukkura nalla idam
",inform,area,south
HUMAN,enaku mexican food serve panra  intha centre of town la place tevai,inform,area,centre
BOT,"Sorry. centre la entha mexican restaurant um illai 
",canthelp,"area, food","centre, mexican"
HUMAN,asian eppadi ?,negate,,
BOT,"gourmet_burger_kitchen centre of town la irukkura north_american food serve panra nalla restaurant
",inform,area,centre
HUMAN,Ennaku asian food thevai eppadi irukkum asian food,affirm,,
BOT,"gourmet_burger_kitchen centre part of town la irukku
",inform,area,centre
HUMAN,ithu yanna kind of food,inform,name,venue
BOT,"gourmet_burger_kitchen serves north_american food
",inform,food,north american
HUMAN,centre of town il.,confirm,area,centre
BOT,"gourmet_burger_kitchen centre part of town la irukku
",inform,area,centre
HUMAN,asian_oriental food in the centre,inform,area,centre
BOT,"dojo_noodle_bar centre of town la irukkura asian_oriental food serve panra nalla restaurant
",inform,area,centre
HUMAN,seri ok adhoda phone number enna,request,slot,area
BOT,"dojo_noodle_bar oda phone number dojo_noodle_bar_phone
",inform,phone,01223 363471
HUMAN,"Thank you , goodbye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,ennaku south la mithamaana vilai ulla restaurant venum,inform,area,south
BOT,"Entha area mind la vechirukenga ?
",request,slot,area
HUMAN,part of town la ulla south,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum south of town la moderate price range la irukkura nalla restaurant
",inform,area,south
HUMAN,ithu cirapu what else is there,negate,,
BOT,"pizza_hut_cherry_hinton south of town la moderate price range la irukkura nalla restaurant
",inform,area,south
HUMAN,okay address yanna,request,slot,addr
BOT,"Sure. pizza_hut_cherry_hinton pizza_hut_cherry_hinton_address la irukku.
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,and adhoda phone number ?,request,slot,area
BOT,"pizza_hut_cherry_hinton oda phone number pizza_hut_cherry_hinton_phone
",inform,phone,01223 323737
HUMAN,and entha type of food pizza hut la serve pannuvanga ?,request,slot,food
BOT,"pizza_hut_cherry_hinton serves italian food
",inform,food,italian
HUMAN,kay nanri goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,pan asian,negate,,
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,pan asian,negate,,
HUMAN,<SILENCE>,silence,,
BOT,"chiquito_restaurant_bar south part of town la irukku
",inform,area,south
HUMAN,chinese food,reqalts,,
BOT,"chinese food kooduvaga nalla restaurant edha south nalla serve chinese food
",inform,area,south
HUMAN,Address and price range enna,inform,food,spanish
BOT,"Sure. good luck chinese food takeaway the_good_luck_chinese_food_takeaway_address la irukku.
",inform,phone,01223 244149
HUMAN,price range ena,request,slot,postcode
BOT,"good luck chinese food takeaway la indha expensive range la irrukuma
",inform,pricerange,expensive
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,north of town la moderately priced restaurant ah pakuren,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"meghna north of town la moderate price range la irukkura nalla restaurant
",inform,area,north
HUMAN,Address appuram phone number enna,request,slot,phone
BOT,"meghna oda phone number meghna_phone
",inform,phone,01223 727410
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan intha north part of town la moderately priced theditiruken,inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"the_nirala north of town la moderate price range la irukkura nalla restaurant
",inform,area,north
HUMAN,vere edhaachu iruka,repeat,,
BOT,"meghna north of town la moderate price range la irukkura nalla restaurant
",inform,area,north
HUMAN,Address appuram phone number enna,request,slot,phone
BOT,"meghna oda phone number meghna_phone
",inform,phone,01223 727410
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,nan intha north of town la hungarian food theditiruken,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"Sorry. north la entha hungarian restaurant um illai 
",canthelp,"area, food","north, hungarian"
HUMAN,asian_oriental,inform,food,asian oriental
BOT,"saigon_city north of town la irukkura asian_oriental food serve panra nalla restaurant
",inform,area,north
HUMAN,address um phone number um,request,slot,phone
BOT,"saigon_city oda phone number saigon_city_phone
",inform,phone,01223 356555
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,north of town la oru restaurant parthukittu irukaen,inform,area,north
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,creative food,inform,food,creative
HUMAN,<SILENCE>,silence,,
BOT,"Sorry. north la entha creative restaurant um illai 
",canthelp,"area, food","north, creative"
HUMAN,indian food,inform,food,indian
HUMAN,<SILENCE>,silence,,
BOT,"the_nirala north of town la irukkura indian food serve panra nalla restaurant
",inform,area,north
HUMAN,address um phone number um,ack,,
BOT,"the_nirala oda phone number the_nirala_phone
",inform,phone,01223 360966
HUMAN,the address,inform,area,east
BOT,"Sure. the_nirala the_nirala_address la irukku.
",inform,addr,7 milton road chesterton
HUMAN,price range,repeat,,
BOT,"the_nirala moderate price range la irukku
",inform,pricerange,moderate
HUMAN,"Thank you , good bye.",bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ungalai varaverkiradhu. Neengal thevayana ask ai price range , area , food type basis la thedalanam. Ungaluku enna uthavi vendum ?
",welcomemsg,,
HUMAN,enaku intha west part of town la oru restaurant venum,inform,area,west
BOT,"cheap illa moderate illa expensive price range la venuma ?
",request,slot,pricerange
HUMAN,Ennaku kavalai illai,inform,this,dontcare
BOT,"Entha vithamana food venum ?
",request,slot,food
HUMAN,afghan,inform,food,afghan
HUMAN,<SILENCE>,silence,,
BOT,"Sorry. west la entha afghan restaurant um illai 
",canthelp,"area, food","west, afghan"
HUMAN,italian,inform,food,italian
HUMAN,<SILENCE>,silence,,
BOT,"prezzo west of town la irukkura italian food serve panra nalla restaurant
",inform,area,west
