Speaker,Utterance,Intent,Slot_Names,Slot_Values
HUMAN,ar telephone number ta,request,slot,postcode
BOT,"the_hotpot er phone number holo the_hotpot_phone
",inform,phone,01223 366552
HUMAN,ar price range ta ki,request,slot,pricerange
BOT,"the_hotpot expensive price range ey pore
",inform,pricerange,expensive
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami town er west part ey ekta restaurant khujchi jeta serve kore,inform,area,west
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,halal,inform,food,halal
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but town er west ey kono halal restaurant nei
",canthelp,"area, food","west, halal"
HUMAN,uh ki bolo indian khabar,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"india_house ekta nice restaurant town er west ey jekhane indian khabar serve hoye
",inform,area,west
HUMAN,uh apni ki address ar telephone number ta amake dite parben,request,slot,addr
BOT,"Sure , india_house er address holo india_house_address
",inform,addr,31 newnham road newnham
HUMAN,ar telephone number ta,request,slot,postcode
BOT,"india_house er phone number holo india_house_phone
",inform,phone,01223 461661
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami center e ekta restaurant khujte chai jeta belgian khabar serve korbe,inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but town er centre ey kono belgian restaurant nei
",canthelp,"area, food","centre, belgian"
HUMAN,uh ekhane town er majhe ki korean khabar er restaurant ache ?,inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"little_seoul ekta nice restaurant town er centre ey jekhane korean khabar serve hoye
",inform,area,centre
HUMAN,address ar phone number ki,request,slot,phone
BOT,"Sure , little_seoul er address holo little_seoul_address
",inform,phone,01223 308681
HUMAN,ar telephone number ta,request,slot,postcode
BOT,"little_seoul er phone number holo little_seoul_phone
",inform,phone,01223 308681
HUMAN,ar address ta,inform,area,east
BOT,"Sure , little_seoul er address holo little_seoul_address
",inform,phone,01223 308681
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta expensive restaurant khujchi town er east ey,inform,area,east
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"yu_garden ekta nice restaurant town er east ey jekhane chinese khabar serve hoye
",inform,area,east
HUMAN,Ami ekta expensive ey khujchi,inform,pricerange,expensive
BOT,"yu_garden ekta nice restaurant town er east ey jeta expensive price range ey pore
",inform,area,east
HUMAN,ar onno kichu ache,repeat,,
BOT,"grafton_hotel_restaurant ekta nice restaurant town er east ey jekhane british khabar serve hoye
",inform,area,east
HUMAN,eta ki expensive,inform,area,east
BOT,"grafton_hotel_restaurant ekta nice restaurant town er east ey jeta expensive price range ey pore
",inform,area,east
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , grafton_hotel_restaurant er address holo grafton_hotel_restaurant_address
",inform,addr,grafton hotel 619 newmarket road fen ditton
HUMAN,ar phone number ta ki,inform,name,venue
BOT,"grafton_hotel_restaurant er phone number holo grafton_hotel_restaurant_phone
",inform,phone,01223 241387
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami town er south part ey ekta restaurant khujchi jeta vietnamese khabar serve kore,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but town er south ey kono vietnamese restaurant nei
",canthelp,"area, food","south, vietnamese"
HUMAN,kono indian restaurant ache town er south ey,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"taj_tandoori ekta nice restaurant town er south ey jekhane indian khabar serve hoye
",inform,area,south
HUMAN,telephone number ta ki,reqalts,,
BOT,"taj_tandoori er phone number holo taj_tandoori_phone
",inform,phone,01223 412299
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta cheap restaurant khujchi jeta jamaican khabar serve kore,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but kono cheap price range ey jamaican restaurant nei
",canthelp,"pricerange, food","cheap, jamaican"
HUMAN,ki bolo mediterranean khabar kemon hobe,inform,food,mediterranean
HUMAN,<SILENCE>,silence,,
BOT,"the_gardenia ekta khub bhalo restaurant jekhane mediterranean khabar serve hoye ar eta cheap price range ey pore
",inform,pricerange,cheap
HUMAN,phone number ta ki,request,slot,phone
BOT,"the_gardenia er phone number holo the_gardenia_phone
",inform,phone,01223 356354
HUMAN,ar post code ta,request,slot,postcode
BOT,"the_gardenia er post code holo the_gardenia_post_code
",inform,phone,01223 356354
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,town er west part,inform,area,west
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,cheap,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"la_margherita ekta nice restaurant town er west ey jeta cheap price range ey pore
",inform,area,west
HUMAN,tomar kache ki onno kichu option ache,repeat,,
BOT,"thanh_binh ekta nice restaurant town er west ey jeta cheap price range ey pore
",inform,area,west
HUMAN,ami ki phone number ta pete pari,request,slot,phone
BOT,"thanh_binh er phone number holo thanh_binh_phone
",inform,phone,01223 362456
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,hello ar cambridge e apnake swagoto janai,negate,,
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,Moderately priced swedish khabar,inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but kono moderate price range ey swedish restaurant nei
",canthelp,"pricerange, food","moderate, swedish"
HUMAN,asian_oriental kemon hobe,inform,food,asian oriental
BOT,"yippee_noodle_bar ekta khub bhalo restaurant jekhane asian_oriental khabar serve hoye ar eta moderate price range ey pore
",inform,pricerange,moderate
HUMAN,ar onno kichu ache,repeat,,
BOT,"Ami ki apnake ar kichu tey help korte pari ?
",reqmore,,
HUMAN,ami ki address ar phone number ta pete pari,request,slot,addr
BOT,"Sure , yippee_noodle_bar er address holo yippee_noodle_bar_address
",inform,phone,01223 518111
HUMAN,phone number,ack,,
BOT,"yippee_noodle_bar er phone number holo yippee_noodle_bar_phone
",inform,phone,01223 518111
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,cheap restaurant jekhane turkish khabar serve kora hoye,inform,food,turkish
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but kono cheap price range ey turkish restaurant nei
",canthelp,"pricerange, food","cheap, turkish"
HUMAN,italian khabar kemon hobe,inform,food,italian
HUMAN,<SILENCE>,silence,,
BOT,"da_vinci_pizzeria ekta khub bhalo restaurant jekhane italian khabar serve hoye ar eta cheap price range ey pore
",inform,pricerange,cheap
HUMAN,address ar phone number ta ki,request,slot,phone
BOT,"da_vinci_pizzeria er phone number holo da_vinci_pizzeria_phone
",inform,phone,01223 351707
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,vietnamese khabar khujchi,inform,food,vietnamese
BOT,"apni ekta restaurant khujchen right ?
",confirm-domain,,
HUMAN,ha,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"the_gardenia ekta khub bhalo restaurant
",offer,name,the gardenia
HUMAN,vietnamese khabar,inform,food,vietnamese
BOT,"thanh_binh vietnamese khabar serve kore
",inform,food,vietnamese
HUMAN,acha venue er phone number ar area ta ki,inform,name,venue
BOT,"thanh_binh er phone number holo thanh_binh_phone
",inform,phone,01223 362456
HUMAN,area ta,request,slot,addr
BOT,"Ami ki apnake ar kichu tey help korte pari ?
",reqmore,,
HUMAN,area ta kothay,hello,,
BOT,"thanh_binh vietnamese khabar serve kore
",inform,food,vietnamese
HUMAN,venue er,request,slot,area
BOT,"Ami ki apnake ar kichu tey help korte pari ?
",reqmore,,
HUMAN,venue er area ta kothay,inform,name,venue
BOT,"thanh_binh ekta nice jayega town er west ey
",inform,area,west
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Moderately priced restaurant,inform,pricerange,moderate
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,town er south ey,confirm,area,south
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton ekta nice restaurant town er south ey jeta moderate price range ey pore
",inform,area,south
HUMAN,ar onno kichu,affirm,,
BOT,"golden_wok ekta nice restaurant town er north ey jeta moderate price range ey pore
",inform,area,north
HUMAN,phone number,ack,,
BOT,"golden_wok er phone number holo golden_wok_phone
",inform,phone,01223 350688
HUMAN,khabar er type,request,slot,area
BOT,"golden_wok ekta nice restaurant town er north ey jeta moderate price range ey pore
",inform,area,north
HUMAN,khabar er type,request,slot,area
BOT,"pizza_hut_cherry_hinton ekta nice restaurant town er south ey jeta moderate price range ey pore
",inform,area,south
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,moderate price ey restaurant jekhane spanish khabar serve kora hoye,inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but kono moderate price range ey danish restaurant nei
",canthelp,"pricerange, food","moderate, danish"
HUMAN,spanish khabar,inform,food,spanish
BOT,"apni ekta restaurant khujchen right ?
",confirm-domain,,
HUMAN,ha,request,slot,addr
BOT,"pizza_express ekta khub bhalo restaurant jekhane italian khabar serve hoye ar eta moderate price range ey pore
",inform,pricerange,moderate
HUMAN,spanish khabar,inform,food,spanish
BOT,"la_tasca ekta khub bhalo restaurant jekhane spanish khabar serve hoye ar eta moderate price range ey pore
",inform,pricerange,moderate
HUMAN,address ar phone number,request,slot,phone
HUMAN,"Sure , la_tasca er address holo la_tasca_address
",ack,,
HUMAN,phone number,ack,,
BOT,"la_tasca er phone number holo la_tasca_phone
",inform,phone,01223 464630
HUMAN,thank you,repeat,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,town er north part ey restaurant jeta serve kore,confirm,area,north
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,jekono,inform,food,dontcare
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,greek,inform,food,greek
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but town er north ey kono greek restaurant nei
",canthelp,"area, food","north, greek"
HUMAN,indian khabar kemon hobe,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"meghna ekta nice restaurant town er north ey jekhane indian khabar serve hoye
",inform,area,north
HUMAN,address phone number ar price range,request,slot,addr
BOT,"meghna er phone number holo meghna_phone
",inform,phone,01223 727410
HUMAN,address,ack,,
HUMAN,"Sure , meghna er address holo meghna_address
",request,slot,addr
HUMAN,price range,repeat,,
BOT,"meghna moderate price range ey pore
",inform,pricerange,moderate
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,restaurant kono area ey jeta,inform,area,dontcare
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,jekono,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"dojo_noodle_bar ekta nice restaurant town er centre ey jeta cheap price range ey pore
",inform,area,centre
HUMAN,address,ack,,
BOT,"Sure , dojo_noodle_bar er address holo dojo_noodle_bar_address
",inform,phone,01223 363471
HUMAN,ar phone number,hello,,
BOT,"dojo_noodle_bar er phone number holo dojo_noodle_bar_phone
",inform,phone,01223 363471
HUMAN,address,ack,,
BOT,"Sure , dojo_noodle_bar er address holo dojo_noodle_bar_address
",inform,phone,01223 363471
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta restaurant khujte chai,inform,area,west
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,appleton wiscon ey,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"rice_house ekta khub bhalo restaurant
",offer,name,rice house
HUMAN,thank you,repeat,,
BOT,"Sorry , but kono irish restaurant nei jeta apnar request er sathe match hochhe .
",canthelp,food,irish
HUMAN,good bye,ack,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ekta restaurant khujchi town er center ey jeta french bikri kore,deny,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"cote ekta nice restaurant town er centre ey jekhane french khabar serve hoye
",inform,area,centre
HUMAN,<SILENCE>,silence,,
BOT,"Ami ki apnake ar kichu tey help korte pari ?
",reqmore,,
HUMAN,phone number ar price range ta ki,request,slot,phone
BOT,"cote er phone number holo cote_phone
",inform,phone,01223 311053
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"apni ki cheap , moderate na expensive price range ey chaichen ?
",request,slot,pricerange
HUMAN,expensive,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,english khabar,inform,food,english
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but kono expensive price range ey english restaurant nei
",canthelp,"pricerange, food","expensive, english"
HUMAN,italian khabar,inform,food,italian
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"stazione_restaurant_and_coffee_bar ekta nice restaurant town er centre ey jekhane italian khabar serve hoye
",inform,area,centre
HUMAN,address ar phone number ki,request,slot,phone
BOT,"stazione_restaurant_and_coffee_bar er phone number holo stazione_restaurant_and_coffee_bar_phone
",inform,phone,01223 352607
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta expensive restaurant khujchi jekahne mediteranian serve hoy,inform,pricerange,expensive
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,ami care kori na,inform,this,dontcare
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,mediterranean,inform,food,mediterranean
HUMAN,<SILENCE>,silence,,
BOT,"la_mimosa ekta nice restaurant town er centre ey jekhane mediterranean khabar serve hoye
",inform,area,centre
HUMAN,phone number ar post code ta ki,request,slot,phone
BOT,"la_mimosa er phone number holo la_mimosa_phone
",inform,phone,01223 362525
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,ekta moderately priced restaurant khujchi,inform,pricerange,moderate
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,jekono,inform,food,dontcare
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,west,inform,area,west
HUMAN,<SILENCE>,silence,,
BOT,"prezzo ekta nice restaurant town er west ey jekhane italian khabar serve hoye
",inform,area,west
HUMAN,phone number ar address ta ki,request,slot,phone
BOT,"prezzo er phone number holo prezzo_phone
",inform,phone,01799 521260
HUMAN,uh thank you good bye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,Ami ekta cheap restaurant khujchi,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"thanh_binh er price range holo cheap
",inform,pricerange,cheap
HUMAN,Ami ekta cheap restaurant khujchi south e,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"nandos ekta nice restaurant town er south ey jeta cheap price range ey pore
",inform,area,south
HUMAN,address ta ki,request,slot,addr
HUMAN,"Sure , nandos er address holo nandos_address
",request,slot,phone
HUMAN,ar phone number please,inform,area,east
BOT,"nandos er phone number holo nandos_phone
",inform,phone,01223 327908
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta expensive restaurant khujchi east ey,inform,area,east
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"pipasha_restaurant ekta nice restaurant town er east ey jekhane indian khabar serve hoye
",inform,area,east
HUMAN,ar onno kichu ache,repeat,,
BOT,"grafton_hotel_restaurant ekta nice restaurant town er east ey jekhane british khabar serve hoye
",inform,area,east
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , grafton_hotel_restaurant er address holo grafton_hotel_restaurant_address
",inform,addr,grafton hotel 619 newmarket road fen ditton
HUMAN,ar phone number ta,inform,food,spanish
BOT,"grafton_hotel_restaurant er phone number holo grafton_hotel_restaurant_phone
",inform,phone,01223 241387
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta cheap restaurant khujchi town er north part e,inform,area,north
HUMAN,<SILENCE>,silence,,
BOT,"da_vinci_pizzeria ekta nice restaurant town er north ey jeta cheap price range ey pore
",inform,area,north
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , da_vinci_pizzeria er address holo da_vinci_pizzeria_address
",inform,phone,01223 351707
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta restaurant khujchi jeta mediterranean serve kore,inform,food,mediterranean
HUMAN,<SILENCE>,silence,,
BOT,"la_mimosa mediterranean khabar serve kore
",inform,food,mediterranean
HUMAN,phone number ta ki,request,slot,phone
BOT,"la_mimosa er phone number holo la_mimosa_phone
",inform,phone,01223 362525
HUMAN,ar post code ta,request,slot,postcode
BOT,"la_mimosa er post code holo la_mimosa_post_code
",inform,phone,01223 362525
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta moderate priced restaurant khujchi south part e,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_alimentum ekta nice restaurant town er south ey jeta moderate price range ey pore
",inform,area,south
HUMAN,Ami address jante chai,inform,area,south
BOT,"Sure , restaurant_alimentum er address holo restaurant_alimentum_address
",inform,phone,01223 413000
HUMAN,ar phone number ta,inform,food,spanish
BOT,"restaurant_alimentum er phone number holo restaurant_alimentum_phone
",inform,phone,01223 413000
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta cheap restaurant khujchi town er west part e,inform,pricerange,cheap
HUMAN,<SILENCE>,silence,,
BOT,"la_margherita ekta nice restaurant town er west ey jeta cheap price range ey pore
",inform,area,west
HUMAN,phone number ta ki,request,slot,phone
BOT,"la_margherita er phone number holo la_margherita_phone
",inform,phone,01223 315232
HUMAN,ar ki type er khabar,request,slot,area
BOT,"la_margherita italian khabar serve kore
",inform,food,italian
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta restaurant khujchi jeta center ey bistro khabar serve kore,inform,food,bistro
HUMAN,<SILENCE>,silence,,
BOT,"Sorry , but town er centre ey kono bistro restaurant nei
",canthelp,"area, food","centre, bistro"
HUMAN,um thai khabar kamon hobe,inform,food,thai
HUMAN,<SILENCE>,silence,,
BOT,"bangkok_city ekta nice restaurant town er centre ey jekhane thai khabar serve hoye
",inform,area,centre
HUMAN,ami ki address ar restaurant pete pari please,reqalts,,
BOT,"Sure , bangkok_city er address holo bangkok_city_address
",inform,addr,24 green street city centre
HUMAN,ekta phone number please,request,slot,addr
BOT,"bangkok_city er phone number holo bangkok_city_phone
",inform,phone,01223 354382
HUMAN,ar address ta ki please,inform,area,east
BOT,"Sure , bangkok_city er address holo bangkok_city_address
",inform,addr,24 green street city centre
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Music ami ekta moderately priced restaurant khujchi town er south part ey please,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton ekta nice restaurant town er south ey jeta moderate price range ey pore
",inform,area,south
HUMAN,oder address ta ki,request,slot,addr
BOT,"Sure , pizza_hut_cherry_hinton er address holo pizza_hut_cherry_hinton_address
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,ar ki type er khabar ora serve kore,request,slot,food
BOT,"pizza_hut_cherry_hinton italian khabar serve kore
",inform,food,italian
HUMAN,acha um thank you ar goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,hi ami ekta moderately priced restaurant khujchi,inform,pricerange,moderate
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,ami care kori na,inform,this,dontcare
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,um gastropub khabar,reqalts,,
BOT,"town er centre ey cow pizza kitchen and bar ta bhalo restaurant jeta gastropub khabar serve kore
",inform,area,centre
HUMAN,oder address ar phone number ta ki please,request,slot,postcode
BOT,"Sure , the cow pizza kitchen and bar er address holo the_cow_pizza_kitchen_and_bar_address
",inform,phone,01223 308871
HUMAN,ar oder phone number ta ki,request,slot,postcode
BOT,"cow pizza kitchen and bar er phone number holo the_cow_pizza_kitchen_and_bar_phone
",inform,phone,01223 308871
HUMAN,thank you goodbye,bye,,
BOT,"you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , Cambridge restaurant system ey apnake swagoto janai . Apni restaurants khujte paren food type , price ar area diye . Apnake ki bhabe help korte pari ami ?
",welcomemsg,,
HUMAN,Ami ekta expensive restaurant khujchi,inform,pricerange,expensive
BOT,"town er kon part ey apni chaichen ?
",request,slot,area
HUMAN,town er south part,inform,area,south
BOT,"Kon type er khabar apni pochondo korben ?
",request,slot,food
HUMAN,ami care kori na,inform,this,dontcare
BOT,"town er south ey good luck chinese food takeaway ta bhalo jeyga jeta chinese khabar serve kore
",inform,area,south
HUMAN,onno kichu ache ?,ack,,
HUMAN,<SILENCE>,silence,,
BOT,"peking_restaurant ekta nice restaurant town er south ey jekhane chinese khabar serve hoye
",inform,area,south
HUMAN,Ami ekta expensive restaurant khujchi,inform,pricerange,expensive
BOT,"peking_restaurant ekta nice restaurant town er south ey jeta expensive price range ey pore
",inform,area,south
HUMAN,address ta ki,request,slot,addr
BOT,"Sure , peking_restaurant er address holo peking_restaurant_address
",inform,phone,01223 354755
HUMAN,ar phone number ta,inform,food,spanish
BOT,"peking_restaurant er phone number holo peking_restaurant_phone
",inform,phone,01223 354755
HUMAN,ar post code ta ki,request,slot,postcode
BOT,"peking_restaurant er post code holo peking_restaurant_post_code
",inform,phone,01223 354755
HUMAN,thank you goodbye,bye,,
