Speaker,Utterance,Intent,Slot_Names,Slot_Values
BOT,"the_missing_sock is a great restaurant
",offer,name,the missing sock
HUMAN,whats the address,request,slot,addr
BOT,"Sure , the_missing_sock is on the_missing_sock_address
",inform,phone,01223 812660
HUMAN,<SILENCE>,silence,,
BOT,"bloomsbury_restaurant serves international food
",inform,food,international
HUMAN,whats the address,request,slot,addr
BOT,"Sure , bloomsbury_restaurant is on bloomsbury_restaurant_address
",inform,phone,0871 942 9180
HUMAN,whats the phone number,request,slot,phone
BOT,"The phone number of bloomsbury_restaurant is bloomsbury_restaurant_phone
",inform,phone,0871 942 9180
HUMAN,thank you good bye,bye,,
BOT,"the_varsity_restaurant serves international food
",inform,food,international
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,danish food,inform,food,danish
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,north,inform,area,north
BOT,"Sorry would you like something in the north or in the east
",select,area,east
HUMAN,north,inform,area,north
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,spanish food,inform,food,spanish
BOT,"I'm sorry but there is no restaurant serving danish food
",canthelp,food,danish
HUMAN,yes knocking,inform,food,vietnamese
BOT,"You are looking for a asian_oriental restaurant right ?
",expl-conf,food,asian oriental
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,brazilian food,inform,food,brazilian
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,i dont care,inform,this,dontcare
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,brazilian,inform,food,brazilian
BOT,"I'm sorry but there is no restaurant serving brazilian food
",canthelp,food,brazilian
HUMAN,korean,inform,food,korean
BOT,"You are looking for a korean restaurant right ?
",expl-conf,food,korean
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"little_seoul serves korean food
",inform,food,korean
HUMAN,phone number,ack,,
BOT,"little_seoul is a great restaurant
",offer,name,little seoul
HUMAN,whats their phone number,request,slot,area
BOT,"The phone number of little_seoul is little_seoul_phone
",inform,phone,01223 308681
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for a restaurant that serves turkish food,inform,food,turkish
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,i dont care,inform,this,dontcare
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,i dont care,inform,this,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"anatolia serves turkish food
",inform,food,turkish
HUMAN,anything else,affirm,,
BOT,"meze_bar_restaurant serves turkish food
",inform,food,turkish
HUMAN,whats their address,request,slot,addr
BOT,"Sure , meze_bar_restaurant is on meze_bar_restaurant_address
",offer,name,meze bar restaurant
HUMAN,and mail postal code,request,slot,postcode
BOT,"meze_bar_restaurant is a great restaurant
",offer,name,meze bar restaurant
HUMAN,whats their post code,request,slot,postcode
BOT,"The post code of meze_bar_restaurant is meze_bar_restaurant_post_code
",inform,postcode,c.b 1
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,the east part of town,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,british food,inform,food,british
HUMAN,<SILENCE>,silence,,
BOT,"grafton_hotel_restaurant is a nice place in the east of town serving tasty british food
",inform,area,east
HUMAN,whats their phone number,request,slot,area
BOT,"The phone number of grafton_hotel_restaurant is grafton_hotel_restaurant_phone
",inform,phone,01223 241387
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for a restaurant in the north part of town,inform,area,north
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,how about italian,thankyou,,
BOT,"I'm sorry but there is no restaurant serving polish food
",canthelp,food,polish
HUMAN,what about italian food,confirm,food,italian
BOT,"You are looking for a italian restaurant right ?
",expl-conf,food,italian
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"da_vinci_pizzeria is a nice place in the north of town serving tasty italian food
",inform,area,north
HUMAN,whats their address,request,slot,addr
BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
HUMAN,and their phone number,inform,food,spanish
BOT,"The phone number of da_vinci_pizzeria is da_vinci_pizzeria_phone
",inform,phone,01223 351707
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for a restaurant in the east part of town,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,moderate,reqalts,,
BOT,"Sorry would you like something in the moderate price range or you dont care
",select,pricerange,dontcare
HUMAN,moderate,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal is a nice place in the east of town and the prices are moderate
",inform,area,east
HUMAN,anything else,affirm,,
BOT,"pizza_hut_fen_ditton is a nice place in the east of town and the prices are moderate
",inform,area,east
HUMAN,whats their address,request,slot,addr
BOT,"pizza_hut_fen_ditton is a great restaurant
",offer,name,pizza hut fen ditton
HUMAN,whats their address,request,slot,addr
BOT,"Sure , pizza_hut_fen_ditton is on pizza_hut_fen_ditton_address
",inform,addr,jesus lane fen ditton
HUMAN,and their phone number,inform,food,spanish
BOT,"The phone number of pizza_hut_fen_ditton is pizza_hut_fen_ditton_phone
",inform,phone,01223 323737
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,the south part of town,inform,area,south
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,i dont care,inform,this,dontcare
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,moderate,reqalts,,
HUMAN,<SILENCE>,silence,,
BOT,"pizza_hut_cherry_hinton is a nice place in the south of town and the prices are moderate
",inform,area,south
HUMAN,whats their address,request,slot,addr
BOT,"Sure , pizza_hut_cherry_hinton is on pizza_hut_cherry_hinton_address
",inform,addr,g4 cambridge leisure park clifton way cherry hinton
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,hi im looking for mexican food,inform,food,mexican
HUMAN,<SILENCE>,silence,,
BOT,"chiquito_restaurant_bar serves mexican food
",inform,food,mexican
HUMAN,whats their phone number,request,slot,area
BOT,"chiquito_restaurant_bar is a great restaurant
",offer,name,chiquito restaurant bar
HUMAN,whats their phone number,request,slot,area
BOT,"The phone number of chiquito_restaurant_bar is chiquito_restaurant_bar_phone
",inform,phone,01223 400170
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,whats the,inform,pricerange,moderate
BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
HUMAN,<SILENCE>,silence,,
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,im looking for an expensive restaurant and it should be served international food,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"golden_wok is a nice place in the north of town
",inform,area,north
HUMAN,system,ack,,
BOT,"restaurant_two_two is a nice place in the north of town
",inform,area,north
HUMAN,system,ack,,
BOT,"restaurant_two_two is a great restaurant
",offer,name,restaurant two two
HUMAN,does it serve international food,inform,food,international
BOT,"saigon_city is a nice place in the north of town
",inform,area,north
HUMAN,system,ack,,
BOT,"saigon_city is a great restaurant
",offer,name,saigon city
HUMAN,european food,inform,food,european
BOT,"meghna is a nice place in the north of town
",inform,area,north
HUMAN,system,ack,,
BOT,"meghna is a great restaurant
",offer,name,meghna
HUMAN,system,ack,,
BOT,"The post code of meghna is meghna_post_code
",inform,phone,01223 727410
HUMAN,system,ack,,
BOT,"meghna is a nice place in the north of town
",inform,area,north
HUMAN,im looking for an expensive restaurant and it should serve international food,inform,area,east
BOT,"meghna is a great restaurant
",offer,name,meghna
HUMAN,system,ack,,
BOT,"The post code of meghna is meghna_post_code
",inform,phone,01223 727410
HUMAN,system im looking for expensive restaurant,inform,pricerange,expensive
BOT,"meghna is a great restaurant
",offer,name,meghna
HUMAN,system european food,inform,food,european
HUMAN,"Sure , meghna is on meghna_address
",request,slot,addr
HUMAN,system,ack,,
BOT,"meghna is a great restaurant
",offer,name,meghna
HUMAN,system,ack,,
BOT,"The post code of meghna is meghna_post_code
",inform,phone,01223 727410
HUMAN,address and phone number,request,slot,phone
BOT,"da_vinci_pizzeria is a nice place in the north of town
",inform,area,north
HUMAN,system,ack,,
BOT,"Sure , da_vinci_pizzeria is on da_vinci_pizzeria_address
",inform,phone,01223 351707
HUMAN,system,ack,,
BOT,"da_vinci_pizzeria is a great restaurant
",offer,name,da vinci pizzeria
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,i want to find a cheap restaurant and it should be in the east part of town,inform,area,east
HUMAN,<SILENCE>,silence,,
BOT,"the_missing_sock is a nice place in the east of town and the prices are cheap
",inform,area,east
HUMAN,whats the address,request,slot,addr
BOT,"Sure , the_missing_sock is on the_missing_sock_address
",inform,phone,01223 812660
HUMAN,and the post code,request,slot,postcode
BOT,"the_missing_sock is a great restaurant
",offer,name,the missing sock
HUMAN,whats the post code,request,slot,postcode
BOT,"The post code of the_missing_sock is the_missing_sock_post_code
",inform,phone,01223 812660
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for an expensive restaurant and it should be the east part of town,inform,pricerange,expensive
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,any,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"sitar_tandoori is a nice place in the east of town and the prices are expensive
",inform,area,east
HUMAN,whats the address,request,slot,addr
BOT,"Sure , sitar_tandoori is on sitar_tandoori_address
",inform,phone,01223 249955
HUMAN,phone number,ack,,
BOT,"sitar_tandoori is a great restaurant
",offer,name,sitar tandoori
HUMAN,phone number,ack,,
BOT,"The phone number of sitar_tandoori is sitar_tandoori_phone
",inform,phone,01223 249955
HUMAN,what type of food is it,request,slot,area
BOT,"sitar_tandoori serves indian food
",inform,food,indian
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for moderately priced restaurant and it should serve halal food,inform,pricerange,moderate
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,any,inform,food,dontcare
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,halal food,inform,food,halal
HUMAN,<SILENCE>,silence,,
BOT,"the_nirala is in the moderate price range
",inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"the_nirala is a great restaurant
",offer,name,the nirala
HUMAN,what type of food,request,slot,food
BOT,"the_nirala serves indian food
",inform,food,indian
HUMAN,<SILENCE>,silence,,
BOT,"jinling_noodle_bar is in the moderate price range
",inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"jinling_noodle_bar is a great restaurant
",offer,name,jinling noodle bar
HUMAN,what type food,request,slot,food
BOT,"efes_restaurant is in the moderate price range
",inform,pricerange,moderate
HUMAN,asian_oriental type of food,reqalts,,
BOT,"efes_restaurant is a great restaurant
",offer,name,efes restaurant
HUMAN,is that asian_oriental type of food,inform,food,asian oriental
BOT,"You are looking for a asian_oriental restaurant right ?
",expl-conf,food,asian oriental
HUMAN,yes,request,slot,addr
BOT,"Sure , efes_restaurant is on efes_restaurant_address
",offer,name,efes restaurant
HUMAN,<SILENCE>,silence,,
BOT,"yippee_noodle_bar serves asian_oriental food in the moderate price range
",inform,pricerange,moderate
HUMAN,whats the address,request,slot,addr
BOT,"yippee_noodle_bar is a great restaurant
",offer,name,yippee noodle bar
HUMAN,and the address,inform,area,east
BOT,"Sure , yippee_noodle_bar is on yippee_noodle_bar_address
",inform,phone,01223 518111
HUMAN,and phone number,hello,,
BOT,"The phone number of yippee_noodle_bar is yippee_noodle_bar_phone
",inform,phone,01223 518111
HUMAN,<SILENCE>,silence,,
BOT,"I am sorry but there is no other asian_oriental restaurant in the moderate price range
",canthelp.exception,name,yippee noodle bar
HUMAN,<SILENCE>,silence,,
BOT,"yippee_noodle_bar is a great restaurant
",offer,name,yippee noodle bar
HUMAN,inaudible,thankyou,,
BOT,"saigon_city serves asian_oriental food
",inform,food,asian oriental
HUMAN,thank you goodbye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for greek food,inform,food,greek
BOT,"You are looking for a greek restaurant right ?
",expl-conf,food,greek
HUMAN,what about european food,confirm,food,european
BOT,"I'm sorry but there is no restaurant serving greek food
",canthelp,food,greek
HUMAN,noice how about european,inform,food,european
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,<SILENCE>,silence,,
BOT,"Sorry would you like something in the south or in the east
",select,area,east
HUMAN,nosie,thankyou,,
HUMAN,<SILENCE>,silence,,
BOT,"hotel_du_vin_and_bistro serves european food
",inform,food,european
HUMAN,whats the address,request,slot,addr
BOT,"Sure , hotel_du_vin_and_bistro is on hotel_du_vin_and_bistro_address
",inform,phone,01223 227330
HUMAN,and the phone number,inform,food,spanish
BOT,"The phone number of hotel_du_vin_and_bistro is hotel_du_vin_and_bistro_phone
",inform,phone,01223 227330
HUMAN,thank you goodbye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,i want to find a moderately priced restaurant and it should serve asian food,inform,food,greek
BOT,"I'm sorry but there is no restaurant serving greek food
",canthelp,food,greek
HUMAN,italian food,inform,food,italian
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal is in the moderate price range
",inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal is a great restaurant
",offer,name,rajmahal
HUMAN,what type of food,request,slot,food
HUMAN,<SILENCE>,silence,,
BOT,"anatolia is in the moderate price range
",inform,pricerange,moderate
HUMAN,how about british type food,inform,food,british
BOT,"I'm sorry but there is no restaurant serving greek food
",canthelp,food,greek
HUMAN,how about british food,inform,food,british
BOT,"You are looking for a british restaurant right ?
",expl-conf,food,british
HUMAN,british food,inform,food,british
BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"cotto serves british food in the moderate price range
",inform,pricerange,moderate
HUMAN,whats the phone number,request,slot,phone
BOT,"The phone number of cotto is cotto_phone
",inform,phone,01223 302010
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,im looking for an expensive restaurant and it should be in the south part of town,inform,area,south
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,south part of town,inform,area,south
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,any,inform,food,dontcare
BOT,"the good luck chinese food takeaway is a nice place in the south of town and the prices are expensive
",inform,area,south
HUMAN,is there anything else,repeat,,
HUMAN,<SILENCE>,silence,,
BOT,"chiquito_restaurant_bar is a nice place in the south of town and the prices are expensive
",inform,area,south
HUMAN,whats the address,request,slot,addr
BOT,"Sure , chiquito_restaurant_bar is on chiquito_restaurant_bar_address
",inform,phone,01223 400170
HUMAN,and the phone number,inform,food,spanish
BOT,"The phone number of chiquito_restaurant_bar is chiquito_restaurant_bar_phone
",inform,phone,01223 400170
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,<SILENCE>,silence,,
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,im looking for a moderately priced restaurant and it should serve polynesian food,inform,area,west
BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
HUMAN,<SILENCE>,silence,,
BOT,"Sorry would you like something in the moderate price range or in the cheap price range
",select,pricerange,cheap
HUMAN,in the moderately price,confirm,pricerange,moderate
BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
HUMAN,what about indian,inform,food,indian
BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
HUMAN,how about indian type of food,inform,food,indian
BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
HUMAN,no indian food,inform,area,north
BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
HUMAN,laugh,inform,area,north
BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
HUMAN,indian,inform,food,indian
BOT,"You are looking for a polynesian restaurant right ?
",expl-conf,food,polynesian
HUMAN,indian,inform,food,indian
BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
HUMAN,indian,inform,food,indian
BOT,"I'm sorry but there is no restaurant serving polynesian food
",canthelp,food,polynesian
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,can you find a moderately priced restaurant,inform,pricerange,moderate
BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
HUMAN,north part of town,inform,this,dontcare
BOT,"You are looking for a the_americas restaurant right ?
",expl-conf,food,the americas
HUMAN,moderately,inform,this,dontcare
BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
HUMAN,id like a moderately price,repeat,,
BOT,"Let me confirm , You are looking for a restaurant in the moderate price range right ?
",expl-conf,pricerange,moderate
HUMAN,yes,request,slot,addr
BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
HUMAN,<SILENCE>,silence,,
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_one_seven is in the moderate price range
",inform,pricerange,moderate
HUMAN,<SILENCE>,silence,,
BOT,"restaurant_one_seven is a great restaurant
",offer,name,restaurant one seven
HUMAN,what part of town,inform,area,west
BOT,"restaurant_one_seven is a nice place in the centre of town
",inform,area,centre
HUMAN,how about the north part,inform,area,north
BOT,"You are looking for a the_americas restaurant right ?
",expl-conf,food,the americas
HUMAN,restaurant,affirm,,
BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
HUMAN,oh jesus christ start over,negate,,
BOT,"restaurant_one_seven is in the moderate price range
",inform,pricerange,moderate
HUMAN,laughing,request,slot,addr
BOT,"restaurant_one_seven is a great restaurant
",offer,name,restaurant one seven
HUMAN,is there anything else,repeat,,
BOT,"la_tasca is in the moderate price range
",inform,pricerange,moderate
HUMAN,and where is that located,hello,,
BOT,"la_tasca is a great restaurant
",offer,name,la tasca
HUMAN,what part of town,inform,area,west
BOT,"la_tasca is in the centre , at C.B 2 , 1 U.F
",inform,area,centre
HUMAN,find something in the north part,confirm,area,south
BOT,"You are looking for a the_americas restaurant right ?
",expl-conf,food,the americas
HUMAN,laughing,request,slot,addr
BOT,"I'm sorry but there is no restaurant serving the_americas food
",canthelp,food,the americas
HUMAN,thank you goodbye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,in the east part,inform,area,east
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,east part,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,any type,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"grafton_hotel_restaurant is a nice place in the east of town and the prices are expensive
",inform,area,east
HUMAN,i need an address,request,slot,addr
BOT,"Sure , grafton_hotel_restaurant is on grafton_hotel_restaurant_address
",inform,addr,grafton hotel 619 newmarket road fen ditton
HUMAN,and the phone number,inform,food,spanish
BOT,"The phone number of grafton_hotel_restaurant is grafton_hotel_restaurant_phone
",inform,phone,01223 241387
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,north,inform,area,north
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,corsica,inform,food,corsica
BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
HUMAN,<SILENCE>,silence,,
BOT,"Sorry would you like something in the north or in the south
",select,area,south
HUMAN,<SILENCE>,silence,,
BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
HUMAN,uh indian,inform,food,indian
BOT,"Did you say you are looking for a restaurant in the north of town ?
",expl-conf,area,north
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"da_vinci_pizzeria is a nice place in the north of town serving tasty italian food
",inform,area,north
HUMAN,uh indian,inform,food,indian
BOT,"Would you like something in the cheap , moderate , or expensive price range ?
",request,slot,pricerange
HUMAN,any,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"tandoori_palace is a nice place in the north of town serving tasty indian food
",inform,area,north
HUMAN,address,ack,,
BOT,"tandoori_palace is a great restaurant
",offer,name,tandoori palace
HUMAN,price range,repeat,,
BOT,"tandoori_palace is in the expensive price range
",inform,pricerange,expensive
HUMAN,phone number,ack,,
BOT,"The phone number of tandoori_palace is tandoori_palace_phone
",inform,phone,01223 506055
HUMAN,address,ack,,
BOT,"Sure , tandoori_palace is on tandoori_palace_address
",inform,phone,01223 506055
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,moderately priced restaurant,inform,pricerange,moderate
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,the east part,inform,area,east
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,any type,inform,food,dontcare
BOT,"You are looking for a restaurant serving any kind of food right ?
",expl-conf,food,dontcare
HUMAN,yes,request,slot,addr
HUMAN,<SILENCE>,silence,,
BOT,"rajmahal is a nice place in the east of town and the prices are moderate
",inform,area,east
HUMAN,phone number,ack,,
BOT,"rajmahal is a great restaurant
",offer,name,rajmahal
HUMAN,can i have the phone number,request,slot,phone
BOT,"The phone number of rajmahal is rajmahal_phone
",inform,phone,01223 244955
HUMAN,and the address,inform,area,east
BOT,"Sure , rajmahal is on rajmahal_address
",inform,addr,7 barnwell road fen ditton
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,i need a cheap restaurant in the west part of town,inform,area,west
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,okay,affirm,,
BOT,"I'm sorry but there is no restaurant serving english food
",canthelp,food,english
HUMAN,back,hello,,
BOT,"Did you say you are looking for a restaurant in the west of town ?
",expl-conf,area,west
HUMAN,yes,request,slot,addr
BOT,"You are looking for a english restaurant right ?
",expl-conf,food,english
HUMAN,no,affirm,,
BOT,"Let me confirm , You are looking for a restaurant in the cheap price range right ?
",expl-conf,pricerange,cheap
HUMAN,back,hello,,
BOT,"I'm sorry but there is no restaurant serving english food
",canthelp,food,english
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,korean food,inform,food,korean
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,i dont care,inform,this,dontcare
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,korean,inform,food,korean
HUMAN,<SILENCE>,silence,,
BOT,"little_seoul serves korean food
",inform,food,korean
HUMAN,address,ack,,
BOT,"Sure , little_seoul is on little_seoul_address
",inform,phone,01223 308681
HUMAN,phone number,ack,,
BOT,"The phone number of little_seoul is little_seoul_phone
",inform,phone,01223 308681
HUMAN,thank you goodbye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,i need a restaurant serving corsica food,inform,area,east
BOT,"I'm sorry but there is no restaurant serving corsica food
",canthelp,food,corsica
HUMAN,i need indian food,inform,area,east
BOT,"What part of town do you have in mind ?
",request,slot,area
HUMAN,south,inform,area,south
HUMAN,<SILENCE>,silence,,
BOT,"taj_tandoori is a nice place in the south of town serving tasty indian food
",inform,area,south
HUMAN,phone number,ack,,
BOT,"taj_tandoori is a great restaurant
",offer,name,taj tandoori
HUMAN,phone number,ack,,
BOT,"The phone number of taj_tandoori is taj_tandoori_phone
",inform,phone,01223 412299
HUMAN,thank you good bye,bye,,
BOT," you are welcome
",bye,,
HUMAN,<SILENCE>,silence,,
BOT,"Hello , welcome to the Cambridge restaurant system . You can ask for restaurants by area , price range or food type . How may I help you ?
",welcomemsg,,
HUMAN,i need a moderate priced restaurant in the north part of town,inform,area,north
BOT,"What kind of food would you like ?
",request,slot,food
HUMAN,any,inform,food,dontcare
HUMAN,<SILENCE>,silence,,
BOT,"meghna is a nice place in the north of town and the prices are moderate
",inform,area,north
HUMAN,address,ack,,
HUMAN,"Sure , meghna is on meghna_address
",request,slot,addr
HUMAN,phone number,ack,,
BOT,"The phone number of meghna is meghna_phone
",inform,phone,01223 727410
HUMAN,thank you good bye,bye,,
