ID	Value
msd2260	राजा\N_NN जी\N_NN अयलन\V_VM तो\PR_PRL बक्सा\N_NN में\PSP छव\QT_QTC महीना\N_NN के\PSP एगो\QT_QTC लड़का\N_NN देखलन\V_VM ।\RD_PUNC
msd2261	राजा\N_NN बड़ी\JJ खुस\N_NN होयलन\V_VM आउ\CC_CCD ओकर\PR_PRP नाम\N_NN लाल\N_NN धर\V_VM देलन\V_VAUX ।\RD_PUNC
msd2262	कुछ\QT_QTF दिना\N_NN के\PSP बाद\N_NN रानी\N_NN के\PSP आउ\CC_CCD एगो\QT_QTC लड़की\N_NN जलम\V_VM लेलक\V_VAUX ।\RD_PUNC
msd2263	एगो\QT_QTC ओकर\PR_PRP नाम\N_NN हीरा\N_NN रखायल\V_VM ।\RD_PUNC
msd2264	दुनो\QT_QTC एके\QT_QTC साथे\N_NN रहे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2265	कुछ\QT_QTF दिन\N_NN के\PSP बाद\N_NN इसकूल\N_NN में\PSP भी\RP_RPD दूनो\QT_QTC साथे\N_NN जाय\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2266	दूनो\QT_QTC एक\QT_QTC दूसर\QT_QTO के\PSP देख\V_VM के\PSP खूब\QT_QTF हसथ\V_VM तो\PR_PRL गुरुजी\N_NN ओहनी\N_NN के\PSP दूगो\N_NN कमरा\N_NN में\PSP अलग-अलग\N_NN बैठा\V_VM के\PSP पढ़ावे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2267	इसकुल\N_NN से\PSP छुदटी\N_NN भेल\V_VM तो\PR_PRL रस्ता\N_NN में\PSP दूनो\QT_QTC बतियलन\V_VM कि\CC_CCS अब\N_NN हमनी\PR_PRP के\PSP इहां\DM_DMD रहे\V_VM से\PSP काम\N_NN न\RP_NEG चलतवऽ\V_VM से\PSP कहीं\DM_DMI सिकार\N_NN खेले\V_VM चलऽ\V_VAUX ।\RD_PUNC
msd2268	हीरा\N_NN कहलन\V_VM कि\CC_CCS हम\PR_PRP तोरा\PR_PRP उहई\DM_DMD राजनीति\N_NN भी\RP_RPD सिखा\V_VM ।\RD_PUNC
msd2269	﻿देवऽ\N_NN आव\N_NN पढ़ा\V_VM भी\RP_RPD देबवऽ\V_VM ।\RD_PUNC
msd2270	दोसर\QT_QTO दिन\N_NN भिन्सरवे\N_NN दूनो\QT_QTC दू\QT_QTC घोड़ा\N_NN पर\PSP चढ़\V_VM के\PSP निकल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2271	ओहनी\N_NN दुनो\QT_QTC सिकार\N_NN खेलते-खेलते\V_VM दूसर\QT_QTO राजा\N_NN के\PSP जंगल\N_NN में\PSP चल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2272	तब\PR_PRL हीरा\N_NN के\PSP पियास\V_VM लगल\V_VAUX ।\RD_PUNC
msd2273	ऊ\PR_PRP पियास\N_NN से\PSP बेचैन\N_NN हो\V_VM गेलन\V_VAUX आउ\CC_CCD लाल\N_NN से\PSP कहलन\V_VM कि\CC_CCS हमरा\PR_PRP जल्दी\N_NN पानी\N_NN पिआंवऽ\V_VM ।\RD_PUNC
msd2274	नऽ\RP_NEG तऽ\CC_CCS पियासे\N_NN हम\PR_PRP मर\V_VM जबवऽ\V_VAUX ।\RD_PUNC
msd2275	इ\N_NN पर\PSP लाल\N_NN कहलन\V_VM कि\CC_CCS तू\PR_PRP तो\PR_PRL हमरा\PR_PRP पढ़ावे\V_VM ला\PSP आउ\CC_CCD राजनीति\N_NN सिखावे\V_VM ला\PSP कहलऽ\N_NN हल\V_VAUX आच\N_NN अपने\PR_PRP मरे\V_VM लगलऽ\V_VAUX ।\RD_PUNC
msd2276	फिनो\CC_CCD लाल\N_NN कहलन\V_VM कि\CC_CCS ।\RD_PUNC
msd2277	देखऽ\V_VM उहा\DM_DMD चील्ह\N_NN मंड़राइत\N_NN हवऽ\V_VM से\PSP उहई\DM_DMD पानी\N_NN मिलतवऽ\V_VM ।\RD_PUNC
msd2278	अभी\N_NN दूर\N_NN हवऽ\V_VM ।\RD_PUNC
msd2279	से\PSP ओहनी\N_NN कसके\N_NN घोड़ा\N_NN दउड़वलन\V_VM ।\RD_PUNC
msd2280	ऊ\PR_PRP जाह\N_NN पर\PSP दुनो\QT_QTC पहुच\V_VM गेलन\V_VAUX तो\PR_PRL देखइत\V_VM हथ\V_VAUX कि\CC_CCS एगो\QT_QTC खूव\N_NN बढ़िया\JJ महल\N_NN बनल\V_VM हेअऽ\V_VAUX ।\RD_PUNC
msd2281	बीच\N_NST में\PSP एगो\QT_QTC कुंआ\N_NN हेअऽ\V_VM ,\RD_PUNC जेकरा\PR_PRL पर\PSP डोल-डोरी\N_NN रखल\V_VM हेअऽ\V_VAUX ।\RD_PUNC
msd2282	घोड़ा\N_NN के\PSP पेड़\N_NN में\PSP बांध\V_VM के\PSP पानी\N_NN भरे\V_VM लगल\V_VAUX ।\RD_PUNC
msd2283	डोरी\N_NN उठवलन\V_VM आउ\CC_CCD कुआं\N_NN में\PSP डोल\N_NN डाललन\V_VM तो\PR_PRL देखइत\V_VM हथ\V_VAUX कि\CC_CCS चर-पांचगो\QT_QTC लइकनके\N_NN मुड़ी\N_NN ओकरा\PR_PRP में\PSP हंसइत\V_VM हेऽ\V_VAUX आउ\CC_CCD कहइत\V_VM हे\V_VAUX कि\CC_CCS हमनियों\N_NN पहिले\N_NST तोर\PR_PRP नियर\N_NN लाल\JJ हली\V_VM ।\RD_PUNC
msd2284	जब\PR_PRL तोर\PR_PRP बालटी\N_NN पानी\N_NN में\PSP ठेक\V_VM जतवऽ\V_VAUX तऽ\CC_CCS दानवा\N_NN खा\V_VM जतवऽ\V_VAUX आऊ\N_NN मुडी\N_NN इहईं\DM_DMD चल\V_VM अतवऽ\V_VAUX तोहर\PR_PRP ।\RD_PUNC
msd2285	लाल\N_NN बालटी\N_NN निकाल\V_VM के\PSP बाहर\N_NN कयलन\V_VM आउ\CC_CCD उहां\DM_DMD से\PSP बाहर\N_NN भागइत\V_VM -\RD_PUNC भागइत\V_VM दूनो\QT_QTC दोसर\QT_QTO राज\N_NN में\PSP आ\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2286	उहा\DM_DMD फिनो\CC_CCD हीरा\N_NN कहलन\V_VM कि\CC_CCS पियासे\N_NN प्रान\N_NN छटल\V_VM जाइत\V_VAUX हेअऽ\V_VAUX ।\RD_PUNC
msd2287	लाल\N_NN कहलन\V_VM कि\CC_CCS एही\DM_DMD राजनीति\N_NN सिखावे\V_VM ला\PSP कहलऽ\V_VM हल\V_VAUX कि\CC_CCS अपनहीं\N_NN पिआसे\N_NN मरल\V_VM जाइत\V_VAUX हऽ\V_VAUX ।\RD_PUNC
msd2288	फिनो\CC_CCD संतोस\N_NN करके\V_VM दूनो\QT_QTC आगे\N_NN बढ़लन\V_VM आउ\CC_CCD जहां\DM_DMR चील्द\N_NN मंड़राइत\V_VM हल\V_VAUX उहा\DM_DMR रुकलन\V_VM ।\RD_PUNC
msd2289	उहा\DM_DMD देखलन\V_VM कि\CC_CCS एगो\QT_QTC बड़का\JJ गो\RP_CL मकान\N_NN हेअऽ\V_VM ।\RD_PUNC
msd2290	ओकरा\PR_PRP में\PSP एगो\QT_QTC बूढा\N_NN रह\V_VM हेअऽ\V_VAUX ।\RD_PUNC
msd2291	ओकरा\PR_PRP सातगो\QT_QTC बेटा\N_NN आउ\CC_CCD सात\QT_QTC गो\RP_CL पुतोह\N_NN हेअऽ\V_VM ।\RD_PUNC
msd2292	एगो\QT_QTC बेटी\N_NN भी\RP_RPD हेअऽ\V_VM ।\RD_PUNC
msd2293	बेटिया\N_NN छोड़\V_VM के\PSP ओकरा\PR_PRP ही\RP_RPD सभे\N_NN ठगे\N_NN के\PSP काम\N_NN करऽ\V_VM हले\V_VAUX ।\RD_PUNC
msd2294	लाल\N_NN कुंआ\N_NN देख\V_VM के\PSP पानी\N_NN भरे\V_VM ला\PSP जइसहीं\DM_DMR तइयार\N_NN होयलन\V_VM तैसहीं\DM_DMR बड़की\N_NN पुतोहिया\N_NN घरे\N_NN से\PSP निकल\V_VM के\PSP कहलक\V_VM कि\CC_CCS ई\DM_DMI का\PR_PRQ करइत\V_VM हऽ\V_VAUX बाबू\N_NN ।\RD_PUNC
msd2295	से\PSP हम\PR_PRP तोरा\PR_PRP पानी\N_NN पिलायब\V_VM तब\PR_PRL तक\RP_RPD दूसरकी\QT_QTO निकलल\V_VM आउ\CC_CCD खटिया\N_NN ले\V_VAUX आयल\V_VM ,\RD_PUNC तिसरकी\QT_QTO बिछौना\N_NN बिछा\V_VM देलक\V_VAUX ।\RD_PUNC
msd2296	ई\DM_DMI तरह\RP_RPD से\PSP सब\QT_QTF काम\N_NN में\PSP लग\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2297	ननदी\N_NN पंखा\N_NN हंउके\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2298	उन\N_NN खनी\N_NN पुतोहिन\N_NN खाना\N_NN बनावे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2299	ऊ\PR_PRP सब\QT_QTF चीज\N_NN में\PSP जहर\N_NN मिला\V_VM के\PSP सब\QT_QTF खाना\N_NN तैयार\N_NN कयलन\V_VM ।\RD_PUNC
msd2300	एन्ने\N_NN पंखा\N_NN के\PSP हवा\N_NN लगे\V_VM से\PSP लाल\N_NN के\PSP नीन\N_NN पड़\V_VM गेल\V_VAUX ।\RD_PUNC
msd2301	सोते\N_NN में\PSP ओकरा\PR_PRP देख\V_VM के\PSP लड़कि्या\N_NN के\PSP मोह\N_NN भे\V_VM गेल\V_VAUX आउ\CC_CCD आंख\N_NN से\PSP आंसू\N_NN चल\V_VM गेल\V_VAUX ।\RD_PUNC
msd2302	लाल\N_NN रोवे\N_NN के\PSP कारण\N_NN पूछलक\V_VM ।\RD_PUNC
msd2303	लड़किया\N_NN कहलक\V_VM कि\CC_CCS हमर\PR_PRP भौजाई\N_NN खाना\N_NN में\PSP जहर\N_NN डाल\V_VM के\PSP बनौलकधुन\V_VM हेअऽ\V_VAUX ।\RD_PUNC
msd2304	तू\PR_PRP खयबऽ\V_VM आउ\CC_CCD तुरते\N_NN तोर\PR_PRP जान\N_NN चल\V_VM जयतवऽ\V_VAUX ।\RD_PUNC
msd2305	ओहनी\N_NN रहागीर\N_NN के\PSP ठगे\N_NN के\PSP काम\N_NN करऽ\V_VM हथ\V_VAUX ।\RD_PUNC
msd2306	एही\DM_DMD से\PSP हमरा\PR_PRP रोआई\N_NN छुट\V_VM गेल\V_VAUX ।\RD_PUNC
msd2307	लाल\N_NN लड़किया\N_NN के\PSP पांच\QT_QTC असर्फी\N_NN दे\V_VM देलक\V_VAUX ।\RD_PUNC
msd2308	फिनो\CC_CCD हीरा\N_NN से\PSP पूछलक\V_VM कि\CC_CCS हमनी\PR_PRP के\PSP बचे\V_VM के\PSP उपाय\N_NN करे\V_VM के\PSP चाहीं\V_VAUX ।\RD_PUNC
msd2309	हीरा\N_NN सब\QT_QTF पुतोहन\N_NN के\PSP कहलक\V_VM कि\CC_CCS तोहनी\PR_PRP जीभ\N_NN निकलले\V_VM एगो\QT_QTC घर\N_NN में\PSP खाना\N_NN ले\V_VAUX आवऽ\V_VM ,\RD_PUNC हमनी\PR_PRP दू्नो\N_NN अब\N_NN खबउअऽ\V_VM ।\RD_PUNC
msd2310	ओहनी\N_NN ओइसहीं\N_NN खाना\N_NN लावे\V_VM लगल\V_VAUX तो\PR_PRL लाल\N_NN ओहनी\N_NN के\PSP जीभ\N_NN काटले\V_VM जाय\V_VAUX ।\RD_PUNC
msd2311	ओहनी\N_NN सब\QT_QTF अललाइत\N_NN रहलन\V_VM आउ\CC_CCD ई\DM_DMI दूनो\QT_QTC घोड़ा\N_NN पर\PSP चढ़\V_VM के\PSP भाग\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2312	एने\DM_DMD सब\QT_QTF ठगवन\N_NN भाई\N_NN पहुंचलन\V_VM तो\PR_PRL खाय-पानी\N_NN माँगे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2313	एहनी\N_NN के\PSP जीभ\N_NN तो\PR_PRL हइए\N_NN न\RP_NEG हल\V_VAUX से\PSP सब\QT_QTF अललाय\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2314	भइवन\N_NN देखलन\V_VM तो\PR_PRL एहनी\N_NN के\PSP जीभे\N_NN न\RP_NEG हेऽ\V_VM ।\RD_PUNC
msd2315	ओहनी\N_NN समझगेलन\V_VM कि\CC_CCS एहनी\N_NN केकरो\PR_PRI फेरा\N_NN में\PSP पड़\V_VM गेल\V_VAUX हेऽ\V_VAUX ।\RD_PUNC
msd2316	से\PSP ओहनी\N_NN के\PSP सांढ़नी\N_NN पर\PSP चढ़\V_VM के\PSP रगेदलन\V_VAUX ।\RD_PUNC
msd2317	देखलन\V_VM कि\CC_CCS हीरा-लाल\N_NN घोड़ा\N_NN पर\PSP भागल\V_VM जाइत\V_VAUX हेऽ\V_VAUX ।\RD_PUNC
msd2318	पीछे\N_NST से\PSP ठगवन\N_NN के\PSP आवइत\V_VM देख\V_VM के\PSP लाल\N_NN बोललन\V_VM कि\CC_CCS अब\N_NN हमनी\PR_PRP के\PSP जान\N_NN गेलवऽ\V_VM ।\RD_PUNC
msd2319	हीरा\N_NN कहलन\V_VM कि\CC_CCS गउवां\N_NN में\PSP जा\V_VM के\PSP झट\N_NN से\PSP एगो\QT_QTC मकान\N_NN ।\RD_PUNC
msd2320	﻿हीरा\N_NN अप्पन\PR_PRP घर\N_NN बतौलन\V_VM ।\RD_PUNC
msd2321	राजा\N_NN सादी\N_NN के\PSP बारे\N_NN में\PSP मूछलन\V_VM तो\PR_PRL हीरा\N_NN कहलन\V_VM कि\CC_CCS हमर\PR_PRP देस\N_NN के\PSP चाल\N_NN से\PSP सादी\N_NN होयत\V_VM तो\PR_PRL करम\V_VM ।\RD_PUNC
msd2322	राजा\N_NN ई\DM_DMI सर्त\N_NN के\PSP मान\N_NN लेलक\V_VM आऊ\N_NN चट\N_NN मंड़वा\N_NN पट\N_NN भतवान\N_NN होके\V_VM ,\RD_PUNC सेनूर\N_NN तलवार\N_NN से\PSP देके\V_VM ,\RD_PUNC सादी\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd2323	सादी\N_NN के\PSP बाद\N_NN जब\PR_PRL कोहबर\N_NN मिलल\V_VM तो\PR_PRL दूनो\QT_QTC बीच\N_NN में\PSP तलवार\N_NN रख\V_VM के\PSP सूत\V_VM रहलन\V_VAUX ।\RD_PUNC
msd2324	कछ\N_NN दिना\N_NN के\PSP बाद\N_NN हीरा\N_NN राजा\N_NN से\PSP आंग्या\N_NN माग\V_VM के\PSP रात\N_NN में\PSP चउंकीदारी\N_NN करे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2325	एक\QT_QTC दिन\N_NN रात\N_NN में\PSP एगो\QT_QTC लइका\N_NN दीसा\N_NN फिरे\N_NN ला\PSP निकलल\V_VM तो\PR_PRL राजा\N_NN के\PSP मेहमान\N_NN डाटलन\V_VM तो\PR_PRL लइकबा\N_NN कहलक\V_VM कि\CC_CCS सरकार\N_NN हमरा\PR_PRP गरीब\N_NN लइका\N_NN गुने\N_NN न\RP_NEG डाटित\V_VM ही\V_VAUX ।\RD_PUNC
msd2326	से\PSP उका\N_NN पनेरनिया\N_NN रोज\N_NN राते\N_NN में\PSP अप्पन\PR_PRP भेंड़ा\N_NN चरावऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd2327	हीरा\N_NN कहलन\V_VM कि\CC_CCS चल\V_VM देखाबऽ\V_VM तो\PR_PRL ऊ\PR_PRP कहा\DM_DMQ हे\V_VAUX ।\RD_PUNC
msd2328	लइकबा\N_NN हीरा\N_NN के\PSP लेके\V_VM पनेरनिया\N_NN भीर\PSP पहंचल\V_VM तो\PR_PRL पनेरनिया\N_NN भेंड़ा\N_NN के\PSP साथे\N_NN निकलल\V_VM ।\RD_PUNC
msd2329	राजा\N_NN कहलन\V_VM कि\CC_CCS एकरा\DM_DMD जल्दी\N_NN मानुस\N_NN बनाव\V_VM न\RP_NEG तऽ\CC_CCS अभी\N_NN जान\N_NN मार\V_VM देबऊऽ\V_VAUX ।\RD_PUNC
msd2330	पनेरनिया\N_NN ओकरा\PR_PRP अदमी\N_NN बना\V_VM देलक\V_VAUX आउ\CC_CCD घर\N_NN मे\PSP लुका\V_VM देलक\V_VAUX ।\RD_PUNC
msd2331	एने\DM_DMD हीरा\N_NN लाल\N_NN से\PSP कहलन\V_VM कि\CC_CCS हम\PR_PRP तोरा\PR_PRP राजा\N_NN के\PSP बेटी\N_NN से\PSP सादी\N_NN करदेलिवऽ\V_VM हे\V_VAUX ,\RD_PUNC से\PSP राजदरवार\N_NN में\PSP चल\V_VM जा\V_VAUX ।\RD_PUNC
msd2332	लाल\N_NN जाके\V_VM देखइत\V_VM हध\V_VAUX कि\CC_CCS राजकुमार\N_NN एक\QT_QTC पाटी\N_NN तर\PSP अलगेा\N_NN सुतल\V_VM हथ\V_VAUX आउ\CC_CCD बीच\N_NST मे\PSP तलवार\N_NN रखल\V_VM हे\V_VAUX ।\RD_PUNC
msd2333	एहू\N_NN जाके\V_VM एक\QT_QTC दने\N_NN ओयसहीं\N_NN रोज\N_NN सुतेलगलन\V_VM ।\RD_PUNC
msd2334	एक\QT_QTC दिन\N_NN लड़किया\N_NN कहलक\V_VM कि\CC_CCS हमरा\PR_PRP नीच\N_NN के\PSP संग\N_NN सादी\N_NN हो\V_VM गेल\V_VAUX हे\V_VAUX ।\RD_PUNC
msd2335	लाल\N_NN बातसुन\N_NN के\PSP रात\N_NN में\PSP उठलन\V_VM आउ\CC_CCD अप्पन\PR_PRP किराया\N_NN ओला\N_NN घर\N_NN में\PSP फिनो\CC_CCD आ\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2336	राजकुमारी\N_NN भी\RP_RPD इनकर\N_NN पीछे-पीछे\N_NN आ\V_VM गेल\V_VAUX ।\RD_PUNC
msd2337	इहाँ\DM_DMD राजा\N_NN के\PSP लड़की\N_NN हीरा\N_NN आउ\CC_CCD लाल\N_NN तीनो\QT_QTC साथे\N_NN रहे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2338	कुछ\QT_QTF दिन\N_NN के\PSP बाद\N_NN राजकुमारी\N_NN के\PSP ओही\DM_DMD घर\N_NN में\PSP रख\V_VM के\PSP हीरा\N_NN आऊ\N_NN लाल\N_NN चललन\V_VM ।\RD_PUNC
msd2339	उनका\PR_PRP जाइत\V_VM देख\V_VM के\PSP फिनो\CC_CCD ठगवन\N_NN मारे\V_VM ला\PSP चललन\V_VM ।\RD_PUNC
msd2340	इहां\N_NN हीरा\N_NN आउ\CC_CCD लाल\N_NN घोड़ा\N_NN पर\PSP पीठ\N_NN में\PSP पीठ\N_NN जोड़ा\N_NN के\PSP दूनो\QT_QTC दने\N_NN से\PSP ठगवन\N_NN के\PSP साथ\PSP लड़े\V_VM लगलन\V_VAUX आऊ\N_NN ओहनी\N_NN स्ब\N_NN के\PSP काट\V_VM देलन\V_VAUX ।\RD_PUNC
msd2341	अ्ब\N_NN एगो\QT_QTC बुढ़वा\N_NN ठग\N_NN बच\V_VM गेल\V_VAUX ।\RD_PUNC
msd2342	ऊ\PR_PRP कहलक\V_VM कि\CC_CCS हम\PR_PRP एगो\QT_QTC अकेले\N_NN बच\V_VM गेलिअऊ\V_VAUX हे\V_VAUX ।\RD_PUNC
msd2343	से\PSP बाबू\N_NN हमरा\PR_PRP ले\V_VAUX के\PSP चलऽ\V_VM तोरा\PR_PRP टहल-टिकोरा\V_VM करबवऽ\V_VAUX ।\RD_PUNC
msd2344	तीनो\QT_QTC साथे\N_NN चललन\V_VM जहां\DM_DMR पोखरा\N_NN में\PSP से\PSP नाग\N_NN निकलके\V_VM मिस्त्री\N_NN के\PSP लकड़ी\N_NN के\PSP बोझा\N_NN में\PSP लाल\N_NN उगिललक\V_VM हले\V_VAUX ।\RD_PUNC
msd2345	पोखरा\N_NN पर\PSP उतर\N_NN के\PSP हीरा\N_NN ओकरा\PR_PRP मे\PSP नेहाय\V_VM गेलन\V_VAUX तलग\N_NN बुढ़वा\N_NN लाल\N_NN के\PSP मूड़ी\N_NN पर\PSP अइसन\RP_RPD तलवार\N_NN मारलक\V_VM कि\CC_CCS ओकर\PR_PRP मूड़ी\N_NN कटगेल\V_VM ।\RD_PUNC
msd2346	हीरा\N_NN पोखरा\N_NN से\PSP रोते\N_NN अयलन\V_VM बुढ़वा\N_NN कहलक\V_VM कि\CC_CCS अब\N_NN का\PR_PRQ देखइत\V_VM हें\V_VAUX ।\RD_PUNC
msd2347	चल\V_VM हीरा\N_NN ।\RD_PUNC
msd2348	हीरा\N_NN चले\V_VM लगलन\V_VAUX आउ\CC_CCD अप्पन\PR_PRP गहना\N_NN गिरावे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2349	बुढ़वा\N_NN से\PSP कहलन\V_VM कि\CC_CCS हमर\PR_PRP गहना\N_NN उठाके\V_VM दे\V_VAUX अंत\N_NN में\PSP चन्द्ररहार\N_NN गिरवलनऽ\V_VM आउ\CC_CCD मांगलन\V_VM ,\RD_PUNC तब\PR_PRL हीरा\N_NN कहलन\V_VM कि\CC_CCS हमरा\PR_PRP तूं\PR_PRP ले\V_VAUX जा\V_VM के\PSP का\PR_PRQ कर्वें\V_VM ।\RD_PUNC
msd2350	तूं\N_NN तो\PR_PRL बूड़ा\N_NN हो\V_VM गेले\V_VAUX हें\V_VAUX ।\RD_PUNC
msd2351	तोर\PR_PRP लइका\N_NN हइए\V_VM न\RP_NEG हउ\V_VAUX ।\RD_PUNC
msd2352	तूं\PR_PRP हमरा\PR_PRP छोड़\V_VM आउ\CC_CCD चन्द्रहार\N_NN लेले\V_VM ।\RD_PUNC
msd2353	बुढ़वा\N_NN जैसे\N_NN ही\RP_RPD चन्द्रहार\N_NN लेवे\V_VM ला\PSP निहुरलक\V_VM कि\CC_CCS हीरा\N_NN तलवार\N_NN निकाल\V_VM के\PSP मार\V_VM देलन\V_VAUX ।\RD_PUNC
msd2354	ऊ\PR_PRP ओहिजा\N_NN मर\V_VM गेल\V_VAUX ।\RD_PUNC
msd2355	हीरा\N_NN घोड़ा\N_NN लौटा\V_VM के\PSP पोखरा\N_NN पर\PSP ले\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2356	ऊ\PR_PRP लाल\N_NN के\PSP मुड़ी\N_NN आउ\CC_CCD देह\N_NN लेके\V_VM रोवे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd2357	आधी\N_NN रात\N_NN में\PSP एतना\QT_QTF जार-बेजार\N_NN रोवे\V_VM लगलन\V_VAUX कि\CC_CCS ऊनकर\PR_PRP रोआई\N_NN सुन\V_VM के\PSP पेड़\N_NN के\PSP पता\N_NN झरे\V_VM लगल\V_VAUX ।\RD_PUNC
msd2358	पोखरा\N_NN के\PSP पानी\N_NN ऊखिल-बिखिल\N_NN होवे\V_VM लगल\V_VAUX ।\RD_PUNC
msd2359	जंगल\N_NN के\PSP पेड़-पौधा\N_NN जनावर\N_NN सब\QT_QTF बेआकुल\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2360	ओही\DM_DMD रस्ता\N_NN से\PSP महादे\N_NNP जी\N_NN आउ\CC_CCD गौरा\N_NNP पारवती\N_NNP जी\N_NN जाइत\V_VM हलन\V_VAUX ।\RD_PUNC
msd2361	पारबती\N_NNP जी\N_NN कहलन\V_VM कि\CC_CCS कउन\PR_PRQ रोइत\V_VM हे\V_VAUX ।\RD_PUNC
msd2362	चल\V_VM के\PSP देखे\V_VM के\PSP चाही\V_VAUX ।\RD_PUNC
msd2363	हठ\N_NN कयला\N_NN पर\PSP दूनो\QT_QTC देखे\V_VM गेलन\V_VAUX तो\PR_PRL देखइत\V_VM हथ\V_VAUX कि\CC_CCS ओकरा\PR_PRP रोआई\N_NN सुन\V_VM के\PSP पोखरा\N_NN के\PSP पानी\N_NN सुखइत\V_VM हे\V_VAUX ।\RD_PUNC
msd2364	फल-फरहरी\N_NN गिरइत\V_VM हे\V_VAUX ।\RD_PUNC
msd2365	पारवती\N_NNP जी\N_NN के\PSP जिदद\N_NN कयला\V_VM पर\PSP महादे\N_NNP जी\N_NN लाल\N_NN के\PSP जिआ\V_VM देलन\V_VAUX आउ\CC_CCD अपने\PR_PRP अन्तर्धान\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd2366	एनो\N_NN हीरा\N_NN आउ\CC_CCD लाल\N_NN फिनो\CC_CCD किरायाओला\N_NN घर\N_NN में\PSP आ\V_VM गेलन\V_VAUX ,\RD_PUNC जहाँ\PR_PRL राजकुमारी\N_NN आसा\N_NN में\PSP रह\V_VM रहलन\V_VAUX हल\V_VAUX ।\RD_PUNC
msd2367	﻿किराया\N_NN के\PSP घर\N_NN में\PSP आ\V_VM गेला\V_VAUX पर\PSP राजकुमारी\N_NN से\PSP हीरा\N_NN पूछलन\V_VM कि\CC_CCS लाल\N_NN काहे\CC_CCS भाग\V_VM गेलथुन\V_VM हले\V_VAUX ।\RD_PUNC
msd2368	राजकुमारी\N_NN कहलन\V_VM कि\CC_CCS एक\QT_QTC दिन\N_NN हम\PR_PRP कहली\V_VM कि\CC_CCS आज\N_NN तलक\N_NN कई\QT_QTF दिन\N_NN से\PSP साथे\N_NN सुतली\V_VM बाकि\CC_CCD बोलचाल\V_VM न\RP_NEG भेल\V_VM हे\V_VAUX ,\RD_PUNC से\PSP मालूम\N_NN पड़इत\V_VM हे\V_VAUX कि\CC_CCS हमरा\PR_PRP नीच\N_NN के\PSP संग\N_NN सादी\N_NN हो\V_VM गेल\V_VAUX हे\V_VAUX ।\RD_PUNC
msd2369	इ\DM_DMD बात\N_NN सुन\V_VM के\PSP लाल\N_NN उहा\DM_DMR से\PSP चल\V_VM अयलन\V_VAUX ,\RD_PUNC तो\PR_PRL हमहूं\N_NN इनका\PR_PRP साथे\N_NN इहां\DM_DMR तक\RP_RPD आ\V_VM गेली\V_VAUX हे\V_VAUX ।\RD_PUNC
msd2370	हीरा\N_NN कहलन\V_VM कि\CC_CCS हमहूं\PR_PRP इनका\PR_PRP साथे\N_NN एतना\QT_QTF दिन\N_NN से\PSP रहली\V_VM हे\V_VAUX बाकि\CC_CCD उनकर\PR_PRP जात\N_NN न\RP_NEG जान\N_NN लीं\V_VM हे\V_VAUX से\PSP पुछेके\V_VM चाहीं\V_VAUX ।\RD_PUNC
msd2371	हीरा\N_NN उनकर\PR_PRP जात\N_NN पुछे\V_VM लगलन\V_VAUX बाकि\CC_CCD लाल\N_NN बतावे\V_VM ला\PSP न\RP_NEG तैयार\V_VM होयलन\V_VAUX ।\RD_PUNC
msd2372	एक\QT_QTC दिन\N_NN ऊ\PR_PRP कहलन\V_VM कि\CC_CCS हमर\PR_PRP जाते\N_NN जाने\V_VM ला\PSP हवऽ\V_VAUX तो\PR_PRL चलऽ\V_VM ऊ\PR_PRP पोखरवा\N_NN पर\PSP बता\V_VM दिवऽ\V_VAUX ।\RD_PUNC
msd2373	पोखरा\N_NN में\PSP जाके\V_VM लाल\N_NN हेल\V_VM गेलन\V_VAUX आउ\CC_CCD कहलन\V_VM कि\CC_CCS फिनो\CC_CCD हमर\PR_PRP जात\N_NN पुछवऽ\V_VM ।\RD_PUNC
msd2374	हीरा\N_NN पूछलन\V_VM कि\CC_CCS जतिया\N_NN तो\PR_PRL बतावे\V_VM ही\RP_RPD पड़तवऽ\V_VM ।\RD_PUNC
