ID	Value
msd1233	फिन\CC_CCD तहियावे\N_NN लागी\PSP छोड़\V_VM देलन\V_VAUX ।\RD_PUNC
msd1234	धोबी\N_NN कहलक\V_VM कि\CC_CCS जा\V_VM बेटा\N_NN घरे\N_NN ,\RD_PUNC हम\PR_PRP इन्द्रासन\N_NNP में\PSP कपड़ा\N_NN देले\V_VM आवइत\V_VM ही\V_VAUX ।\RD_PUNC
msd1235	धोबिन\N_NN जब\PR_PRL इन्द्रासन\N_NNP में\PSP कपड़ा\N_NN ले\V_VM गेल\V_VAUX ,\RD_PUNC तो\PR_PRL देरी\N_NN के\PSP कारण\N_NN सभे\N_NN पड़ी\N_NN खिसिआय\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1236	तब\PR_PRL ऊ\PR_PRP बोलल\V_VM कि\CC_CCS हमर\PR_PRP बहिन\N_NN -\RD_PUNC बेटा\N_NN आयल\V_VM हल\V_VAUX सेई\N_NN से\PSP जरा\N_NN देरी\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1237	सब\QT_QTF परी\N_NN अप्पन-अप्पन\PR_PRP कपड़ा\N_NN पहिन\V_VM के\PSP चल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd1238	हंसती\JJ परी\N_NN जइसहें\PR_PRF अप्पन\PR_PRP कपड़ा\N_NN के\PSP तह\N_NN उघारलक\V_VM तइसरहीं\PR_PRF ओकरा\PR_PRP अँगूठी\N_NN मिलल\V_VM ।\RD_PUNC
msd1239	आँगूठी\N_NN के\PSP पहचान\V_VM गेल\V_VAUX आउ\CC_CCD घोबिन\N_NN से\PSP पूछलक\V_VM कि\CC_CCS सचमुच\N_NN में\PSP ऊ\PR_PRP तोर\PR_PRP बहिन\N_NN -\RD_PUNC बेटा\N_NN हऊ\V_VAUX धोबिन\N_NN ।\RD_PUNC
msd1240	धोबिन\N_NN बोलल\V_VM कि\V_VAUX हाँ\RP_RPD ।\RD_PUNC
msd1241	हँसती\JJ परी\N_NN मन\N_NN में\PSP सोचलक\N_NN कि\CC_CCS ऊ\PR_PRP हमरा\PR_PRP खातिर\N_NN जात\N_NN भी\RP_RPD गवाँ\V_VM देलन\V_VAUX ।\RD_PUNC
msd1242	एकरा\DM_DMD पर\PSP धोबिन\N_NN से\PSP कहलक\V_VM कि\V_VAUX अप्पन\PR_PRP बहिन\N_NN -\RD_PUNC बेटा\N_NN के\PSP खूब\QT_QTF बढ़ियाँ\JJ से\PSP खिलइहें\V_VM -\RD_PUNC पिलइहें\V_VM आउ\CC_CCD कल्ह\V_VM उनका\PR_PRP अपना\PR_PRF साथे\PSP जरा\N_NN लेते\N_NN अइहे\V_VM नऽ\RP_NEG ।\RD_PUNC
msd1243	जब\PR_PRL धोबिन\N_NN घरे\N_NN आयल\V_VM तो\PR_PRL राजा\N_NN पुछलन\V_VM कि\CC_CCS ए\N_NN मौसी\N_NN कि\CC_CCS ओहनी\PR_PRP कुछ\QT_QTF बोलतो\V_VM हलथुन\V_VAUX ।\RD_PUNC
msd1244	ना\RP_NEG बाबू\N_NN ,\RD_PUNC खाली\N_NN हँसती\V_VM परी\N_NN कहइत\V_VM हल\V_VAUX कि\CC_CCS जरा\QT_QTF हमर\PR_PRP बहिन\N_NN -\RD_PUNC बेटा\N_NN के\PSP साथे\PSP लेते\V_VM अइहें\V_VAUX ।\RD_PUNC
msd1245	दोसर\QT_QTO दिन\N_NN घोबिन\N_NN बहिन\N_NN -\RD_PUNC बेटा\N_NN के\PSP इन्द्रासन\N_NNP में\PSP लेले\V_VM गेल\V_VAUX ।\RD_PUNC
msd1246	राजा\N_NN बनरी\N_NN (\RD_SYM हंसती\JJ परी\N_NN )\RD_SYM के\PSP देख\V_VM के\V_VAUX कहलन\V_VM कि\CC_CCS हमरा\PR_PRP छोड़\V_VM के\PSP तू\PR_PRP इहाँ\DM_DMD चल\V_VM अयला\V_VAUX ,\RD_PUNC हम\PR_PRP कइसे\PR_PRQ जीयब\V_VM ।\RD_PUNC
msd1247	सेकरे\DM_DMD पर\PSP बनरी\N_NN कहलक\V_VM कि\CC_CCS हम\PR_PRP इन्द्रासन\N_NNP के\PSP परी\N_NN ही\RP_RPD जब\PR_PRL तक\PR_PRF इन्द्र\N_NNP महराज\N_NN से\PSP हुकुम\N_NN नऽ\RP_NEG लेबऽ\V_VAUX तब\PR_PRL तक\PSP हम\PR_PRP कइसे\PR_PRQ जायब\V_VM ।\RD_PUNC
msd1248	बाकि\CC_CCD हर\N_NN एगो\QT_QTC उपाय\N_NN बतावइत\V_VM हिवऽ\V_VAUX ओइसही\N_NN करिहँऽ\V_VM ।\RD_PUNC
msd1249	तीसो\QT_QTC दिन\N_NN की\PSP तरह\N_NN ।\RD_PUNC
msd1250	﻿आज\N_NN भी\RP_RPD नाच\N_NN होतवऽ\V_VAUX ।\RD_PUNC
msd1251	तबलची\N_NN बड़ी\JJ गाँजेड़ी\N_NN हे\V_VAUX ,\RD_PUNC तू\PR_PRP ढेर\QT_QTF मानी\N_NN गाँजा\N_NN लेके\N_NN तबलची\N_NN के\PSP बगल\N_NN में\PSP बइठ\V_VM जइहँऽ\N_NN आउ\CC_CCD हाली\RB -\RD_PUNC हाली\RB गाँजा\N_NN बना\V_VM के\PSP ओकरा\PR_PRP ताबड\N_NN -\RD_PUNC तोड़\V_VM पिलइहँऽ\V_VAUX ।\RD_PUNC
msd1252	तब\PR_PRL तबलची\N_NN नीसा\N_NN में\PSP हो\V_VM जतवऽ\V_VAUX तब\PR_PRL इन्द्र\N_NNP महाराज\N_NN खिसिया\N_NN के\PSP दूसर\QT_QTC तबलची\N_NN खोजिहें\V_VM ।\RD_PUNC
msd1253	एकरे\N_NN पर\PSP झट\N_NN से\PSP तू\PR_PRP तबलवा\N_NN बजावे\V_VM लगिहँऽ\V_VAUX ।\RD_PUNC
msd1254	आउ\CC_CCD हम\PR_PRP खुब\QT_QTF नचबवऽ\V_VM ।\RD_PUNC
msd1255	नाच\N_NN देख\V_VM के\V_VAUX इन्द्र\N_NNP महराज\N_NN तोरा\PR_PRP इनाम\N_NN माँगे\V_VM कहतथुन\V_VAUX ।\RD_PUNC
msd1256	जब\PR_PRL तीन\QT_QTC बचन\N_NN दे\V_VM देथुन\V_VAUX तब\PR_PRL तू\PR_PRP हमरा\PR_PRP माँग\V_VM लिहऽ\V_VAUX ।\RD_PUNC
msd1257	दोसर\QT_QTO दिन\N_NN राजा\N_NN के\PSP लड़का\N_NN ओइसहीं\RP_RPD कयलक\V_VM आउ\CC_CCD तबलची\N_NN के\PSP नीसा\N_NN आ\V_VM गेला\V_VAUX पर\PSP कइसहुँ\N_NN ऊ\PR_PRP तबला\N_NN बजबलक\N_NN बाकि\CC_CCD ऊ\PR_PRP दिन\N_NN हँसती\JJ परी\N_NN खूब\QT_QTF नाचल\V_VM ।\RD_PUNC
msd1258	इन्द्र\N_NNP महाराज\N_NN खुस\N_NN होके\V_VM तबलची\N_NN से\PSP इनाम\N_NN माँगे\V_VM ला\V_VAUX कहलन\V_VM नो\CC_CCD ऊ\PR_PRP तीन\QT_QTC बचन\N_NN लेके\V_VM हँसती\JJ परी\N_NN के\PSP माँग\V_VM लेलक\N_NN ।\RD_PUNC
msd1259	बचन\N_NN हार\N_NN के\PSP इन्द्र\N_NNP महराज\N_NN बड़ी\JJ मन\N_NN -\RD_PUNC मसोस\N_NN के\PSP हँसती\JJ परी\N_NN के\PSP ले\V_VAUX जाय\V_VM ला\V_VAUX हुकुम\N_NN देलन\V_VM ।\RD_PUNC
msd1260	उहाँ\DM_DMD से\PSP हँसती\JJ परी\N_NN आउ\CC_CCD राजा\N_NN के\PSP लड़का\N_NN अप्पन\PR_PRP राज\N_NN में\PSP चल\V_VM अयलन\V_VAUX आउ\CC_CCD खुसी\N_NN से\PSP रहे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd1261	जैन\N_NNP आउ\CC_CCD मेठ\N_NNP सुबरन\N_NN सुन्नरी\N_NN कहताहर\N_NN -\RD_PUNC राजदेव\N_NNP सिंह\N_NNP ,\RD_PUNC ग्राम\N_NN टिकुली\N_NNP ,\RD_PUNC जिला\N_NN -\RD_PUNC औरंगाबाद\N_NNP ।\RD_PUNC
msd1262	एगो\QT_QTC राजा\N_NN हलन\V_VM ।\RD_PUNC
msd1263	उनकर\PR_PRP एगो\QT_QTC बेटा\N_NN हलऽ\V_VM ।\RD_PUNC
msd1264	राजा\N_NN बेटा\N_NN के\PSP पढ़े\V_VM लागी\PSP गुरु\N_NN के\PSP पास\N_NN भेज\V_VM देलन\V_VM हल\V_VAUX ।\RD_PUNC
msd1265	लड़का\N_NN के\PSP नाम\N_NN हल\V_VM जैन\N_NN ।\RD_PUNC
msd1266	जैन\N_NN बड़ी\JJ भारी\N_NN मेहनत\N_NN से\PSP पढ़इत\V_VM हल\V_VAUX ।\RD_PUNC
msd1267	गुरु\N_NN जी\N_NN के\PSP भी\RP_RPD एगो\QT_QTC खूब\RB सुन्नर\JJ लड़की\N_NN हल\V_VM ।\RD_PUNC
msd1268	जैन\N_NN के\PSP देख\V_VM के\PSP ऊ\PR_PRP लड़की\N_NN मोहित\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1269	दुनो\QT_QTC में\PSP रोज\N_NN बात-चीत\N_NN होवऽ\V_VM हल\V_VAUX ।\RD_PUNC
msd1270	बाकि\CC_CCD जैन\N_NN बह्मचारी\N_NN हल\V_VM ।\RD_PUNC
msd1271	गुरु\N_NN -\RD_PUNC लड़की\N_NN के\PSP साथ\PSP जैन\N_NNP बहिन\N_NN के\PSP तरह\RP_RPD व्यवहार\N_NN करऽ\V_VM हल\V_VAUX ।\RD_PUNC
msd1272	एक\QT_QTC समय\N_NN के\PSP बात\N_NN हेय\V_VM कि\CC_CCS राजा\N_NN के\PSP बेटा\N_NN के\PSP बिआह\N_NN करे\V_VM लागी\V_VAUX कहलन\N_NN ।\RD_PUNC
msd1273	ई\DM_DMI खबर\N_NN सुन\V_VM के\V_VAUX गुरु\N_NN जी\N_NN के\PSP लड़की\N_NN कहलक\V_VM कि\CC_CCS तू\PR_PRP हमरा\PR_PRP से\PSP विवाह\N_NN कर\V_VM लऽ\V_VAUX ।\RD_PUNC
msd1274	जैन\N_NNP लड़की\N_NN के\PSP बात\N_NN नऽ\RP_NEG मानलक\V_VM तो\PR_PRL लड़की\N_NN अपन\PR_PRP झूला\N_NN आउ\CC_CCD साड़ी\N_NN फार\N_NN के\PSP अप्पन\PR_PRP बाप\N_NN से\PSP कहलक\V_VM कि\CC_CCS बापजान\N_NN हमरा\PR_PRP जैन\N_NNP बरिआरी\N_NN बेइज्जत\N_NN कयलक\V_VM हे\V_VAUX ।\RD_PUNC
msd1275	गुरु\N_NN सुन\V_VM के\PSP जैन\N_NNP पर\PSP बड़ी\RB खिसिअयलन\V_VM आउ\CC_CCD जाके\V_VM ओकर\PR_PRP बाप\N_NN राजा\N_NN से\PSP कहलन\V_VM कि\CC_CCS कोई\PR_PRI अदमी\N_NN कोई\PR_PRI अउरत\N_NN के\PSP बरिआरी\N_NN बेइज्जत\N_NN करे\N_NN तो\PR_PRL ओकर\PR_PRP कउन\PR_PRQ सजाय\N_NN देल\V_VM जायत\V_VAUX ।\RD_PUNC
msd1276	राजा\N_NN कहलन\V_VM कि\CC_CCS ओकरा\PR_PRP फाँसी\N_NN देल\V_VM जायत\V_VAUX ।\RD_PUNC
msd1277	गुरु\N_NN जी\N_NN सारा\QT_QTF हाल\N_NN कह\V_VM सुनौलन\V_VM ।\RD_PUNC
msd1278	सुनके\V_VM राजा\N_NN कहलन\V_VM कि\CC_CCS लगऽ\V_VM हे\V_VAUX अपने\PR_PRP ओकरा\PR_PRP बढ़ियाँ\JJ से\PSP शिक्षा\N_NN नऽ\RP_NEG देली\V_VM हे\N_NN ।\RD_PUNC
msd1279	ठीक\N_NN हे\V_VM तो\PR_PRL जैन\N_NNP के\PSP सजाय\N_NN में\PSP हम\PR_PRP ओकरा\PR_PRP राज\N_NN से\PSP निकाल\V_VM देइत\V_VAUX ही\V_VAUX ।\RD_PUNC
msd1280	जैन\N_NNP घर\N_NN से\PSP निकाल\V_VM देल\V_VAUX गेल\V_VAUX ।\RD_PUNC
msd1281	मरे\N_NN से\PSP जाइत-जाइत\V_VM जंगल-झाड़\N_NN में\PSP पहुँचल\V_VM ।\RD_PUNC
msd1282	ऊ\PR_PRP जंगल\N_NN में\PSP एगो\QT_QTC पुल\N_NN मिलल\V_VM ।\RD_PUNC
msd1283	ऊ\PR_PRP पुल\N_NN तर\PSP तीन\QT_QTC -\RD_PUNC चार\QT_QTC गो\RP_CL चोर\N_NN रह\V_VM हलन\V_VAUX आउ\CC_CCD राही\N_NN -\RD_PUNC बटोही\N_NN के\PSP मार\V_VM -\RD_PUNC पीट\V_VM के\PSP माल\N_NN -\RD_PUNC असबाब\N_NN छीन\V_VM ले\V_VAUX हलन\V_VAUX ।\RD_PUNC
msd1284	जैन\N_NNP ओहिजा\N_NN पहुँचल\V_VM तो\PR_PRL रात\N_NN हो\V_VM गेल\V_VAUX हल\V_VAUX ।\RD_PUNC
msd1285	चोर\N_NN लोग\N_NN पुछलन\V_VM कि\CC_CCS कउन\PR_PRQ हे\V_VM ।\RD_PUNC
msd1286	तऽ\CC_CCS ऊ\PR_PRP कहलक\V_VM कि\CC_CCS हम\PR_PRP जैन\N_NN ही\V_VM ।\RD_PUNC
msd1287	जैन\N_NNP बड़ी\JJ मजबूत\N_NN आउ\CC_CCD बहादुर\N_NN हल\V_VM ।\RD_PUNC
msd1288	तीनों\QT_QTC -\RD_PUNC चारो\QT_QTC चोर\QT_QTC ओकरा\PR_PRP में\PSP लपटा\N_NN गेलन\V_VM तो\PR_PRL जैन\N_NNP अकेले\N_NN उनकरा\N_NN के\PSP मार\V_VM -\RD_PUNC मार\V_VM के\PSP छत्ता\N_NN कर\V_VM देलक\V_VAUX ।\RD_PUNC
msd1289	तब\PR_PRL चोरवन\N_NN सोचलन\V_VM कि\CC_CCS एकरा\DM_DMD कइसहूँ\RB जान\N_NN मार\V_VM देवे\V_VAUX के\PSP चाहीं\V_VM ।\RD_PUNC
msd1290	ओहनी\N_NN तीन\QT_QTC -\RD_PUNC चार\QT_QTC सौ\QT_QTC लड़की\N_NN आउ\CC_CCD अउरत\N_NN के\PSP बन्द\N_NN कयले\V_VM हलन\V_VAUX आउ\CC_CCD काफी\N_NN घन\N_NN -\RD_PUNC दौलत\N_NN जमा\N_NN कयले\V_VM हलन\V_VAUX ।\RD_PUNC
msd1291	चोरवन\N_NN कहलन\V_VM कि\CC_CCS अगर\CC_CCS तू\PR_PRP बह्मचारी\N_NN हे\V_VM तो\PR_PRL ओने\N_NN एगो\QT_QTC मंदिर\N_NN के\PSP बगल\N_NST में\PSP भारी\JJ गरम\JJ जल\N_NN के\PSP कुण्ड\N_NN हे\V_VM ।\RD_PUNC
msd1292	ओही\DM_DMD कुण्ड\N_NN के\PSP पास\N_NST एगो\QT_QTC देवता\N_NN पत्थल\N_NN हो\N_NN गेलन\V_VM हे\V_VAUX ।\RD_PUNC
msd1293	उनका\PR_PRP सराप\N_NN हे\V_VM कि\CC_CCS कोई\PR_PRI बह्मचारी\N_NN ऊ\PR_PRP गरम\N_NN कुण्ड\N_NN में\PSP नेहा\V_VM -\RD_PUNC घोवा\V_VM के\V_VAUX पत्थल\N_NN के\PSP छू\V_VM देत\V_VAUX तब\PR_PRL ऊ\PR_PRP असली\N_NN रूप\N_NN में\PSP देवता\N_NN बन\V_VM जयतन\V_VAUX ।\RD_PUNC
msd1294	जैन\N_NNP के\PSP पुरा\QT_QTF विस्वास\N_NN हल\V_VM ।\RD_PUNC
msd1295	﻿हल\V_VM कि\CC_CCS ऊ\PR_PRP जरूर\N_NN बह्मचारी\N_NN हे\V_VM ।\RD_PUNC
msd1296	ई\DM_DMI सोच\V_VM के\V_VAUX ऊ\PR_PRP ओहनी\N_NN के\PSP कहे\V_VM मोताविक\N_NN ओही\DM_DMD मंदिर\N_NN भीर\N_NN गेल\V_VM ।\RD_PUNC
msd1297	जाके\V_VM देखइत\V_VM हथ\V_VAUX कि\CC_CCS ठीके\N_NN में\PSP एगो\QT_QTC पत्थल\N_NN के\PSP मूर्ति\N_NN हे\V_VM आउ\CC_CCD ओही\DM_DMD मंदिर\N_NN भीर\N_NN एगो\QT_QTC कुण्डो\N_NN हे\V_VM ।\RD_PUNC
msd1298	जैन\N_NNP जाके\V_VM कुण्ड\N_NN में\PSP नेहयलक\V_VM आउ\CC_CCD पत्थल\N_NN के\PSP छू\V_VM देलक\V_VAUX तो\PR_PRL पत्थल\N_NN देवता\N_NN बन\V_VM गेलन\V_VAUX आउ\CC_CCD बर\N_NN माँगे\V_VM ला\V_VAUX कहललन\V_VM ।\RD_PUNC
msd1299	जैन\N_NNP कहलन\V_VM कि\CC_CCS हमरा\PR_PRP कउनो\N_NN चीज\N_NN के\PSP कमी\N_NN नऽ\RP_NEG हे\V_VM बाकि\CC_CCD देवता\N_NN प्रसन्न\N_NN होके\V_VM अपने\PR_PRP से\PSP तीन\QT_QTC गो\RP_CL चीज\N_NN देलन\V_VM ।\RD_PUNC
msd1300	एगो\QT_QTC डंटा\N_NN देलन\V_VM आउ\CC_CCD कहलन\V_VM कि\CC_CCS एकरा\DM_DMD से\PSP जेकरा\PR_PRL मरिला\N_NN कहबऽ\V_VM ओकरा\PR_PRP मार-पीट\N_NN के\PSP ई\DM_DMI ठीक\N_NN कर\V_VM देतवऽ\V_VAUX ऊ\PR_PRP चाहे\N_NN केतनो\DM_DMQ बरिआर\N_NN होय\V_VM ।\RD_PUNC
msd1301	एगो\QT_QTC झोली\N_NN देलन\V_VM आउ\CC_CCD कहलन\V_VM कि\CC_CCS झोली\N_NN से\PSP जउन\PR_PRL चीज\N_NN मँगवऽ\V_VM तउन\PR_PRL चीज\N_NN निकलतवऽ\V_VM ।\RD_PUNC
msd1302	एगो\QT_QTC चादर\N_NN देलन\V_VM आउ\CC_CCD कहलन\V_VM कि\CC_CCS एकरा\DM_DMD ओढ़े\N_NN से\PSP केतनो\PR_PRQ ठंढा\N_NN होतवऽ\V_VM तो\PR_PRL नऽ\RP_NEG लगतवऽ\V_VM आउ\CC_CCD आग\N_NN से\PSP भी\RP_RPD नऽ\RP_NEG जरतवऽ\V_VM ।\RD_PUNC
msd1303	तीनों\QT_QTC चीज\N_NN दे\V_VM के\PSP देवता\N_NN उपह\N_NN गेलन\V_VM ।\RD_PUNC
msd1304	एकरा\DM_DMD बाद\N_NN जैन\N_NNP सब\QT_QTF समान\N_NN लेके\V_VM ओही\DM_DMD राह\N_NN सेचलल\V_VM जउन\DM_DMD राह\N_NN से\PSP आयल\V_VM हल\V_VAUX ।\RD_PUNC
msd1305	चोर\N_NN लोग\N_NN देखलन\V_VM_VF कि\CC_CCS फिन\CC_CCD जैन\N_NNP बढ़िया\JJ से\PSP लौटल\V_VM आवइत\V_VAUX हे\V_VAUX तो\PR_PRL डरे\N_NN मिल\N_NN के\PSP सब\QT_QTF हाल\N_NN पूछ\V_VM लेलन\V_VAUX ।\RD_PUNC
msd1306	तुरत\RB जैन\N_NNP के\PSP चारो\QT_QTC ओर\N_NN से\PSP लपेटा\N_NN के\PSP मार-पीट\N_NN के\PSP डंटा\N_NN छीन\V_VM लेल\V_VAUX आउ\CC_CCD डंटा\N_NN के\PSP हुकुम\N_NN देके\V_VM खुब\N_NN मरम्मत\N_NN करवा\V_VM देलन\V_VAUX ।\RD_PUNC
msd1307	जब\PR_PRL जैन\N_NNP मरल\N_NN अइसन\RP_RPD हो\V_VM गेल\V_VAUX तो\PR_PRL ओकरा\PR_PRP मरल\N_NN समझ\N_NN के\PSP ओहनी\N_NN ओकरा\PR_PRP उठा\V_VM के\V_VAUX ओही\DM_DMD कुण्ड\N_NN में\PSP डालेला\V_VM ले\V_VAUX चललन\V_VM ।\RD_PUNC
msd1308	कोई\PR_PRI कहे\V_VM कि\CC_CCS पत्थर\N_NN बान्ह\N_NN के\PSP एकरा\DM_DMD कुण्ड\N_NN में\PSP डाल\V_VM दऽ\V_VAUX ।\RD_PUNC
msd1309	कोई\PR_PRI कहे\V_VM कि\CC_CCS ऊपरे\N_NN ही\RP_RPD छोड़\V_VM दऽ\V_VAUX ।\RD_PUNC
msd1310	आखिर\N_NN में\PSP ओही\DM_DMD कुण्ड\N_NN के\PSP चबूतरा\N_NN पर\PSP ओहनी\N_NN छोड़\V_VM के\PSP चल\V_VM देलन\V_VAUX ।\RD_PUNC
msd1311	देवता\N_NN के\PSP देल\N_NN समान\N_NN से\PSP चोर\N_NN लोग\N_NN काफी\N_NN धन\N_NN -\RD_PUNC दौलत\N_NN जमा\N_NN कर\V_VM लेलन\V_VAUX ।\RD_PUNC
msd1312	जब\PR_PRL चोर\N_NN लोग\N_NN जैन\N_NNP के\PSP मरल-पड़ल\N_NN छोड़\V_VM के\V_VAUX आ\V_VM गेलन\V_VAUX हल\V_VAUX तो\PR_PRL ऊ\PR_PRP रात\N_NN के\PSP ओही\DM_DMD कुण्ड\N_NN पर\PSP तीन\QT_QTC सौ\QT_QTC परी\N_NN नेहाय\V_VM अयलन\V_VAUX ।\RD_PUNC
msd1313	ओहनी\PR_PRP पर\PSP एतवार\N_NN के\PSP रात\N_NN में\PSP उहाँ\DM_DMD आवऽ\V_VM हलन\V_VAUX ।\RD_PUNC
msd1314	ऊ\DM_DMD दिन\N_NN एतवार\N_NN हल\V_VM ।\RD_PUNC
msd1315	ओही\DM_DMD तीन\QT_QTC सौ\QT_QTC परी\N_NN में\PSP एगो\QT_QTC मेठ\N_NN सुबरन\RP_INTF सुन्नरी\JJ हल\V_VM ।\RD_PUNC
msd1316	जब\PR_PRL सभे\N_NN परी\N_NN नेहा-धोवा\V_VM के\V_VAUX चललन\V_VM तो\PR_PRL ऊ\PR_PRP मेठ\N_NN सुबरन\RP_INTF सुन्नरी\JJ के\PSP जन\N_NNP के\PSP लास\N_NN पर\PSP नजर\N_NN पड़ल\V_VM ।\RD_PUNC
msd1317	भिरु\N_NST आयल\V_VM तो\PR_PRL देखलक\V_VM कि\CC_CCS ओकरा\PR_PRP तनी-तनी\RB साँसी\N_NN चलइत\V_VM हल\V_VM ।\RD_PUNC
msd1318	ऊ\PR_PRP ओकर\PR_PRP सुरत\N_NN देख\N_NN के\PSP मोहित\N_NN हौ\V_VM गेल\V_VAUX आउ\CC_CCD तुरत\N_NN अमृत\N_NN चुआ\N_NN के\PSP ओकरा\PR_PRP जिया\V_VM देलक\V_VAUX ।\RD_PUNC
msd1319	जब\PR_PRL जैन\N_NNP उठल\V_VM तो\PR_PRL अप्पन\PR_PRP पास\N_NN में\PSP एगो\QT_QTC अउरत\N_NN देखलक\V_VM तो\PR_PRL बड़ी\JJ अजगुत\N_NN में\PSP पड़\V_VM गेल\V_VAUX ।\RD_PUNC
msd1320	दुनों\N_NN में\PSP खुब\QT_QTF पेयार\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1321	दुनों\N_NN में\PSP पुछ-ताछ\N_NN भेल\V_VM आउ\CC_CCD बिआह\N_NN हो\V_VM गेल\V_VAUX ।\RD_PUNC
msd1322	जब\PR_PRL मेठ\N_NN सुबरन\RP_INTF सुन्नरी\JJ इन्द्रासन\N_NNP में\PSP जाय\V_VM लगल\V_VAUX तो\PR_PRL जन\N_NNP पूछलक\V_VM कि\CC_CCS तोरा\PR_PRP से\PSP कइसे\PR_PRQ भेंट\V_VM होयत\V_VAUX ।\RD_PUNC
msd1323	सुन्नरी\N_NN कहलक\V_VM कि\CC_CCS उहवाँ\N_NN तो\PR_PRL कोई\PR_PRI अदमी\N_NN जा\V_VM नऊ\RP_NEG सकऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd1324	बाकि\CC_CCD हम\PR_PRP एगो\QT_QTC बाँसुरी\N_NN देइत\V_VM हिवऽ\V_VAUX ।\RD_PUNC
msd1325	जब\PR_PRL अपने\PR_PRP के\PSP इच्छा\N_NN होयत\V_VM तउन\N_NN घड़ी\N_NN बाँसुरी\N_NN बजा\V_VM देबऽ\V_VAUX तो\PR_PRL हम\PR_PRP चल\V_VM आयब\V_VAUX ।\RD_PUNC
msd1326	जइसही\DM_DMR सुन्नरी\N_NN आधा\QT_QTF दूर\N_NN गेल\V_VM होयत\V_VAUX तइसहीं\DM_DMR जेंन\N_NNP बांसुरी\N_NN फुँक\V_VM देलक\V_VAUX ।\RD_PUNC
msd1327	सुन्नरी\N_NN तुरत\DM_DMD जैन\N_NNP भिरु\N_NST आ\V_VM गाल\V_VAUX तो\PR_PRL जैन\N_NNP कहलक\V_VM कि\CC_CCS हम\PR_PRP तोरा\PR_PRP परचोवा\N_NN लेइत\V_VM हली\V_VAUX ।\RD_PUNC
msd1328	फिर\CC_CCD सुन्नरी\N_NN चल\V_VM गेल\V_VAUX ओही\DM_DMD दिन\N_NN से\PSP दुनों\QT_QTC में\PSP पेयार\N_NN चले\V_VM लगल\V_VAUX ।\RD_PUNC
msd1329	कुछ\QT_QTF दिन\N_NN के\PSP बाद\N_NN सुन्नरी\N_NN के\PSP गरभ\N_NN रह\V_VM गेल\V_VAUX ।\RD_PUNC
msd1330	जब\PR_PRL नौवाँ\QT_QTC महीना\N_NN में\PSP एक\QT_QTC दिन\N_NN बाकि\CC_CCD हल\V_VAUX तइसहीं\DM_DMR जैन\N_NNP बाँसुरी\N_NN बजवलक\V_VM ,\RD_PUNC तइसहीं\DM_DMR मेठ\N_NN सुन्नरी\N_NN आवे\V_VM ला\V_VAUX चाहलक\V_VM कि\CC_CCS लड़का\N_NN जनम\N_NN ले\V_VM लेलक\V_VAUX ।\RD_PUNC
msd1331	जब\PR_PRL लड़का\N_NN जनम\N_NN लेलक\V_VM तो\PR_PRL इन्द्रमहाराज\N_NNP सुन्नरी\N_NN से\PSP कहलन\V_VM कि\CC_CCS कहवाँ\DM_DMQ से\PSP पाप\N_NN बटोर\N_NN के\PSP ले\V_VM अयलें\V_VAUX ।\RD_PUNC
msd1332	आउ\CC_CCD खिसिया\V_VM के\V_VAUX सराप\N_NN दे\V_VM देलन\V_VAUX कि\CC_CCS जो\V_VM मृत्युधुवन\N_NN में\PSP ।\RD_PUNC
msd1333	जेकरा\PR_PRL से\PSP तू\PR_PRP में\PSP पेयार\N_NN करऽ\V_VM हें\V_VAUX ऊ\PR_PRP तोरा\PR_PRP नऽ\RP_NEG पहचानतउ\V_VM ।\RD_PUNC
msd1334	आउ\CC_CCD जउन\DM_DMR दिन\N_NN तू\PR_PRP अपने\PR_PRP मुँह\N_NN से\PSP कह\V_VM देबे\V_VAUX कि\CC_CCS हम\PR_PRP तोर\PR_PRP अउरत\N_NN ही\RP_RPD ओही\DM_DMD दिन\N_NN तोर\PR_PRP मरद\N_NN पत्थल\N_NN हो\V_VM जायत\V_VAUX ।\RD_PUNC
msd1335	एतना\QT_QTF सुन\N_NN के\PSP मेठ\N_NN सुबरन\N_NN सुन्नरी\JJ बड़ी\JJ घिघिआयल\V_VM ।\RD_PUNC
msd1336	तब\PR_PRL इन्द्र\N_NNP कहलकथिन\V_VM कि\CC_CCS ओही\DM_DMD दिन\N_NN ई\DM_DMI सराप\N_NN से\PSP छुटकारा\N_NN मिलत\V_VM आउ\CC_CCD तोहर\N_NN पति\N_NN चीन्हत\N_NN जब\PR_PRL अदमी\N_NN स्वर्ग\N_NN से\PSP गुलाब\N_NN के\PSP फुल\N_NN ले\V_VM जा\V_VAUX ।\RD_PUNC
msd1337	﻿के\N_NN पत्थल\N_NN पर\PSP चढ़ा\V_VM देत\V_VAUX ।\RD_PUNC
