ID	Value
msd319	पखाना\N_NN भी\RP_RPD लग\V_VM गेल\V_VAUX तो\PR_PRL छीपा\N_NN में\PSP पखाना\N_NN कर\V_VM के\V_VAUX कोठी\N_NN तर\PSP फेंक\V_VM देलन\V_VAUX ।\RD_PUNC
msd32	दोसर\QT_QTO दिन\N_NN दुनु\QT_QTC इयार\N_NN मेदान\N_NN गेलन\V_VM तो\PR_PRL वजीर\N_NN रात\N_NN के\PSP बात\N_NN राजा\N_NN के\PSP सुना\V_VM देलकई\V_VAUX आउ\CC_CCD कहलका\V_VM कि\CC_CCS आज\N_NN तू\PR_PRP बाहर\N_NN कुर्सी\N_NN निकाल\V_VM के\V_VAUX कहिहँऽ\V_VM कि\CC_CCS हमरा\PR_PRP राते\N_NN लाल\JJ पड़ी\N_NN आन\V_VM के\V_VAUX लालफल\N_NN देलका\V_VM हे\V_VAUX से\PSP ला\PSP ओकरा\PR_PRP ई\DM_DMI घड़ी\N_NN देखई\N_NN आउ\CC_CCD खाई\V_VM ।\RD_PUNC
msd320	हांड़ी\N_NN में\PSP जुठा\N_NN लगल\V_VM हल\V_VAUX ।\RD_PUNC
msd321	सितुहा\N_NN नऽ\RP_NEG मिलल\V_VM तो\PR_PRL दांत\N_NN से\PSP खखोरलन\V_VM आउ\CC_CCD चुपचाप\RB बइठल\V_VM हलन\V_VAUX ।\RD_PUNC
msd322	सास\N_NN अलथिन\V_VM तो\PR_PRL पुछलन\V_VM कि\CC_CCS बइठल\V_VM काहे\PR_PRQ हे\V_VM ।\RD_PUNC
msd323	तऽ\CC_CCS ऊ\PR_PRP बतौलन\V_VM कि\CC_CCS जोर\N_NN से\PSP पेशाब\N_NN लागल\V_VM से\PSP चूल्हवे\N_NN में\PSP मुत\N_NN देलिअइ\V_VM तो\PR_PRL अगिये\N_NN बुता\N_NN गेलइ\V_VM हे\V_VAUX ।\RD_PUNC
msd324	सास\N_NN कपार\N_NN ठोक\V_VM के\V_VAUX फिनो\CC_CCD सब\QT_QTF इन्तजाम\N_NN कयलन\V_VM ।\RD_PUNC
msd325	खाय\V_VM ला\PSP बनल\V_VM आउ\CC_CCD सास\N_NN के\PSP परोसा\N_NN के\PSP खाय\V_VM ला\PSP मिलल\N_NN ।\RD_PUNC
msd326	सास\N_NN देखलन\V_VM कि\CC_CCS छीपा\N_NN में\PSP मसाला\N_NN नियन\N_NN पीयर\N_NN कउची\PR_PRQ तो\PR_PRL लगल\V_VM हे\V_VAUX ।\RD_PUNC
msd327	पुछलन\V_VM तो\PR_PRL पुतोह\N_NN बोललन\V_VM कि\CC_CCS पेसाब\N_NN के\PSP बाद\N_NN जोर\N_NN से\PSP दीसा\N_NN लगल\V_VM हल\V_VAUX ।\RD_PUNC
msd328	हग\N_NN के\PSP छिपवे\N_NN में\PSP कोठी\N_NN तर\PSP फेंक\N_NN देली\N_NN हल\V_VAUX ।\RD_PUNC
msd329	बुझाइत\V_VM हे\V_VAUX कि\CC_CCS ओही\DM_DMD छिपवा\N_NN में\PSP खइया\N_NN कढ़ा\V_VM गेल\V_VAUX हे\V_VAUX ।\RD_PUNC
msd33	दुनु\QT_QTC बतिया\N_NN के\PSP घरे\N_NN अयलन\V_VM आउ\CC_CCD रानी\N_NN के\PSP सुना\V_VM के\V_VAUX ओसही\RB कहलक\V_VM ।\RD_PUNC
msd330	सास\N_NN ई\DM_DMI सब\QT_QTF करतुत\N_NN देख\V_VM -\RD_PUNC सुन\V_VM के\PSP कुपुत\N_NN हो\V_VM गेलन\V_VAUX ।\RD_PUNC
msd331	बेटा\N_NN से\PSP सब\QT_QTF हाल\N_NN कहलन\V_VM ।\RD_PUNC
msd332	बेटा\N_NN सुन\V_VM के\V_VAUX कहलकथिन\V_VM कि\CC_CCS पुतोह\N_NN के\PSP हाथ\N_NN के\PSP खा\V_VM के\V_VAUX तिरपित\V_VAUX हो\V_VM गेले\N_NN नऽ\RP_NEG ।\RD_PUNC
msd333	अब\N_NN ई\DM_DMI कहऽ\V_VM कि\CC_CCS तूँ\PR_PRP बेटा\N_NN चाहइत\V_VM हें\V_VAUX कि\CC_CCS पुतोह\N_NN ।\RD_PUNC
msd334	माय\N_NN कहलन\V_VM कि\CC_CCS बेटा\N_NN ।\RD_PUNC
msd335	इनरडुब्बू\N_NNP एगो\QT_QTC तेज\JJ तलवार\N_NN से\PSP मेहरारू\N_NN के\PSP सात\QT_QTC दुकडी\N_NN कर\V_VM देलक\V_VAUX आउ\CC_CCD सात\QT_QTC गो\RP_CL महर\N_NN में\PSP बंद\N_NN करके\V_VM सात\QT_QTC गो\RP_CL अदमी\N_NN पर\PSP अप्पन\PR_PRP समुरारी\N_NN भेज\V_VM देलन\V_VAUX ।\RD_PUNC
msd336	ससुरारी\N_NN में\PSP सातो\QT_QTC बेगार\N_NN आन\V_VM के\V_VAUX महर\N_NN रख\V_VM देलन\V_VAUX आउ\CC_CCD तुरते\RB भाग\V_VM गेलन\V_VAUX ।\RD_PUNC
msd337	इहाँ\DM_DMD महर\N_NN खोल\V_VM के\V_VAUX देखल\V_VM गेल\V_VAUX तो\PR_PRL बेटी\N_NN के\PSP सात\QT_QTC टुकड़ी\N_NN करके\V_VM सब\QT_QTF महर\N_NN में\PSP भरल\N_NN हे\V_VM ।\RD_PUNC
msd338	इहां\N_NN बदला\N_NN लेबे\N_NN के\PSP राय\N_NN से\PSP समघी\N_NN इनरडुब्बू\N_NNP के\PSP इहां\N_NN उनकर\PR_PRP बहिन\N_NN के\PSP रोसगदी\N_NN ला\PSP गेलन\V_VAUX बाकि\CC_CCD पाँड़े\N_NN दिन\N_NN नऽ\RP_NEG घयलन\V_VM ।\RD_PUNC
msd339	इनरडुब्बू\N_NNP कहलन\V_VM कि\CC_CCS हमनी\PR_PRP दूगो\QT_QTC भाई\N_NN -\RD_PUNC बहिन\N_NN ही\V_VM ।\RD_PUNC
msd34	रानी\N_NN ई\DM_DMI हाल\N_NN सुनके\V_VM सोचलक\N_NN कि\CC_CCS हम\PR_PRP अदमी\N_NN हो\N_NN के\PSP दैत्य\N_NN से\PSP दोस्ती\N_NN कयले\N_NN ही\RP_RPD आउ\CC_CCD हम्मर\PR_PRP पति\N_NN से\PSP लाल\JJ परी\N_NN दोस्ती\N_NN कयले\N_NN हे\N_NN ,\RD_PUNC से\PSP आज\N_NN हम\PR_PRP दैत्य\N_NN से\PSP कह\V_VM देवो\V_VAUX कि\CC_CCS हम\PR_PRP तोरा\PR_PRP से\PSP दोस्ती\N_NN न\RP_NEG रखबो\V_VM ।\RD_PUNC
msd340	नऽ\RP_NEG हम\PR_PRP अब\N_NN सादी\N_NN करम\V_VM नऽ\RP_NEG अप्पन\PR_PRP बहिन\N_NN के\PSP रोसगद्दी\N_NN करम\V_VM ।\RD_PUNC
msd341	आज\N_NN से\PSP हमनी\PR_PRP दुनो\QT_QTC भाई\N_NN -\RD_PUNC बहिन\N_NN बिना\PSP विआहे\N_NN के\PSP रहम\V_VM आउ\CC_CCD माय\N_NN बाप\N_NN के\PSP सेवा\N_NN करम\V_VM ।\RD_PUNC
msd342	राजा\N_NN के\PSP बहादुरी\N_NN कहताहर\N_NN -\RD_PUNC मुद्रिका\N_NNP ग्राम\N_NN ,\RD_PUNC सुमेरा\N_NNP ,\RD_PUNC जिला\N_NN -\RD_PUNC जहानाबाद\N_NNP एगो\QT_QTC हलन\V_VM राजा\N_NN जी\RP_RPD ।\RD_PUNC
msd343	उनका\PR_PRP एक्के\QT_QTC गो\RP_CL लइके\N_NN हलइन\V_VM ।\RD_PUNC
msd344	खाय\V_VM -\RD_PUNC पीये\V_VM के\PSP तो\PR_PRL कुछ\QT_QTF कमिए\N_NN नऽ\RP_NEG हलइन\V_VM ।\RD_PUNC
msd345	उनकर\PR_PRP बेटा\N_NN बड़ी\JJ पहलवान\N_NN निकललइन\V_VM ।\RD_PUNC
msd346	एक\QT_QTC दिन\N_NN एगो\QT_QTC बड़ी\RP_INTF मतवाला\N_NN हाथी\N_NN सब\QT_QTF अदमी\N_NN के\PSP खदेरइत\V_VM हल\V_VAUX ।\RD_PUNC
msd347	जब\PR_PRL ई\DM_DMI राजा\N_NN जी\RP_RPD ओकरा\PR_PRP देखलन\V_VM ,\RD_PUNC तब\PR_PRL अइसन\RP_RPD तबड़ाक\N_NN मारलन\V_VM कि\CC_CCS हायी\N_NN सौ\QT_QTC कोस\QT_QTC पर\PSP जा\V_VM के\V_VAUX गिरल\V_VM आउ\CC_CCD अलअला\PSP के\PSP मर\N_NN गेल\V_VM ।\RD_PUNC
msd348	राजा\N_NN जी\RP_RPD के\PSP बड़ी\RP_INTF सुन्नर\JJ बगइचा\N_NN हले\V_VM ।\RD_PUNC
msd349	ऊ\PR_PRP ओकर\PR_PRP अप्पन\PR_PRP जानो\N_NN से\PSP बढ़\V_VM के\V_VAUX जानऽ\V_VM हलन\V_VAUX ।\RD_PUNC
msd35	रात\N_NN होल\V_VM तो\PR_PRL रानी\N_NN एगो\QT_QTC झहआ\N_NN लेके\V_VM दैत्य\N_NN के\PSP महल\N_NN में\PSP पहुंचलै\V_VM ।\RD_PUNC
msd350	राजा\N_NN जी\RP_RPD रोज\N_NN ओहजे\DM_DMD सुतऽ\V_VM हलन\V_VAUX ।\RD_PUNC
msd351	एक\QT_QTC दिन\N_NN एगो\QT_QTC गड़ेरिया\N_NN उनकर\PR_PRP बाग\N_NN में\PSP आयल\V_VM आउ\CC_CCD सब\QT_QTF भेंड़ी\N_NN के\PSP घुसा\V_VM देलक\V_VAUX ।\RD_PUNC
msd352	राजा\N_NN केतनो\QT_QTF कहलन\V_VM कि\CC_CCS अप्पन\PR_PRP भेंड़ी\N_NN के\PSP निकाल\V_VM नऽ\RP_NEG तऽ\CC_CCS मार\V_VM देबउ\V_VAUX ।\RD_PUNC
msd353	ऊ\PR_PRP नऽ\RP_NEG मानलक\V_VM आउ\CC_CCD कहलक\V_VM कि\CC_CCS देखऽ\V_VM हिवऽ\V_VAUX तूँ\PR_PRP का\PR_PRQ कर\V_VM हऽ\V_VAUX ।\RD_PUNC
msd354	तब\PR_PRL राजा\N_NN घरे\N_NN गेलन\V_VM आउ\CC_CCD अप्पन\PR_PRP सोंटा\N_NN ले\V_VM अयलन\V_VAUX ।\RD_PUNC
msd355	अइसन\RP_RPD ऊ\PR_PRP सोंटा\N_NN हल\V_VM कि\CC_CCS राजा\N_NN जेतना\PR_PRL अदमी\N_NN के\PSP मारे\V_VM ला\PSP चाहऽ\V_VM हलन\V_VAUX ओतना\PR_PRL अदमी\N_NN मर\N_NN जा\V_VM हल\V_VAUX ।\RD_PUNC
msd356	बागइचा\N_NN में\PSP जाके\V_VM राजा\N_NN जी\RP_RPD अप्पन\PR_PRP सोंटा\N_NN चलबलन\V_VM ।\RD_PUNC
msd357	ओकरा\PR_PRP से\PSP जेतना\QT_QTF भेंड़ी\N_NN हल\V_VM आउ\CC_CCD जेतना\QT_QTF भेंड़ी\N_NN के\PSP ।\RD_PUNC
msd358	﻿औघड़दानी\JJ शिव\N_NN -\RD_PUNC पार्वती\N_NN चरवाहा\N_NN हल\V_VM ,\RD_PUNC सब\QT_QTF के\PSP मुँड़ी\N_NN कट\V_VM गेल\V_VAUX ।\RD_PUNC
msd359	तब\PR_PRL उनखनी\PR_PRP सब\QT_QTF चरवहन\N_NN के\PSP सम्बन्धी\N_NN सब\QT_QTF राजा\N_NN जी\RP_RPD के\PSP मारे\V_VM ला\PSP सोचलन\V_VM ।\RD_PUNC
msd36	वजीर\N_NN वाहरे\N_NN रुकलै\V_VM कि\CC_CCS हो\V_VM सकऽ\V_VAUX हे\V_VAUX कि\CC_CCS आज\N_NN दुनु\QT_QTC में\PSP लड़ाई\N_NN होथ\V_VM ।\RD_PUNC
msd360	गड़ेरिया\N_NN सब\QT_QTF ओही\DM_DMD रात\N_NN के\PSP सात\QT_QTC सौ\QT_QTC दैत्य\N_NN के\PSP नेवत\N_NN देलक\V_VM ।\RD_PUNC
msd361	उनकर\PR_PRP मेहरारू\N_NN के\PSP ई\DM_DMI मालूम\N_NN भेल\V_VM कि\CC_CCS आज\N_NN राजा\N_NN जी\RP_RPD नऽ\RP_NEG बचतन\V_VM ।\RD_PUNC
msd362	तब\PR_PRL रानी\N_NN राजा\N_NN जी\RP_RPD के\PSP खुब\RP_INTF मना\N_NN कयलन\V_VM कि\CC_CCS आज\N_NN मत\RP_NEG जा\V_VM ।\RD_PUNC
msd363	तब\PR_PRL राजा\N_NN कहलन\V_VM कि\CC_CCS हम\PR_PRP तुरत\RB आ\V_VM जाम\V_VAUX ।\RD_PUNC
msd364	एतना\N_NN कह\V_VM के\V_VAUX राजा\N_NN बगइचा\N_NN में\PSP चल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd365	बगइचा\N_NN में\PSP ऊ\PR_PRP जहाँ\PR_PRL सुतल\V_VM हलन\V_VAUX उहाँ\DM_DMD एगो\QT_QTC पेटारी\N_NN रख\V_VM देलन\V_VAUX आउ\CC_CCD ओकरा\PR_PRP चद्दर-उद्दर\N_NN ओढ़ा\V_VM के\V_VAUX अइसन\RP_RPD रख\V_VM देलन\V_VAUX कि\CC_CCS लगे\V_VM ,\RD_PUNC राजा\N_NN जी\RP_RPD सूतल\V_VM हय\V_VAUX ।\RD_PUNC
msd366	अपने\PR_PRP जा\V_VM के\V_VAUX एगो\QT_QTC आम\N_NN के\PSP पेड़\N_NN पर\PSP चढ़\V_VM गेलन\V_VAUX ।\RD_PUNC
msd367	जब\PR_PRL रात\N_NN के\PSP सब\QT_QTF दैत्य\N_NN आयल\V_VM तब\PR_PRL कहलक\V_VM कि\CC_CCS अच्छे\RP_RPD ।\RD_PUNC
msd368	आज\N_NN तो\PR_PRL रजवा\N_NN के\PSP खयवे\V_VM करबइ\V_VAUX ।\RD_PUNC
msd369	ओकरा\PR_PRP में\PSP एगो\QT_QTC दैतवा\N_NN कहलकइ\V_VM कि\CC_CCS आज\N_NN तो\PR_PRL इनका\DM_DMD खयबे\V_VM करबहीं\V_VAUX बाकि\CC_CCD पाँच\QT_QTC फेरा\N_NN घूम\V_VM के\V_VAUX खाही\V_VM ,\RD_PUNC तब\PR_PRL ठीक\JJ होतई\V_VM ।\RD_PUNC
msd37	दैत्य\N_NN के\PSP पास\N_NST जाके\V_VM ।\RD_PUNC
msd370	सब\QT_QTF दैत्य\N_NN पाँच\QT_QTC फेरा\N_NN घूम\V_VM के\V_VAUX राजा\N_NN के\PSP खाय\V_VM ला\PSP ओढ़ावल\V_VM कपड़ा\N_NN उठवलक\V_VM तो\PR_PRL देखइत\V_VM हे\V_VAUX कि\CC_CCS एगो\QT_QTC खाली\QT_QTF पेटारी\N_NN रखल\V_VM हे\V_VAUX ।\RD_PUNC
msd371	तब\PR_PRL सब\QT_QTF दैतवा\N_NN मिल\V_VM के\V_VAUX ऊ\PR_PRP सब\QT_QTF कपड़े\N_NN नोचे\V_VM लगल\V_VAUX ।\RD_PUNC
msd372	तब\PR_PRL राजा\N_NN ऊपरे\N_NST से\PSP अइसन\RP_RPD सोटा\N_NN झारलन\V_VM कि\CC_CCS सब\QT_QTF दैत्य\N_NN के\PSP मुँड़ी\N_NN कट\V_VM गेल\V_VAUX ।\RD_PUNC
msd373	राजा\N_NN पेड़\N_NN पर\PSP से\PSP उतर\V_VM के\V_VAUX सीघे\N_NST घरे\N_NN चल\V_VM अयलन\V_VAUX ।\RD_PUNC
msd374	तब\PR_PRL सब\QT_QTF गड़ेरियन\N_NN भोरे\N_NN सुनलन\V_VM राजा\N_NN सब\QT_QTF दैतवन\N_NN के\PSP मार\V_VM देलन\V_VAUX हे\V_VAUX ।\RD_PUNC
msd375	तब\PR_PRL ऊ\PR_PRP सब\QT_QTF सोचलन\V_VM कि\CC_CCS ई\DM_DMI राजा\N_NN के\PSP कइसहु\RB मारे\V_VM के\V_VAUX चाहीं\V_VM ।\RD_PUNC
msd376	तब\PR_PRL सब\QT_QTF जा\V_VM के\V_VAUX जांगल\N_NN में\PSP सब\QT_QTF बाघ\N_NN के\PSP नेवत\N_NN देलन\V_VM ,\RD_PUNC फिनू\CC_CCD राजा\N_NN जी\RP_RPD के\PSP इयार\N_NN उनकर\PR_PRP मेहरारू\N_NN से\PSP कहलन\V_VM कि\CC_CCS आज\N_NN उनका\PR_PRP ला\PSP बड़ी\JJ मानी\RP_CL बाघ\N_NN नेवतलवऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd377	तब\PR_PRL राजा\N_NN रात\N_NN के\PSP अप्पन\PR_PRP बगइचा\N_NN में\PSP जाय\V_VM लगलन\V_VAUX ।\RD_PUNC
msd378	तब\PR_PRL रानी\N_NN कहलन\V_VM कि\CC_CCS आज\N_NN हम\PR_PRP तोरा\PR_PRP कोई\PR_PRI हालत\N_NN में\PSP नऽ\RP_NEG जाय\N_NN देबवऽ\N_NN ।\RD_PUNC
msd379	कहसहुँ\RB राजा\N_NN जी\RP_RPD बगइचा\N_NN में\PSP चल\V_VM अयलन\V_VAUX ।\RD_PUNC
msd38	﻿बाँसुवे\N_NN का\PSP नाच\N_NN रानी\N_NN झदुआ\N_NN से\PSP मार\V_VM के\V_VAUX उठलकै\V_VM आउ\CC_CCD कहलकै\V_VM कि\CC_CCS हम\PR_PRP तोरा\PR_PRP साथ\PSP नञु\RP_NEG रहल\V_VM चहियो\V_VAUX ।\RD_PUNC
msd380	ओहसहीं\RP_RPD बाना\N_NN बनाके\V_VM ऊ\PR_PRP पेड़\N_NN पर\PSP चढ़\V_VM गेलन\V_VAUX ।\RD_PUNC
msd381	राजा\N_NN सोंटा\N_NN से\PSP सब\QT_QTF बघवन\N_NN के\PSP मार\V_VM देलन\V_VAUX ।\RD_PUNC
msd382	राजा\N_NN जी\RP_RPD नहिए\RP_NEG मरलन\V_VM ।\RD_PUNC
msd383	गड़ेरियन\N_NN के\PSP सब\QT_QTF उपाय\N_NN निष्फल\N_NN भेल\V_VM ।\RD_PUNC
msd384	औघड़दानी\N_NN शिव\N_NNP -\RD_PUNC पार्वती\N_NNP कहताहर\N_NN -\RD_PUNC मुद्रिका\N_NNP ,\RD_PUNC ग्राम\N_NN सुमेरा\N_NNP ,\RD_PUNC जिला\N_NN जहानाबाद\N_NNP ।\RD_PUNC
msd385	एगो\QT_QTC हले\V_VM राजा\N_NN ।\RD_PUNC
msd386	ऊ\PR_PRP बड़ी\JJ राजा\N_NN हले\V_VM ।\RD_PUNC
msd387	ओकरा\PR_PRP ही\RP_RPD खायओला\V_VM कोई\PR_PRI नऽ\RP_NEG हले\V_VM ।\RD_PUNC
msd388	अनाज\N_NN से\PSP सब\QT_QTF कोठी\N_NN भर\V_VM गेल\V_VAUX हले\V_VAUX ।\RD_PUNC
msd389	से\RP_RPD ऊ\PR_PRP एक\QT_QTC दिन\N_NN अप्पन\PR_PRP कोठी\N_NN में\PSP आग\N_NN लगा\V_VM देलक\V_VAUX ।\RD_PUNC
msd39	काहे\CC_CCS कि\CC_CCS तोर\PR_PRP बहिन\N_NN समान\RP_RPD लायक\N_NN आउ\CC_CCD हमरा\PR_PRP समान\RP_RPD नालायक\N_NN कोई\PR_PRI नञु\RP_NEG हई\V_VM ।\RD_PUNC
msd390	ओकर\PR_PRP घुआँ\N_NN अकास\N_NN में\PSP उड़ल\V_VM आउ\CC_CCD इनरासन\N_NN भी\RP_RPD ओकरा\PR_PRP से\PSP डोल\V_VM गेल\V_VAUX ।\RD_PUNC
msd391	उहाँ\DM_DMD इनर\N_NN भगवान\N_NN समझलन\V_VM कि\CC_CCS कोई\PR_PRI यज्ञ\N_NN कयलक\V_VM हे\V_VAUX ।\RD_PUNC
msd392	ऊ\PR_PRP आन\V_VM के\V_VAUX पूछलन\V_VM कि\CC_CCS ओ\RP_INJ बच्चा\N_NN ,\RD_PUNC केंवाड़ी\N_NN खोल\V_VM ।\RD_PUNC
msd393	तुँ\PR_PRP काहे\CC_CCS ला\PSP एतना\QT_QTF घन\N_NN जरवलऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd394	का\PR_PRQ सोच\N_NN के\PSP अइसन\RP_RPD काम\N_NN कयलऽ\V_VM हे\V_VAUX ।\RD_PUNC
msd395	``\RD_PUNC राजा\N_NN कहलन\V_VM कि\CC_CCS ``\RD_PUNC हमरा\PR_PRP बड़ी\JJ मानी\RP_CL घन\N_NN हले\V_VM बाकि\CC_CCD कोई\PR_PRI खनिहारे\N_NN नऽ\RP_NEG हले\V_VM ।\RD_PUNC
msd396	``\RD_PUNC भगवान\N_NN कहलन\V_VM कि\CC_CCS तोरा\PR_PRP एगो\QT_QTC बेटा\N_NN होतवऽ\V_VM ।\RD_PUNC
msd397	तूँ\PR_PRP जहाँ\PR_PRL बारह\QT_QTC आम\N_NN के\PSP एगो\QT_QTC घउद\N_NN के\PSP देखिहँऽ\V_VM तऽ\CC_CCS बायाँ\N_NN हाथे\N_NN मारिहँऽ\V_VM आउ\CC_CCD दहिना\N_NN हाथे\N_NN लोकिहँऽ\V_VM ।\RD_PUNC
msd398	आन\N_NN के\PSP अप्पन\PR_PRP रानी\N_NN के\PSP खिआ\V_VM दीहँऽ\V_VAUX ।\RD_PUNC
msd399	नौ\QT_QTC महीना\N_NN के\PSP बाद\N_NST एगो\QT_QTC लइका\N_NN जनम\N_NN लेतवऽ\V_VM बाकि\CC_CCD ऊ\PR_PRP लइकवा\N_NN बारहे\QT_QTF बरस\QT_QTC जितवऽ\V_VM ,\RD_PUNC फिरो\CC_CCS मर\V_VM जतवऽ\V_VAUX ।\RD_PUNC
msd4	रनिवास\N_NN के\PSP बीजे\N_NN अलई\V_VM तो\PR_PRL दूनु\QT_QTC इयार\N_NN रनिवास\N_NN में\PSP चल\V_VM गेल\V_VAUX आउ\CC_CCD एके\QT_QTC घर\N_NN में\PSP परदा\N_NN लगा\V_VM के\PSP दुनो\QT_QTC इयार\N_NN अलगे-अलगे\RB सुत\V_VM गेलई\V_VAUX ।\RD_PUNC
msd40	तोर\PR_PRP बहिन\N_NN ई\DM_DMI लोक\N_NN मे\PSP हम्मर\PR_PRP पति\N_NN से\PSP दोस्ती\N_NN कयले\V_VM हई\V_VAUX आउ\CC_CCD हम\PR_PRP तोरा\PR_PRP जैसन\RP_RPD दैत्य\N_NN से\PSP ।\RD_PUNC
msd400	राजा\N_NN बारह\QT_QTC आमओला\N_NN घउद\N_NN आने\V_VM के\V_VAUX खिया\V_VM देलन\V_VAUX ।\RD_PUNC
msd401	रानी\N_NN के\PSP नौ\QT_QTC महीना\N_NN के\PSP बाद\N_NST एगो\QT_QTC लइका\N_NN जनम\N_NN लेलक\V_VM ।\RD_PUNC
msd402	राजा\N_NN ओकरा\PR_PRP ,\RD_PUNC खुब\RP_INTF बढ़िया\JJ से\PSP पोसलन\V_VM आउ\CC_CCD पढ़ा-लिखा\V_VM के\V_VAUX बड़ा\JJ कयलन\V_VM ।\RD_PUNC
msd403	जब\PR_PRL बारह\QT_QTC बरिस\QT_QTC हो\V_VM गेल\V_VAUX आउ\CC_CCD मरे\V_VM के\V_VAUX बेरा\N_NN भेल\V_VM तो\PR_PRL लहकवा\N_NN अप्पन\PR_PRP माँय\N_NN -\RD_PUNC बाप\N_NN से\PSP कहलक\V_VM कि\CC_CCS अब\DM_DMD हम\PR_PRP बाहर\N_NN जबवऽ\V_VM ।\RD_PUNC
msd404	राजा\N_NN के\PSP लइका\N_NN बाहर\N_NN जंगल\N_NN में\PSP चल\V_VM गेलन\V_VAUX ।\RD_PUNC
msd405	एने\DM_DMD राजा\N_NN आउ\CC_CCD रानी\N_NN ।\RD_PUNC
msd406	कथा\N_NN का\PSP वूसरा\N_NN रूप\N_NN
msd407	एगो\QT_QTC सहर\N_NN में\PSP बड़का\JJ राजा\N_NN हलन\V_VM ।\RD_PUNC
msd408	उनका\PR_PRP धन-सम्पत\N_NN कोई\PR_PRI चीज\N_NN के\PSP कमी\N_NN नऽ\RP_NEG हल\V_VM बाकि\CC_CCD उनका\PR_PRP कोई\PR_PRI बेटा\N_NN न\RP_NEG हल\V_VM ।\RD_PUNC
msd409	राजा\N_NN दिन-रात\N_NN फिकिर\N_NN में\PSP रहऽ\V_VM हलन\V_VAUX कि\CC_CCS उनका\PR_PRP कइसे\PR_PRQ बेटा\N_NN होयत\V_VM ।\RD_PUNC
msd41	तव\N_NN दैत्य\N_NN गुस्सा\N_NN में\PSP हो\N_NN कहलकै\N_NN कि\CC_CCS कन्ह\N_NN तू\N_NN हमरा\PR_PRP साथे\PSP विसुनलोक\N_NN मै\PSP चलिहैं\V_VM आउ\CC_CCD देखिहैं\V_VM कि\CC_CCS अप्पन\PR_PRP इनाम\N_NN केकरा\PR_PRQ दे\V_VM हई\V_VAUX ।\RD_PUNC
msd410	राजा\N_NN के\PSP बड़का\JJ किला\N_NN हल\V_VM ।\RD_PUNC
msd411	किला\N_NN में\PSP एगो\QT_QTC सरप\N_NN रहऽ\V_VM हल\V_VAUX ।\RD_PUNC
msd412	सरप\N_NN के\PSP एक\QT_QTC रोज\N_NN अगाह\N_NN भेल\V_VM कि\CC_CCS किला\N_NN के\PSP एगो\QT_QTC देवाल\N_NN गिर\V_VM जायत\V_VAUX आउ\CC_CCD ऊ\PR_PRP चिपा\V_VM जायत\V_VAUX ।\RD_PUNC
msd413	से\CC_CCS ऊ\PR_PRP उहां\DM_DMD से\PSP भागे\V_VM ला\PSP चाहलक\V_VM तइसहीं\PR_PRL देवाल\N_NN गिर\V_VM गेल\V_VAUX आउ\CC_CCD साँप\N_NN चपा\V_VM गेल\V_VAUX ।\RD_PUNC
msd414	देवाल\N_NN गिरे\V_VM के\V_VAUX अवाज\N_NN सुन\V_VM के\V_VAUX नोकर-चाकर\N_NN दउड़लन\V_VM तो\PR_PRL देखऽ\V_VM हथ\V_VAUX कि\CC_CCS एगो\QT_QTC सांप\N_NN आधा\N_NN चंपल\N_NN हे\N_NN आउ\CC_CCD ओकर\PR_PRP मुंह\N_NN से\PSP ई\DM_DMI दीप\N_NN न\RP_NEG ऊ\PR_PRP दीप\N_NN के\PSP एगो\QT_QTC बालक\N_NN निकलल\V_VM हे\V_VAUX ।\RD_PUNC
msd415	लौड़ी\N_NN आन\V_VM के\V_VAUX राजा\N_NN से\PSP सब\QT_QTF हाल\N_NN कहलक\V_VM तो\PR_PRL राजा\N_NN ऊ\PR_PRP बच्चा\N_NN के\PSP खूब\QT_QTF दुलार\N_NN से\PSP पालेपोसे\V_VM लगलन\V_VAUX ।\RD_PUNC
msd416	एक\QT_QTC रोज\N_NN राजा\N_NN बराहमन\N_NN के\PSP बोल\V_VM के\V_VAUX बच्चा\N_NN के\PSP नाम\N_NN घरे\V_VM कहलन\V_VAUX ।\RD_PUNC
msd417	बावा\N_NN जी\RP_RPD कहलन\V_VM कि\CC_CCS लइका\N_NN बड़\RP_INTF भागसाली\N_NN हे\V_VAUX बाकि\CC_CCD लइका\N_NN मुंह\N_NN से\PSP जनम\N_NN लेलक\V_VM हे\JJ ।\RD_PUNC
msd418	से\CC_CCS अप्पन\PR_PRP मुंह\N_NN से\PSP जे\PR_PRL घड़ी\N_NN अप्पन\PR_PRP नाम\N_NN कहत\V_VM ओही\DM_DMD घड़ी\N_NN ई\DM_DMI मनुस\N_NN सरीर\N_NN छोड़\V_VM देत\V_VAUX आउ\CC_CCD सरप\N_NN हो\V_VM जायत\V_VAUX ।\RD_PUNC
msd419	लइका\N_NN के\PSP नाम\N_NN लालसहजादा\N_NNP धरा\V_VM गेल\V_VAUX ।\RD_PUNC
